dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.134568,8.860628,3.460946,1.749404,7.536802,2.778825,1.275769,0.137382,1.521004,7.425995,0.894114
cuda,AlbertForQuestionAnswering,4,10.357166,9.033427,3.490000,1.748569,7.854243,2.778613,1.264224,0.135275,1.068881,7.260888,0.511755
cuda,BartForCausalLM,4,12.727833,11.485092,5.900192,1.704859,9.064025,2.804780,1.152661,0.223937,1.347704,1.497520,6.301695
cuda,BartForConditionalGeneration,2,31.603292,28.186088,13.932102,4.901025,19.142630,7.877562,2.899576,0.843642,1.062886,1.228021,11.394530
cuda,BertForMaskedLM,16,13.257936,11.749391,5.887833,1.803151,8.670319,2.693413,1.560761,0.259383,1.898177,6.574924,1.435326
cuda,BertForQuestionAnswering,16,13.262642,11.742853,5.863268,1.781774,8.536615,2.671045,1.558403,0.244131,1.470449,6.016957,0.995702
cuda,BlenderbotSmallForCausalLM,64,7.908285,7.058582,3.253054,1.157422,5.673855,2.043476,0.863623,0.147258,2.413737,6.049856,2.065605
cuda,BlenderbotSmallForConditionalGeneration,64,19.739921,17.594783,8.103244,2.877483,12.234035,5.263052,2.085541,0.501267,2.066042,1.892735,9.448830
cuda,CamemBert,16,13.463149,11.929217,5.962016,2.026613,8.446279,2.708843,1.567750,0.249514,0.822795,5.424123,0.338771
cuda,DebertaForMaskedLM,4,25.117104,19.841248,12.235007,2.557091,15.749235,3.948000,1.927931,0.323843,17.429235,0.845173,23.739331
cuda,DebertaForQuestionAnswering,8,25.184602,19.803192,12.199265,2.520154,15.957977,3.909712,1.921164,0.321192,18.614881,1.782439,25.132790
cuda,DebertaV2ForMaskedLM,1,34.751337,26.263948,14.185708,2.974408,18.177117,4.441548,2.365149,0.558964,42.874038,1.554211,50.225429
cuda,DebertaV2ForQuestionAnswering,2,34.745225,26.069788,13.839428,3.469448,18.443393,5.232325,2.789534,0.568812,43.232571,0.505047,51.699591
cuda,DistilBertForMaskedLM,128,6.584405,5.965349,2.898203,0.947119,4.866389,1.430971,0.669266,0.110664,1.513618,4.475611,1.181174
cuda,DistilBertForQuestionAnswering,256,6.709271,6.064952,2.931206,0.951070,4.831363,1.452627,0.678497,0.108809,0.928513,3.826458,0.577505
cuda,DistillGPT2,16,8.557302,7.739270,4.726558,1.016657,6.504267,1.454962,0.684430,0.097290,2.091191,2.671386,4.929578
cuda,ElectraForCausalLM,32,15.102798,13.565880,7.684752,1.780621,11.338777,3.000485,1.298777,0.256373,3.554090,2.917868,9.081146
cuda,ElectraForQuestionAnswering,64,13.211503,11.641462,5.649607,2.024282,8.377344,2.689949,1.764352,0.249362,1.888736,6.741512,1.331404
cuda,GPT2ForSequenceClassification,4,12.062367,10.443311,4.771047,1.961403,6.908020,2.793284,1.223636,0.218261,1.395424,5.579072,1.015940
cuda,GoogleFnet,16,9.947740,8.983104,6.180515,1.099808,9.938859,1.597124,0.667078,0.110930,4.105448,1.766212,9.029927
cuda,LayoutLMForMaskedLM,16,13.746344,11.815374,5.943662,2.024618,8.533104,2.721002,1.586131,0.255502,1.891078,6.597663,1.423384
cuda,LayoutLMForSequenceClassification,16,13.722652,11.794915,5.976548,2.015512,10.143399,3.729423,1.488062,0.249466,6.951234,13.229268,6.408289
cuda,M2M100ForConditionalGeneration,16,29.215486,25.789015,12.445174,4.251354,19.199078,7.154166,3.097432,0.658659,4.065549,8.658275,15.279527
cuda,MBartForCausalLM,4,14.087293,12.845565,7.258195,1.714035,10.365297,2.798625,1.173244,0.222594,1.326185,1.337253,6.231671
cuda,MBartForConditionalGeneration,2,30.988673,27.427559,12.914520,4.919425,18.040970,7.942029,2.959771,0.857149,0.952692,0.538216,11.222061
cuda,MT5ForConditionalGeneration,16,22.971290,19.517527,8.874282,3.476058,13.861137,5.883619,1.930048,0.460047,4.089669,20.581471,12.727981
cuda,MegatronBertForCausalLM,4,23.465876,20.099283,7.894001,3.729844,11.891652,6.098169,2.439470,0.641966,1.152723,9.059098,0.393090
cuda,MegatronBertForQuestionAnswering,8,22.179774,18.964822,7.778909,3.554541,11.418185,5.851673,2.344124,0.644037,1.426876,9.056035,0.558563
cuda,MobileBertForMaskedLM,64,33.498392,26.675638,7.218179,5.134149,17.641077,9.042742,3.779945,1.980644,3.164866,19.052402,1.718758
cuda,MobileBertForQuestionAnswering,128,33.538449,26.689672,7.156822,5.581650,19.140618,9.607222,4.303910,2.339912,2.829685,20.725282,1.017034
cuda,OPTForCausalLM,2,13.163227,11.813674,6.179850,1.781699,9.332736,3.351735,1.340288,0.238064,1.483737,1.693660,6.501792
cuda,PLBartForCausalLM,8,8.248124,7.537415,4.321711,0.971447,6.637476,1.532391,0.690976,0.108991,1.115014,1.228515,4.450889
cuda,PLBartForConditionalGeneration,4,16.530472,14.869923,7.173678,2.374334,11.461851,4.409148,1.695549,0.358001,1.763534,1.713465,8.542202
cuda,PegasusForCausalLM,32,12.990731,11.640332,6.149643,1.719043,9.838803,2.863867,1.260389,0.239316,1.752703,1.599167,7.249200
cuda,PegasusForConditionalGeneration,32,28.647429,25.326571,10.989949,4.126391,16.719226,6.867373,3.059649,0.667384,2.297570,0.679556,12.375839
cuda,RobertaForCausalLM,16,13.511178,11.980409,6.004486,2.015032,8.421407,2.712591,1.621725,0.247499,0.830981,0.724539,5.356171
