dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.743066,0.000166
cuda,AlbertForQuestionAnswering,4,2.717320,0.000158
cuda,AllenaiLongformerBase,4,11.384536,0.005083
cuda,BartForCausalLM,4,6.325907,0.000651
cuda,BartForConditionalGeneration,2,11.953888,0.000439
cuda,BertForMaskedLM,16,5.395591,0.000151
cuda,BertForQuestionAnswering,16,5.293818,0.000171
cuda,BlenderbotForCausalLM,4,12.028310,0.001170
cuda,BlenderbotSmallForCausalLM,64,4.595851,0.000444
cuda,BlenderbotSmallForConditionalGeneration,64,7.863102,0.000299
cuda,CamemBert,16,5.284858,0.000149
cuda,DebertaForMaskedLM,4,7.332053,0.002757
cuda,DebertaForQuestionAnswering,8,7.176084,0.002815
cuda,DebertaV2ForMaskedLM,1,15.354109,0.005161
cuda,DebertaV2ForQuestionAnswering,2,15.041543,0.005054
cuda,DistilBertForMaskedLM,128,2.632877,0.000122
cuda,DistilBertForQuestionAnswering,256,2.527701,0.000117
cuda,DistillGPT2,16,2.600390,0.000153
cuda,ElectraForCausalLM,32,7.594615,0.000311
cuda,ElectraForQuestionAnswering,64,5.248608,0.000155
cuda,GPT2ForSequenceClassification,4,4.899415,0.000266
cuda,LayoutLMForMaskedLM,16,5.621311,0.000154
cuda,LayoutLMForSequenceClassification,16,5.681192,0.000162
cuda,M2M100ForConditionalGeneration,16,12.193979,0.001007
cuda,MBartForCausalLM,4,6.462099,0.000631
cuda,MBartForConditionalGeneration,2,12.002348,0.000455
cuda,MT5ForConditionalGeneration,16,8.159607,0.000399
cuda,MegatronBertForCausalLM,4,10.510956,0.000248
cuda,MegatronBertForQuestionAnswering,8,10.450641,0.000269
cuda,MobileBertForMaskedLM,64,17.569088,0.000576
cuda,MobileBertForQuestionAnswering,128,17.593796,0.000654
cuda,OPTForCausalLM,2,5.519523,0.000640
cuda,PLBartForCausalLM,8,3.660200,0.000377
cuda,PLBartForConditionalGeneration,4,9.400487,0.000556
cuda,PegasusForCausalLM,32,5.942695,0.000682
cuda,PegasusForConditionalGeneration,32,5.446284,0.000591
cuda,RobertaForCausalLM,16,5.292453,0.000157
cuda,RobertaForQuestionAnswering,16,5.192791,0.000185
cuda,Speech2Text2ForCausalLM,256,3.275873,0.000423
cuda,T5ForConditionalGeneration,4,5.650498,0.000276
cuda,T5Small,4,5.727812,0.000295
cuda,TrOCRForCausalLM,32,6.242608,0.000619
cuda,XGLMForCausalLM,8,9.571307,0.001184
cuda,XLNetLMHeadModel,8,10.516293,0.000400
cuda,YituTechConvBert,16,10.962046,0.000398
