,Compiler,torchbench,huggingface,timm_models
eager,eager,"88%, 53/60","100%, 45/45","68%, 41/60"
aot_eager,aot_eager,"87%, 52/60","100%, 45/45","92%, 55/60"
inductor,inductor,"87%, 52/60","93%, 42/45","93%, 56/60"
inductor_no_cudagraphs,inductor_no_cudagraphs,"85%, 51/60","98%, 44/45","95%, 57/60"
