dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.9940,7.1208,0.8757
cuda,beit_base_patch16_224,64,0.9805,5.0771,0.9342
cuda,botnet26t_256,128,0.9453,3.6771,0.8757
cuda,cait_m36_384,2,0.8232,19.6116,0.8764
cuda,coat_lite_mini,128,0.9941,5.6425,0.9292
cuda,convit_base,32,0.9946,5.8180,0.8549
cuda,convmixer_768_32,32,0.9979,5.0496,0.9816
cuda,convnext_base,32,0.9354,7.3754,0.9016
cuda,crossvit_9_240,64,0.9488,7.8682,0.8788
cuda,cspdarknet53,64,0.8223,5.8864,0.8448
cuda,deit_base_distilled_patch16_224,64,0.9945,4.2854,0.9358
cuda,dla102,64,0.9909,7.6777,0.9620
cuda,dm_nfnet_f0,128,0.9955,7.0015,0.9053
cuda,dpn107,32,0.8031,11.8332,0.9092
cuda,eca_botnext26ts_256,64,0.7655,4.4015,0.7772
cuda,eca_halonext26ts,64,0.7727,4.5843,0.7810
cuda,ese_vovnet19b_dw,128,0.9005,2.9189,0.8673
cuda,fbnetc_100,128,0.8159,5.3441,0.8668
cuda,fbnetv3_b,128,0.7837,8.8436,0.7938
cuda,gernet_l,128,0.8353,5.1300,0.8639
cuda,ghostnet_100,128,0.9867,7.3577,0.8940
cuda,gluon_inception_v3,128,0.9940,6.8917,0.8757
cuda,gluon_xception65,32,0.9893,8.3135,0.8879
cuda,gmixer_24_224,64,0.8851,7.5612,0.9569
cuda,gmlp_s16_224,64,0.9858,6.8504,0.9678
cuda,hrnet_w18,2,0.9483,27.4027,0.8375
cuda,inception_v3,128,0.9940,6.8304,0.8757
cuda,jx_nest_base,32,0.9936,10.2269,0.8940
cuda,lcnet_050,128,0.8372,2.6094,0.7941
cuda,mixer_b16_224,64,0.9935,3.3314,0.9404
cuda,mixnet_l,64,0.7863,12.6042,0.8525
cuda,mnasnet_100,128,0.8313,4.3187,0.8900
cuda,mobilenetv2_100,128,0.8290,4.1538,0.7725
cuda,mobilenetv3_large_100,128,0.8402,4.6323,0.8616
cuda,mobilevit_s,32,0.7432,6.5917,0.7710
cuda,nfnet_l0,64,0.8291,7.1508,0.8205
cuda,pit_b_224,64,0.9964,4.9366,0.8032
cuda,pnasnet5large,16,1.0272,22.0787,0.9939
cuda,poolformer_m36,64,0.9977,7.8360,0.9450
cuda,regnety_002,128,0.9153,5.2389,0.8270
cuda,repvgg_a2,128,0.8082,4.6201,0.7922
cuda,res2net101_26w_4s,64,0.9781,13.9371,0.9193
cuda,res2net50_14w_8s,2,0.9082,12.2378,0.8405
cuda,res2next50,2,0.9184,6.7002,0.8419
cuda,resmlp_12_224,128,0.9962,2.9960,0.9667
cuda,resnest101e,32,0.9590,15.0237,0.8914
cuda,rexnet_100,128,0.8202,6.0874,0.7928
cuda,sebotnet33ts_256,64,0.8000,5.4942,0.7147
cuda,selecsls42b,128,0.9934,3.0361,0.8974
cuda,spnasnet_100,128,0.7983,5.2878,0.8982
cuda,swin_base_patch4_window7_224,64,0.9619,12.9083,0.9227
cuda,swsl_resnext101_32x16d,32,0.9807,7.2935,0.8716
cuda,tf_efficientnet_b0,128,0.7511,6.1009,0.7763
cuda,tf_mixnet_l,64,0.8175,12.6783,0.8645
cuda,tinynet_a,128,0.7099,7.2585,0.7950
cuda,tnt_s_patch16_224,64,0.9925,11.1508,0.9721
cuda,twins_pcpvt_base,32,0.8706,14.8326,0.9064
cuda,visformer_small,128,0.9973,3.9058,0.9339
cuda,vit_base_patch16_224,64,0.9959,4.2894,0.9358
cuda,volo_d1_224,64,0.9906,7.9417,0.9517
cuda,xcit_large_24_p8_224,5,0.8336,18.2920,0.8874
