dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.253987,11.501502,3.987990,2.223070,8.439744,3.007992,1.141527,0.147810,1.324755,8.089219,0.802908
cuda,AlbertForQuestionAnswering,4,12.970738,11.285697,3.866713,2.177508,8.313135,3.002465,1.129525,0.144437,0.896390,7.610710,0.414205
cuda,AllenaiLongformerBase,4,54.177856,47.012930,27.799159,7.502830,32.708079,14.397716,4.607750,0.425487,22.496569,0.660954,35.268122
cuda,BartForCausalLM,4,15.506606,13.875805,6.146878,1.968418,9.571548,3.176501,1.717442,0.287440,2.179576,2.334818,7.668519
cuda,BartForConditionalGeneration,2,38.393691,33.934932,14.028168,5.580145,20.037988,8.785239,3.658189,1.109250,1.112180,1.280533,12.955469
cuda,BertForMaskedLM,16,15.008875,12.950267,5.078885,2.061793,7.900633,3.571640,1.508548,0.301448,1.810491,6.795481,1.441348
cuda,BertForQuestionAnswering,16,14.876715,12.818789,5.003201,2.010107,7.710158,3.527509,1.484058,0.292513,1.288920,6.108163,1.007833
cuda,BlenderbotSmallForCausalLM,64,10.540908,9.382689,3.771337,1.343956,6.182338,2.070427,1.027782,0.170525,2.865876,6.695718,2.467700
cuda,BlenderbotSmallForConditionalGeneration,64,25.367722,22.255000,9.010827,3.624117,13.300328,5.867224,2.498050,0.605876,2.041725,1.856897,10.124209
cuda,CamemBert,16,15.105683,13.027145,5.082668,2.042852,7.801777,3.533550,1.489511,0.296554,0.722723,5.587223,0.333992
cuda,DebertaForMaskedLM,4,29.047186,23.196081,13.722979,3.116865,17.119535,4.752242,2.304715,0.360235,17.987048,0.943327,24.758876
cuda,DebertaForQuestionAnswering,8,29.133680,23.310543,13.872999,3.097550,17.210999,4.718310,2.278260,0.357435,19.051159,1.723595,25.746266
cuda,DebertaV2ForMaskedLM,1,43.244515,32.677342,16.203747,3.704042,20.240225,5.631594,2.977170,0.618240,45.471585,1.509952,53.650556
cuda,DebertaV2ForQuestionAnswering,2,42.957997,32.416102,15.981212,4.391616,20.594050,6.705876,3.488014,0.627249,45.529508,0.577223,54.968144
cuda,DistilBertForMaskedLM,128,8.186949,7.346565,3.221317,1.252164,4.845975,1.624589,0.795091,0.123029,1.390984,4.320481,1.145191
cuda,DistilBertForQuestionAnswering,256,8.244204,7.396162,3.284666,1.228104,5.023126,1.645890,0.800865,0.123353,0.803890,3.824229,0.550023
cuda,DistillGPT2,16,8.735976,7.767151,4.053907,1.184166,6.030875,1.825528,0.789706,0.113079,2.149195,2.319406,5.359431
cuda,ElectraForCausalLM,32,16.899444,14.792952,6.879150,2.040221,10.491848,3.389919,1.876373,0.295964,3.168610,2.586140,8.927654
cuda,ElectraForQuestionAnswering,64,14.983507,12.911340,5.069768,2.021152,7.768000,3.539451,1.498348,0.294309,1.746009,6.567124,1.330880
cuda,GPT2ForSequenceClassification,4,14.160147,12.156495,5.317481,2.470551,7.874482,3.214388,1.405159,0.257915,1.567584,6.688505,1.254263
cuda,LayoutLMForMaskedLM,16,15.476604,13.162254,5.156890,2.089052,8.015737,3.653931,1.520970,0.304280,1.799421,6.850331,1.426686
cuda,LayoutLMForSequenceClassification,16,15.402764,13.106753,5.157784,2.052759,9.232193,4.280485,1.727105,0.297593,6.462165,12.691088,6.047886
cuda,M2M100ForConditionalGeneration,16,38.454833,33.750842,13.513899,5.283616,22.095172,8.836298,3.945101,0.901183,4.900775,12.269297,19.028031
cuda,MBartForCausalLM,4,16.075028,14.278920,6.606164,2.107844,10.319282,3.623155,1.532532,0.304823,2.092010,2.152778,8.013048
cuda,MBartForConditionalGeneration,2,37.963558,33.463663,13.309603,6.016261,20.287131,9.546588,3.876124,1.222095,1.008679,0.617649,14.266957
cuda,MT5ForConditionalGeneration,16,26.344481,22.533936,9.203164,3.622472,15.738505,6.572864,2.220286,0.478868,4.320372,20.338114,14.671044
cuda,MegatronBertForCausalLM,4,29.005099,25.048473,9.599594,4.741869,14.521356,7.355081,3.012058,0.851770,1.114982,10.981111,0.407992
cuda,MegatronBertForQuestionAnswering,8,28.743835,24.800829,9.408209,4.604682,14.332426,7.190686,2.938988,0.853690,1.249045,10.980833,0.488562
