dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,16.968235,15.160807,6.845751,2.655474,10.224633,3.990201,1.618188,0.326383,9.010892,6.153303
cuda,Background_Matting,4,16.430435,15.319060,7.591039,3.092721,10.907485,5.894189,2.454144,0.282249,6.511811
cuda,LearningToPaint,96,7.076998,6.614055,3.496944,1.141440,4.156845,1.389990,0.643453,0.095947,2.103629
cuda,Super_SloMo,6,16.761590,15.481634,8.397415,3.004708,11.232826,6.012951,2.224189,0.144510,5.930092
cuda,alexnet,128,2.114671,2.013263,1.592789,0.230147,2.943964,0.919467,0.279501,0.016272,1.587823
cuda,attention_is_all_you_need_pytorch,256,18.080035,16.529671,7.876912,2.539367,10.429295,4.372635,1.741842,0.361767,9.597121,5.216026
cuda,dcgan,32,2.100840,1.997522,1.449783,0.218015,2.035122,0.216828,0.089666,0.013910,0.811590
cuda,demucs,4,0.298319
cuda,densenet121,4,41.744998,39.187452,18.999981,7.532691,24.432650,14.459601,4.525703,0.752922,13.835129
cuda,drq,1,2.596109,2.391638,1.841943,0.152892,2.959899,0.171674,0.087571,0.016085,1.279527
cuda,fastNLP_Bert,6,17.956316,16.034303,8.177716,2.612706,11.064411,3.354693,1.937675,0.300759,4.337684,5.605496
cuda,functorch_dp_cifar10,64,6.211781,5.933547,3.305996,1.571214,5.745604,2.204289,0.706233,0.073891,4.058405,0.685792
cuda,hf_Albert,8,13.324698,11.654337,4.054005,1.997075,7.364607,3.110391,1.152250,0.149342,5.399192,3.069045
cuda,hf_Bart,4,21.713378,19.445752,8.585775,3.428819,12.647290,4.459101,2.004167,0.413502,4.139673,7.621767
cuda,hf_Bert,4,14.638701,12.738351,4.956887,2.276342,7.463904,3.189072,1.467364,0.294048,4.877837,0.407076
cuda,hf_Bert_large,4,28.440793,24.681792,9.428199,4.920030,13.053016,6.355901,2.859454,0.796663,8.729957,0.429365
cuda,hf_DistilBert,8,8.058305,7.223195,3.199805,1.248846,5.338185,1.857059,0.807273,0.122777,3.438607,1.853551
cuda,hf_GPT2,4,14.169062,12.271740,5.103678,2.204988,7.895743,3.390235,1.400021,0.256381,5.087965,1.975677
cuda,hf_GPT2_large,4,41.989314,36.062433,14.973960,7.104387,21.893056,11.044227,4.094798,1.265695,14.293406,1.542108
cuda,hf_Longformer,2,55.472530,48.553794,28.387386,7.389462,34.192278,15.864172,4.545472,0.418989,0.725652,13.508395
cuda,hf_Reformer,4,11.855370,9.876319,8.042276,0.775295,8.978296,1.281155,0.804972,0.056677,3.139718,1.748257
cuda,hf_T5,8,18.405757,15.899080,7.067964,2.320283,10.962287,4.428292,1.565622,0.298868,5.821503,6.337660
cuda,hf_T5_large,2,71.485461,59.535666,23.410909,10.241654,38.121276,21.223685,6.038099,2.322085,23.367129,25.455789
cuda,lennard_jones,1000,1.340801,1.255845,0.923807,0.075164,1.476028,0.074873,0.046916,0.006896,0.631862
cuda,mnasnet1_0,32,16.386202,15.400943,7.868300,2.826907,9.400201,4.146526,1.743428,0.265917,4.742323,2.650005
cuda,mobilenet_v2,96,18.223215,17.197698,8.838586,2.912973,10.230258,4.962279,1.881792,0.308497,4.415757
cuda,mobilenet_v3_large,32,17.939325,16.836569,8.418269,3.142804,10.941358,4.969257,1.881953,0.293893,5.778955,30.302745
cuda,nvidia_deeprecommender,256,1.720238,1.597844,1.134237,0.122946,2.227444,0.119741,0.065768,0.010132,1.223669,0.420572
cuda,phlippe_densenet,128,17.475460,16.389911,8.453033,3.057454,10.764708,5.099545,2.130322,0.299950,5.475733
cuda,phlippe_resnet,128,6.546329,6.113871,3.276385,1.366703,3.736875,1.184174,0.621906,0.092400,1.866115
cuda,pytorch_CycleGAN_and_pix2pix,1,6.427394,5.994351,2.804925,1.204961,4.919993,2.048634,0.728609,0.078463,3.364443
cuda,pytorch_stargan,16,6.835271,6.408822,3.336203,0.994358,4.401895,1.199814,0.425460,0.065169,39.715368,2.394215
cuda,pytorch_struct,200,2.340336,2.137200,1.290534,0.186075,2.680557,0.245869,0.142570,0.023260,1.588408,14.500948
cuda,pytorch_unet,1,8.209274,7.680105,4.108020,1.336504,6.030268,2.683539,0.924883,0.099432,3.307634
cuda,resnet152,32,44.283969,41.198150,17.318850,9.407099,18.216425,10.327612,3.813599,1.159316,10.927912,2.185162
cuda,resnet18,16,7.555193,7.121188,4.213477,1.289600,5.222921,1.849820,0.923865,0.090010,2.339045,2.643466
cuda,resnet50,32,16.045949,14.985639,7.097150,2.705878,8.603589,3.854608,1.782296,0.265744,4.316814,2.835058
