,Compiler,torchbench,huggingface,timm_models
eager,eager,1.86,3.29,2.31
aot_eager,aot_eager,7.59,12.71,10.46
inductor,inductor,26.97,39.29,43.67
inductor_no_cudagraphs,inductor_no_cudagraphs,26.88,33.89,41.97
