dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,1.457622
cuda,LearningToPaint,96,0.749158
cuda,Super_SloMo,6,1.819453
cuda,alexnet,128,0.464833
cuda,attention_is_all_you_need_pytorch,256,3.291279
cuda,dcgan,32,0.435898
cuda,demucs,4,0.855343
cuda,densenet121,4,5.249084
cuda,dlrm,2048,0.705907
cuda,drq,1,0.509720
cuda,fastNLP_Bert,6,4.906662
cuda,hf_Albert,8,2.317298
cuda,hf_Bart,4,4.303158
cuda,hf_Bert,4,5.733230
cuda,hf_BigBird,2,42.563467
cuda,hf_DistilBert,8,1.324849
cuda,hf_GPT2,4,5.120017
cuda,hf_Longformer,2,12.408231
cuda,mnasnet1_0,32,1.223433
cuda,mobilenet_v2,96,1.351068
cuda,mobilenet_v2_quantized_qat,96,9.035265
cuda,mobilenet_v3_large,32,1.577613
cuda,moco,32,3.091440
cuda,nvidia_deeprecommender,256,0.424809
cuda,pytorch_CycleGAN_and_pix2pix,1,0.853125
cuda,pytorch_stargan,16,0.711981
cuda,pytorch_struct,200,0.502910
cuda,pytorch_unet,1,0.891569
cuda,resnet18,16,0.731823
cuda,resnet50,32,1.401859
cuda,resnet50_quantized_qat,32,8.029312
cuda,resnext50_32x4d,8,1.387386
cuda,shufflenet_v2_x1_0,128,1.624984
cuda,soft_actor_critic,256,0.382899
cuda,speech_transformer,32,3.730777
cuda,squeezenet1_1,32,0.709473
cuda,tacotron2,64,17.119489
cuda,timm_efficientnet,32,3.824174
cuda,timm_nfnet,128,10.479402
cuda,timm_regnet,32,7.445426
cuda,timm_resnest,32,1.025928
cuda,timm_vision_transformer,8,1.803206
cuda,timm_vovnet,32,2.705781
cuda,tts_angular,64,0.551311
cuda,vgg16,64,0.645356
cuda,yolov3,16,13.534268
