dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.2536
cuda,beit_base_patch16_224,64,1.0339
cuda,botnet26t_256,128,1.3595
cuda,cait_m36_384,2,1.0021
cuda,coat_lite_mini,128,1.0592
cuda,convit_base,32,1.1542
cuda,convmixer_768_32,32,1.0511
cuda,convnext_base,32,0.9970
cuda,crossvit_9_240,64,1.0652
cuda,cspdarknet53,64,1.2310
cuda,deit_base_distilled_patch16_224,64,1.0644
cuda,densenet121,64,1.2058
cuda,dla102,64,1.3628
cuda,dm_nfnet_f0,128,1.1342
cuda,dpn107,32,1.1765
cuda,eca_botnext26ts_256,128,1.4125
cuda,eca_halonext26ts,128,1.3896
cuda,ecaresnet101d,64,1.3298
cuda,ese_vovnet19b_dw,128,1.3165
cuda,fbnetc_100,128,1.3508
cuda,fbnetv3_b,128,1.0309
cuda,gernet_l,128,1.1721
cuda,ghostnet_100,128,1.2650
cuda,gluon_inception_v3,128,1.2536
cuda,gluon_senet154,32,1.2197
cuda,gluon_xception65,32,1.1284
cuda,gmixer_24_224,64,1.0706
cuda,gmlp_s16_224,64,1.0278
cuda,hardcorenas_a,128,1.2095
cuda,hrnet_w18,2,1.0723
cuda,inception_v3,128,1.2530
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,1.0548
cuda,legacy_senet154,32,1.2280
cuda,levit_128,0,0.0000
cuda,mixer_b16_224,64,0.9940
cuda,mixnet_l,64,1.0892
cuda,mnasnet_100,128,1.3622
cuda,mobilenetv2_100,128,1.0542
cuda,mobilenetv3_large_100,128,1.2439
cuda,mobilevit_s,64,1.3244
cuda,nasnetalarge,16,1.1222
cuda,nfnet_l0,128,1.2182
cuda,pit_b_224,64,1.1009
cuda,pnasnet5large,16,1.1142
cuda,poolformer_m36,64,1.0580
cuda,regnety_002,128,1.4121
cuda,repvgg_a2,128,1.2475
cuda,res2net101_26w_4s,64,1.1705
cuda,res2net50_14w_8s,2,1.0731
cuda,res2next50,2,1.0791
cuda,resmlp_12_224,128,1.2160
cuda,resnest101e,32,1.1555
cuda,resnet18,128,1.3079
cuda,rexnet_100,128,1.2289
cuda,sebotnet33ts_256,64,1.3389
cuda,selecsls42b,128,1.3737
cuda,spnasnet_100,128,1.3523
cuda,swin_base_patch4_window7_224,64,1.0470
cuda,swsl_resnext101_32x16d,64,1.1787
cuda,tf_efficientnet_b0,128,1.3195
cuda,tf_mixnet_l,64,1.0849
cuda,tinynet_a,128,1.3433
cuda,tnt_s_patch16_224,64,1.2963
cuda,twins_pcpvt_base,32,1.1064
cuda,visformer_small,128,1.0757
cuda,vit_base_patch16_224,64,1.0152
cuda,volo_d1_224,64,1.1191
cuda,xcit_large_24_p8_224,5,1.0904
