,Compiler,torchbench,huggingface,timm_models
eager,eager,"82%, 42/51","94%, 45/48","87%, 60/69"
ts_nvfuser,ts_nvfuser,"75%, 38/51","81%, 39/48","87%, 60/69"
aot_eager,aot_eager,"78%, 40/51","94%, 45/48","86%, 59/69"
aot_cudagraphs,aot_cudagraphs,"76%, 39/51","83%, 40/48","81%, 56/69"
aot_nvfuser,aot_nvfuser,"76%, 39/51","94%, 45/48","75%, 52/69"
inductor_cudagraphs,inductor_cudagraphs,"67%, 34/51","73%, 35/48","62%, 43/69"
