,Compiler,torchbench,huggingface,timm_models
eager,eager,0.96x,0.99x,0.99x
aot_eager,aot_eager,0.85x,0.89x,0.87x
aot_cudagraphs,aot_cudagraphs,0.42x,0.38x,0.32x
aot_nvfuser,aot_nvfuser,0.83x,0.0x,0.85x
inductor,inductor,0.83x,0.91x,0.95x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.93x,1.08x,1.01x
