dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,30.643120,28.885390,16.274444,5.827952,20.533925,10.955341,4.616657,0.881251,10.277601
cuda,beit_base_patch16_224,64,13.131846,11.793674,6.003819,1.769776,9.640191,3.592425,1.508525,0.244074,1.801948,5.494181
cuda,botnet26t_256,128,18.207164,16.775955,11.696600,3.237443,15.733459,7.190053,2.457219,0.171762,10.557065,7.357025
cuda,cait_m36_384,4,40.146628,36.082618,13.558210,7.407431,25.104132,13.096648,5.557660,1.849040,7.911504,19.265828
cuda,coat_lite_mini,128,14.430169,13.269627,7.516577,2.718604,15.457910,6.765551,2.325288,0.226603,45.710724,10.749982
cuda,convit_base,64,14.457545,13.174218,6.266400,2.676054,12.427593,4.908229,2.147369,0.281213,6.024619,8.938779
cuda,convmixer_768_32,32,18.122482,16.817212,7.421493,4.309552,9.329622,3.676517,1.630141,0.349731,6.359031,2.802128
cuda,convnext_base,64,17.392705,15.808639,7.869891,3.567445,17.155985,7.851827,2.931237,0.530830,32.898160,12.988910
cuda,crossvit_9_240,128,18.133290,16.341467,7.253136,2.770325,14.939126,6.537544,2.977349,0.398339,9.039711,10.798342
cuda,cspdarknet53,64,21.536819,18.924792,9.675570,4.053758,11.610893,5.520086,2.232382,0.434329,6.133118
cuda,deit_base_distilled_patch16_224,64,11.450563,10.474414,5.217212,1.623404,11.774634,3.587907,1.441364,0.219179,2.613819,8.257875
cuda,dla102,128,30.100559,28.084599,13.967237,5.655030,16.888784,9.272963,3.277479,0.723972,9.112240
cuda,dm_nfnet_f0,128,17.551628,15.341695,6.127656,3.972050,12.669317,5.167559,2.260324,0.280594,10.658090,0.671484
cuda,dpn107,32,35.213799,30.898254,13.903807,5.968126,18.804648,9.447590,3.667302,0.621943,11.125881,2.398078
cuda,eca_botnext26ts_256,128,18.974046,17.532184,11.998450,3.954672,15.992247,7.131954,2.630810,0.190138,14.252854,8.038216
cuda,ese_vovnet19b_dw,128,11.074610,10.078017,6.382943,1.841034,8.609974,3.829883,1.427193,0.148122,4.124177
cuda,fbnetc_100,128,21.441801,19.097169,10.313516,3.704118,12.528676,5.305649,2.755867,0.416861,6.277349
cuda,fbnetv3_b,128,33.561541,29.889981,14.627565,6.790543,18.178543,9.508243,3.599667,0.892951,10.572221
cuda,gernet_l,128,17.014049,14.916850,7.469479,3.085824,8.935620,3.924140,1.637923,0.299464,4.665387
cuda,ghostnet_100,128,29.631906,26.374961,14.308353,5.636867,18.866623,9.282683,3.854340,0.673384,10.377541
cuda,gluon_inception_v3,128,30.605430,28.854782,16.245878,5.806060,20.549224,10.962345,4.603779,0.890516,10.300679
cuda,gluon_xception65,32,32.865492,30.576557,13.591230,6.807546,15.493914,8.101268,2.955808,0.792269,8.967875,2.196640
cuda,gmixer_24_224,128,17.907531,16.299654,7.583464,2.854920,13.090653,5.699236,2.270782,0.379118,7.538481,8.495873
cuda,gmlp_s16_224,128,17.925660,16.501488,7.769719,3.233731,14.256954,6.332352,2.494770,0.409504,9.547810,9.857294
cuda,hrnet_w18,128,114.738924,107.933871,61.110942,28.393766,65.858463,40.332329,12.248928,8.218356,33.819166
cuda,inception_v3,128,30.695288,28.934254,16.316508,5.845120,20.514544,10.967100,4.606263,0.879755,10.235036
cuda,jx_nest_base,32,24.460520,22.435277,11.722936,4.283225,21.902253,10.978009,3.934114,0.637605,25.545130,15.008737
cuda,lcnet_050,128,12.142371,11.129061,6.508235,2.263335,7.965238,3.269731,1.379098,0.173043,3.786399
cuda,mixer_b16_224,128,10.388516,9.657914,5.271996,1.753872,7.823411,1.997101,0.950226,0.145410,6.252785,4.372020
cuda,mixnet_l,128,26.683343,23.249871,12.042934,4.165057,16.249941,7.733340,3.325398,0.607392,8.548910
cuda,mnasnet_100,128,17.486648,15.722117,9.004061,2.878537,10.949632,4.261844,2.575256,0.287930,4.929400
cuda,mobilenetv2_100,128,17.997700,16.207729,9.003340,3.047755,10.562507,4.961078,1.862376,0.305144,4.715833
cuda,mobilenetv3_large_100,128,18.478333,16.737882,9.388640,3.291723,11.860477,5.449282,2.165304,0.332158,5.872356
cuda,mobilevit_s,64,29.015848,27.025154,18.569832,5.636578,30.696025,15.924001,7.812969,0.407170,22.915879,17.895419
cuda,nfnet_l0,128,16.087944,14.189986,6.127404,3.209563,10.943421,5.095825,1.782147,0.287146,8.153880,0.706034
cuda,pit_b_224,64,12.486651,11.382663,5.624240,2.207335,9.794259,3.568327,1.579215,0.243666,3.323990,6.462619
cuda,pnasnet5large,16,65.746987,60.642605,29.940111,11.696139,38.447866,22.372196,8.846384,2.250886,21.130995,2.527786
cuda,poolformer_m36,64,28.376425,26.502182,14.419091,7.392313,24.413263,14.992524,4.664378,0.724628,17.597094
cuda,regnety_002,128,16.523360,14.799532,7.893629,2.928534,10.142198,4.589671,1.826012,0.308372,5.280206
cuda,repvgg_a2,128,16.918704,14.832720,7.575661,3.181484,8.873837,4.315591,1.436876,0.273812,4.586386
cuda,res2net101_26w_4s,64,52.990957,49.374884,24.841189,9.572716,29.951466,17.711482,6.214540,2.248008,15.033915
cuda,res2net50_14w_8s,128,47.615877,44.456393,22.355723,9.358076,28.427101,15.409610,6.920984,1.892138,15.740333
cuda,res2next50,128,26.897873,25.152834,12.779083,5.579255,16.372008,7.948767,4.102145,0.673035,9.360112
cuda,resmlp_12_224,128,7.324606,6.667850,3.482196,1.149596,9.758046,1.918903,0.994542,0.133699,6.124695,7.475859
cuda,resnest101e,64,43.851067,40.036398,17.596294,8.946507,24.529401,13.247071,5.066842,1.290694,13.909729,16.217410
cuda,rexnet_100,128,24.084035,21.948907,12.231156,4.157390,16.425310,7.467901,2.821411,0.368299,8.511838
cuda,sebotnet33ts_256,64,22.933049,21.125461,13.969163,4.708949,19.275341,9.157968,3.667907,0.266604,15.390198,10.125302
cuda,selecsls42b,128,13.874474,13.105417,7.658602,2.627863,11.059803,4.882581,2.575123,0.244103,6.112910
cuda,spnasnet_100,128,20.397678,18.211583,10.117644,4.173813,11.568360,5.264129,2.236880,0.383365,5.751424
cuda,swin_base_patch4_window7_224,64,32.541702,29.300620,15.889086,6.313869,28.126163,14.202403,5.348306,0.658587,24.629025,18.766279
cuda,swsl_resnext101_32x16d,32,27.053112,25.088467,11.373152,5.224738,13.522021,6.890681,2.750648,0.515796,7.833805,2.452962
cuda,tf_efficientnet_b0,128,19.964114,17.919659,9.499185,3.732210,13.038972,6.075846,2.451524,0.362738,7.402066
cuda,tf_mixnet_l,128,27.988535,24.051286,12.584614,5.265924,16.337010,7.356296,3.606558,0.626271,9.204441
cuda,tinynet_a,128,22.845401,20.558063,10.810643,4.531522,13.896538,6.637454,2.711716,0.456001,7.772575
cuda,tnt_s_patch16_224,128,23.587568,21.494499,9.045881,4.043198,16.166535,7.786495,3.004210,0.658848,2.862200,11.340499
