dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.032199,11.356703,4.058990,2.057297,8.786610,3.249722,1.137963,0.146660,1.318790,8.197070,0.792369
cuda,AlbertForQuestionAnswering,4,12.169497,10.581824,4.016058,2.006194,8.647188,3.169586,1.130434,0.142758,0.958331,7.684576,0.408981
cuda,AllenaiLongformerBase,4,133.176215,125.975027,109.666456,7.480599,115.450963,93.013497,4.599490,0.416011,17.853064,0.668108,31.477616
cuda,BartForCausalLM,4,14.446631,12.908717,6.147191,2.146110,9.238267,3.094410,1.378740,0.272053,2.245293,2.417179,7.579412
cuda,BartForConditionalGeneration,2,36.533617,32.337584,14.700627,5.760544,20.372289,8.910614,3.518466,1.074897,1.243118,1.260936,12.947257
cuda,BertForMaskedLM,16,14.435285,12.411763,5.274031,2.110832,8.038442,3.584958,1.496252,0.300406,1.790724,6.767606,1.431392
cuda,BertForQuestionAnswering,16,14.421610,12.384400,5.271863,2.083462,7.906503,3.546057,1.484508,0.292416,1.394686,6.213214,1.015372
cuda,BlenderbotSmallForCausalLM,64,9.411340,8.381446,3.815621,1.488978,6.090205,2.048999,1.001030,0.169987,2.812968,6.642057,2.495170
cuda,BlenderbotSmallForConditionalGeneration,64,23.917419,21.059618,9.230933,3.684983,13.577278,6.075789,2.473871,0.597765,2.129019,1.910424,10.339096
cuda,CamemBert,16,14.194143,12.228642,5.210513,2.039539,7.928887,3.487537,1.471114,0.297114,0.707936,5.565372,0.339852
cuda,DebertaForMaskedLM,4,29.933447,24.035939,15.611497,3.195795,19.572539,4.743620,2.306443,0.351972,16.084066,0.947559,23.497687
cuda,DebertaForQuestionAnswering,8,28.942960,23.219527,15.069395,3.124131,18.953815,4.683413,2.285048,0.348912,16.320825,1.784617,23.583443
cuda,DebertaV2ForMaskedLM,1,41.925301,32.087618,17.879247,3.802500,23.144256,5.746783,3.109693,0.607068,34.977226,1.572386,44.457741
cuda,DebertaV2ForQuestionAnswering,2,42.906647,32.766867,18.155845,4.509113,23.652869,6.768720,3.520564,0.613334,36.134836,0.578427,46.567225
