dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,6.820249,5.099593
cuda,AlbertForQuestionAnswering,4,6.743218,5.035826
cuda,AllenaiLongformerBase,4,20.354141,13.376346
cuda,BartForCausalLM,4,6.391697,4.788880
cuda,BartForConditionalGeneration,2,17.139564,13.169243
cuda,BertForMaskedLM,16,7.156546,5.220312
cuda,BertForQuestionAnswering,16,7.091007,5.166687
cuda,BlenderbotSmallForCausalLM,64,4.462224,3.307825
cuda,BlenderbotSmallForConditionalGeneration,64,11.447070,8.696429
cuda,CamemBert,16,7.490406,5.467645
cuda,DebertaForMaskedLM,4,10.793123,5.253397
cuda,DebertaForQuestionAnswering,8,10.784843,5.245757
cuda,DebertaV2ForMaskedLM,1,18.672152,9.006177
cuda,DebertaV2ForQuestionAnswering,2,19.132113,9.101819
cuda,DistilBertForMaskedLM,128,3.570324,2.660385
cuda,DistilBertForQuestionAnswering,256,3.598046,2.677208
cuda,DistillGPT2,16,3.432153,2.395645
cuda,ElectraForCausalLM,32,7.273310,5.260278
cuda,ElectraForQuestionAnswering,64,7.186292,5.222899
cuda,GPT2ForSequenceClassification,4,6.647425,4.746651
cuda,LayoutLMForMaskedLM,16,7.562502,5.326660
cuda,LayoutLMForSequenceClassification,16,7.533047,5.316254
cuda,M2M100ForConditionalGeneration,16,16.766137,12.465102
cuda,MBartForCausalLM,4,6.665032,5.022559
cuda,MBartForConditionalGeneration,2,17.469065,13.393147
cuda,MT5ForConditionalGeneration,16,13.200158,9.354074
cuda,MegatronBertForCausalLM,4,14.273130,10.283911
cuda,MegatronBertForQuestionAnswering,8,14.094238,10.160062
cuda,MobileBertForMaskedLM,64,30.537762,21.807516
cuda,MobileBertForQuestionAnswering,128,30.687950,21.881006
cuda,OPTForCausalLM,2,6.880757,5.146796
cuda,PLBartForCausalLM,8,3.756412,2.795328
cuda,PLBartForConditionalGeneration,4,8.889439,6.743356
cuda,PegasusForCausalLM,32,6.560998,4.863405
cuda,PegasusForConditionalGeneration,32,18.125638,13.865543
cuda,RobertaForCausalLM,16,7.303949,5.345036
cuda,RobertaForQuestionAnswering,16,7.253340,5.295862
cuda,Speech2Text2ForCausalLM,256,3.787678,2.745131
cuda,T5ForConditionalGeneration,4,9.299651,6.481987
cuda,T5Small,4,9.196106,6.340883
cuda,TrOCRForCausalLM,32,6.577215,4.952209
cuda,XGLMForCausalLM,8,13.784522,10.476677
cuda,XLNetLMHeadModel,8,20.641296,15.820261
cuda,YituTechConvBert,16,10.672947,7.890954
