dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.077732,11.404182,5.813383,2.301023,8.304812,2.768605,1.261649,0.277629,8.134922,4.887124
cuda,Background_Matting,4,1.502095,10.420083,5.183362,2.047896,8.613616,4.335909,1.951140,0.194112,5.555740
cuda,LearningToPaint,96,0.602350,4.665551,2.592963,0.775202,3.339895,0.977237,0.476611,0.066187,1.553956
cuda,Super_SloMo,6,1.791458,12.330033,7.472917,2.474402,10.318393,5.324633,2.170617,0.120277,5.391259
cuda,alexnet,128,0.097171,1.761205,1.513686,0.185052,2.868254,0.814088,0.244482,0.012193,1.544574
cuda,attention_is_all_you_need_pytorch,256,1.840526,27.938609,21.804430,2.394525,24.930740,3.287895,1.479312,0.325561,7.903802,5.630204
cuda,dcgan,32,0.119903,1.637075,1.266238,0.152219,1.835467,0.144777,0.066738,0.010475,0.727684
cuda,demucs,4,0.222902
cuda,densenet121,4,3.554029,28.046815,13.905241,5.291825,20.693257,11.690895,4.401845,0.579090,12.288918
cuda,dlrm,1024,0.205281,1.399725,1.045271,0.145036,1.959810,0.325382,0.098189,0.013196,1.066210
cuda,drq,1,0.209804,2.052953,1.720047,0.113321,2.729127,0.114576,0.057616,0.012730,1.129423
cuda,fastNLP_Bert,6,2.306154,13.375673,8.093827,1.768742,11.432782,3.109178,1.291171,0.247530,4.236502,5.196999
cuda,functorch_dp_cifar10,64,0.319381,4.963897,2.844475,1.063028,5.498198,2.040915,0.619754,0.058388,3.755615,2.869111
cuda,hf_Albert,8,1.701564,7.723864,3.117822,2.173718,6.168080,2.307607,1.007535,0.148117,5.303159,3.142562
cuda,hf_Bart,4,2.444017,15.665287,8.870302,2.254055,12.548622,3.985347,1.593836,0.344050,3.485192,6.249687
cuda,hf_Bert,4,2.104091,10.631526,5.581773,1.813982,9.351480,2.948298,1.201619,0.262538,5.668450,0.367275
cuda,hf_DistilBert,8,0.918512,5.418905,2.835538,1.000082,5.243495,1.341126,0.883190,0.118102,3.453695,1.838551
cuda,hf_GPT2,4,2.146336,9.131427,4.343865,1.876260,6.908201,2.832653,1.184334,0.212325,4.518425,1.837639
cuda,hf_GPT2_large,4,7.565755,25.984245,11.467896,6.271594,19.679313,9.049214,3.442185,1.045699,15.287312,1.190564
