dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.021805,13.942912,5.330206,23.240994,10.800007,4.545986,0.632032,55.740721,14.799522
cuda,beit_base_patch16_224,64,1.969792,6.186942,2.128604,9.613052,3.754317,1.546839,0.240258,1.784100,5.645663
cuda,botnet26t_256,128,1.815835,11.324341,2.766085,16.844594,7.655669,2.650272,0.175123,30.224068,8.356517
cuda,cait_m36_384,4,6.286608,13.663565,7.512446,25.329015,13.393930,5.573653,1.766130,7.000597,20.284903
cuda,coat_lite_mini,128,1.791712,7.567101,2.500357,15.338681,7.236618,2.352477,0.210143,48.500272,10.366858
cuda,convit_base,64,1.922920,6.397454,2.807264,12.464069,5.355179,2.224734,0.277714,6.017646,8.983006
cuda,convmixer_768_32,32,2.299307,6.857340,2.916240,10.899079,4.304513,1.958042,0.345355,6.963640,7.310825
cuda,convnext_base,64,2.776212,8.978834,4.861754,17.930169,8.992311,3.225423,0.519794,39.455086,13.985290
cuda,crossvit_9_240,128,2.960304,8.748339,3.670423,14.870840,7.338883,2.692328,0.398562,9.266613,9.938733
cuda,cspdarknet53,64,3.541218,9.681714,3.705811,14.995886,5.720566,2.944152,0.408190,53.962921,9.151407
cuda,deit_base_distilled_patch16_224,64,1.562442,5.297095,2.023086,11.721319,3.907470,1.512031,0.219093,2.602812,8.534371
cuda,dla102,128,3.578575,13.586133,5.901731,20.787486,8.999199,3.765631,0.710227,46.681876,13.287161
cuda,dm_nfnet_f0,128,3.024587,9.744693,6.371563,14.956854,6.799868,2.412054,0.302570,29.263888,11.773601
cuda,dpn107,32,5.811417,14.049455,5.417540,24.519760,11.289133,4.503650,0.642580,76.498999,16.717391
cuda,eca_botnext26ts_256,128,1.944919,11.951729,3.320765,18.417748,7.852174,3.231523,0.190115,30.203015,9.878632
cuda,eca_halonext26ts,128,2.119851,16.156088,3.303069,26.928721,14.190365,5.329630,0.202415,38.759867,14.163114
cuda,ese_vovnet19b_dw,128,1.338142,7.285980,1.720688,11.829693,4.535209,1.621606,0.145010,35.016845,6.317232
