,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.00x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.23x,1.01x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.01x,1.11x,1.09x
inductor,inductor,1.65x,1.64x,1.18x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.28x,1.57x,1.15x
