dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,1.217836,47.567858,37.419599,2.549856,72.501841,7.735084,3.349506,0.264301,1.231407,39.026679
cuda,beit_base_patch16_224,64,1.120232,20.165189,15.333560,1.363261,36.925038,3.336684,1.275658,0.149424,6.930763,30.195451
cuda,botnet26t_256,128,1.119439,48.763321,44.887352,1.753932,85.863396,5.575757,2.030457,0.105211,41.402973,84.201759
cuda,cait_m36_384,2,3.521755,44.146181,24.969919,4.316949,53.337820,10.039944,3.923909,0.540965,0.632098,33.638305
cuda,coat_lite_mini,128,1.085685,74.123478,69.140879,2.674613,166.615081,5.744661,2.266143,0.151018,0.202999,100.444185
cuda,convit_base,32,1.101568,27.430222,21.698496,1.608017,52.341750,3.729807,1.857538,0.173700,0.275399,32.634514
cuda,convmixer_768_32,32,0.936582,10.795283,4.264915,1.390461,8.056327,1.941370,0.975473,0.139837,2.282495,7.582249
cuda,convnext_base,32,1.551583,39.899057,32.389776,2.408901,108.666543,7.419883,2.701226,0.255037,107.512086,186.336742
cuda,crossvit_9_240,64,1.461365,34.301449,26.514803,2.009239,68.046169,5.470111,1.803456,0.208182,0.292551,43.975028
cuda,cspdarknet53,64,2.136039,33.083394,25.921294,1.620593,55.232890,3.424194,1.562923,0.184268,0.275929,31.331666
cuda,deit_base_distilled_patch16_224,64,0.832181,16.350765,12.005536,1.140949,37.786206,3.055208,1.441283,0.129241,0.300814,27.309649
cuda,dla102,64,1.420255,42.156416,30.812250,2.400927,64.611621,5.564237,2.316667,0.257504,0.376281,36.752961
cuda,dm_nfnet_f0,128,1.905701,16.998066,6.655449,1.879025,8.317092,5.127939,1.551350,0.200923,0.983931,4.677576
cuda,dpn107,32,3.744871,85.117459,71.013233,2.571901,118.868882,6.724240,2.564179,0.292676,1.381526,52.466012
cuda,eca_botnext26ts_256,64,1.181333,40.776025,36.532581,2.271521,89.772346,5.521143,2.348908,0.111812,144.556788,200.148469
cuda,eca_halonext26ts,64,1.229152,40.530284,36.175578,2.760116,73.447428,8.427172,2.405251,0.120501,165.407322,205.520178
cuda,ese_vovnet19b_dw,128,0.834767,21.752640,18.909506,0.765719,39.610487,2.983008,1.198905,0.088388,0.162069,21.678991
cuda,fbnetc_100,128,1.766056,36.840987,30.367598,1.469797,58.469289,3.627541,1.577566,0.174155,0.779342,30.462148
cuda,fbnetv3_b,128,2.958198,45.070697,34.167274,2.590147,74.131787,6.750047,2.577454,0.289366,1.291146,44.381145
cuda,gernet_l,128,1.715435,19.207260,13.445541,1.374083,27.878436,2.210219,1.090807,0.145405,0.742783,16.645745
cuda,ghostnet_100,128,1.858909,60.062997,50.834427,2.407264,105.249454,6.846562,2.820719,0.250130,0.339778,57.318135
cuda,gluon_inception_v3,128,1.259478,18.736652,8.271494,2.558254,12.774190,7.793962,3.374004,0.265451,1.144303,8.357191
cuda,gluon_xception65,32,1.505073,34.840515,21.336382,2.149022,44.886195,5.497117,1.923078,0.282746,1.274335,27.191909
cuda,gmixer_24_224,64,1.339443,23.184060,16.992828,1.438356,35.258631,3.972620,1.495779,0.191888,0.240824,20.062383
cuda,gmlp_s16_224,64,1.265248,28.242816,20.546602,1.712594,37.993574,6.778085,2.105448,0.192138,0.322680,19.619795
cuda,hrnet_w18,2,5.229333,83.309351,39.024605,5.416010,94.509324,16.164928,4.922930,0.723084,14.526536,75.966808
cuda,inception_v3,128,1.220571,18.314129,8.104479,2.535994,12.575713,7.681961,3.340541,0.262520,1.174137,8.333191
cuda,jx_nest_base,32,2.118420,60.989389,50.572579,2.791756,108.384806,9.538146,3.306425,0.328457,68.057098,128.826321
cuda,lcnet_050,128,0.777451,14.814769,11.848705,1.134657,24.033035,2.293548,1.046154,0.090444,0.650785,14.034958
cuda,mixer_b16_224,64,0.643754,20.711346,16.857659,0.887330,31.261984,2.653092,0.823191,0.099340,13.836125,29.195804
cuda,mixnet_l,64,5.289921,49.892189,40.517823,1.814903,101.261415,5.108304,2.443809,0.280065,0.311823,63.021146
cuda,mnasnet_100,128,1.390827,24.604755,19.533910,1.212156,37.224744,3.152176,1.336335,0.143342,0.655802,19.646038
cuda,mobilenetv2_100,128,1.401705,16.763099,11.729423,1.330872,28.483742,3.374409,1.410837,0.140123,0.776183,18.962793
cuda,mobilenetv3_large_100,128,1.378816,19.269060,13.930448,1.397211,29.942374,3.694788,1.560507,0.154730,0.763148,18.269850
cuda,mobilevit_s,32,1.601634,103.147461,96.824671,3.249565,178.098969,10.616113,4.246835,0.195289,73.579844,158.230077
cuda,nfnet_l0,64,1.581929,29.096006,21.972390,1.450685,48.183080,3.249493,1.036155,0.190279,2.905417,30.691923
cuda,pit_b_224,64,0.928300,31.326552,26.766597,1.566396,63.936879,3.414829,1.232568,0.145492,0.203041,39.218167
cuda,pnasnet5large,16,4.166243,86.444284,57.846498,4.974930,113.335060,15.803389,6.055695,0.578782,2.510341,63.357484
cuda,poolformer_m36,64,1.884618,43.475109,30.290172,3.488468,55.789964,13.262431,3.883071,0.271219,1.602499,30.822091
cuda,regnety_002,128,1.384071,26.405671,20.867960,1.118008,41.805623,2.860569,1.189021,0.148291,0.642242,22.789897
cuda,repvgg_a2,128,1.847866,12.154249,6.914125,1.060692,17.198463,2.207453,0.904024,0.129857,0.689845,12.125309
cuda,res2net101_26w_4s,64,2.597964,55.515156,35.241654,4.084426,76.133856,11.189686,4.207673,0.466679,0.654315,45.923978
cuda,res2net50_14w_8s,2,2.345519,55.451132,37.152926,2.609135,123.998565,8.950250,2.993941,0.385049,0.829756,90.555610
cuda,res2next50,2,1.248850,24.647134,15.337253,1.801355,43.303765,4.203557,2.660236,0.223372,0.312823,30.226823
cuda,resmlp_12_224,128,0.619456,13.961936,11.180889,0.646796,38.687566,2.367497,0.802707,0.101503,13.113175,41.317681
cuda,resnest101e,32,3.043448,54.703782,35.722968,3.459446,82.560721,8.959594,3.425317,0.398057,27.714478,78.291813
cuda,rexnet_100,128,1.672354,84.919492,77.743417,1.837326,147.951319,5.361287,2.120808,0.222445,0.956352,73.136118
cuda,sebotnet33ts_256,64,1.503311,45.477106,39.958173,2.427045,86.892020,7.755147,2.684556,0.146370,61.333959,110.796319
cuda,selecsls42b,128,0.542160,18.658259,14.539260,1.045676,41.519939,3.834674,1.599953,0.119752,0.192064,28.287877
cuda,spnasnet_100,128,1.751539,12.395242,6.179639,1.441388,9.109147,3.633596,1.550496,0.170429,0.756099,5.459495
cuda,swsl_resnext101_32x16d,32,1.372646,20.892497,9.858393,2.035750,16.062702,3.519079,1.473652,0.234676,1.115972,9.524227
cuda,tf_efficientnet_b0,128,1.651135,34.284884,27.971689,1.724479,60.699924,4.287954,2.064514,0.181795,0.858946,35.429542
cuda,tf_mixnet_l,64,5.609388,39.660642,30.201484,1.880782,39.692552,5.453324,2.687922,0.279157,0.323534,11.848568
cuda,tinynet_a,128,1.890747,48.884195,41.274121,1.711643,89.786164,5.087194,1.960057,0.208198,0.973144,51.333143
cuda,tnt_s_patch16_224,64,1.881549,31.630115,20.878777,2.598108,50.541845,6.604338,2.289129,0.290886,0.360340,32.809316
cuda,twins_pcpvt_base,32,2.589999,100.022351,85.961385,4.701130,222.241428,11.570634,4.246051,0.423062,0.460383,141.696907
cuda,visformer_small,128,0.748138,33.420289,27.703402,1.265784,53.779428,2.792645,0.944499,0.120564,31.762614,59.194730
cuda,vit_base_patch16_224,64,0.813425,10.505056,6.404354,1.133668,25.289041,2.892182,1.082243,0.125183,0.187783,20.288219
cuda,volo_d1_224,64,1.431943,42.765563,34.672054,2.357384,67.600512,6.395863,2.327890,0.244432,0.313485,35.740668
cuda,xcit_large_24_p8_224,5,3.292680,74.439742,52.899848,4.619863,113.833116,14.836734,4.922417,0.547740,0.730125,66.661839
