dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,0.9975
cuda,AlbertForQuestionAnswering,2,0.9984
cuda,AllenaiLongformerBase,1,0.5998
cuda,BartForCausalLM,2,0.9420
cuda,BartForConditionalGeneration,1,0.7278
cuda,BertForMaskedLM,64,0.9554
cuda,BertForQuestionAnswering,64,0.9750
cuda,BigBird,1,0.7848
cuda,BlenderbotSmallForCausalLM,64,0.9053
cuda,BlenderbotSmallForConditionalGeneration,32,0.7429
cuda,CamemBert,1,0.7538
cuda,DebertaForMaskedLM,4,0.6717
cuda,DebertaForQuestionAnswering,4,0.6657
cuda,DistilBertForMaskedLM,16,0.7687
cuda,DistilBertForQuestionAnswering,32,0.7805
cuda,DistillGPT2,1,0.7844
cuda,ElectraForCausalLM,1,0.7521
cuda,ElectraForQuestionAnswering,64,0.9789
cuda,GPT2ForSequenceClassification,4,0.9663
cuda,LayoutLMForMaskedLM,16,0.9653
cuda,LayoutLMForSequenceClassification,16,0.9792
cuda,M2M100ForConditionalGeneration,2,0.6907
cuda,MBartForCausalLM,16,0.8751
cuda,MBartForConditionalGeneration,8,0.7244
cuda,MT5ForConditionalGeneration,2,0.6986
cuda,MegatronBertForCausalLM,2,0.7585
cuda,MegatronBertForQuestionAnswering,8,0.7580
cuda,MobileBertForMaskedLM,16,0.7322
cuda,MobileBertForQuestionAnswering,32,0.7291
cuda,OPTForCausalLM,4,0.7474
cuda,PLBartForCausalLM,16,0.9175
cuda,PLBartForConditionalGeneration,8,0.7094
cuda,PegasusForCausalLM,8,0.7178
cuda,PegasusForConditionalGeneration,4,0.7168
cuda,RobertaForCausalLM,4,0.7511
cuda,RobertaForQuestionAnswering,64,0.9766
cuda,Speech2Text2ForCausalLM,64,0.7379
cuda,T5ForConditionalGeneration,4,0.8119
cuda,T5Small,1,0.7063
cuda,TrOCRForCausalLM,8,0.7659
cuda,XGLMForCausalLM,1,0.6875
cuda,XLNetLMHeadModel,4,0.8990
cuda,YituTechConvBert,1,0.7455
