dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,6.260600,4.474864,4.459117
cuda,AlbertForQuestionAnswering,4,6.282704,4.482093,4.466367
cuda,AllenaiLongformerBase,4,30.071964,20.538609,20.501291
cuda,BartForCausalLM,4,9.375482,5.208933,5.191176
cuda,BartForConditionalGeneration,2,24.164257,13.228541,13.210263
cuda,BertForMaskedLM,16,9.845341,5.317155,5.301337
cuda,BertForQuestionAnswering,16,9.901874,5.356827,5.340570
cuda,BlenderbotForCausalLM,4,18.820116,10.210463,10.183978
cuda,BlenderbotSmallForCausalLM,64,6.443460,3.638918,3.622904
cuda,BlenderbotSmallForConditionalGeneration,64,16.425442,9.626217,9.610122
cuda,CamemBert,16,10.156222,5.453781,5.436671
cuda,DebertaForMaskedLM,4,11.183287,5.865161,5.837168
cuda,DebertaForQuestionAnswering,8,11.319714,6.135133,6.106051
cuda,DebertaV2ForMaskedLM,1,22.272080,10.365364,10.322620
cuda,DebertaV2ForQuestionAnswering,2,22.344447,10.453742,10.411093
cuda,DistilBertForMaskedLM,128,4.809618,2.964713,2.946107
cuda,DistilBertForQuestionAnswering,256,4.842306,3.035257,3.019729
cuda,DistillGPT2,16,4.242225,2.596592,2.582417
cuda,ElectraForCausalLM,32,10.374265,5.391841,5.375349
cuda,ElectraForQuestionAnswering,64,9.968197,5.369725,5.353567
cuda,GPT2ForSequenceClassification,4,8.282528,4.970487,4.955690
cuda,GoogleFnet,16,4.902344,2.851585,2.831549
cuda,LayoutLMForMaskedLM,16,10.373251,5.815174,5.798030
cuda,LayoutLMForSequenceClassification,16,10.204381,5.733693,5.717063
cuda,M2M100ForConditionalGeneration,16,23.787779,12.897846,12.875986
cuda,MBartForCausalLM,4,9.334416,5.176920,5.159249
cuda,MBartForConditionalGeneration,2,24.651087,13.659219,13.641040
cuda,MT5ForConditionalGeneration,16,16.004087,9.838386,9.821343
cuda,MegatronBertForCausalLM,4,20.469792,10.735814,10.718683
cuda,MegatronBertForQuestionAnswering,8,20.398314,10.686750,10.670197
cuda,MobileBertForMaskedLM,64,28.748180,17.204491,17.183746
cuda,MobileBertForQuestionAnswering,128,28.404876,16.989383,16.964427
cuda,OPTForCausalLM,2,9.096659,5.179351,5.161204
cuda,PLBartForCausalLM,8,5.035806,2.806163,2.790598
cuda,PLBartForConditionalGeneration,4,13.097784,7.054807,7.036780
cuda,PegasusForCausalLM,32,9.151433,5.148745,5.129344
cuda,PegasusForConditionalGeneration,32,14.323426,10.651097,10.632090
cuda,RobertaForCausalLM,16,10.200315,5.518557,5.501739
cuda,RobertaForQuestionAnswering,16,9.852226,5.348771,5.328622
cuda,Speech2Text2ForCausalLM,256,4.763697,2.701950,2.685947
cuda,T5ForConditionalGeneration,4,11.142824,6.871564,6.855910
cuda,T5Small,4,11.209539,6.905704,6.889323
cuda,TrOCRForCausalLM,32,9.184238,5.129542,5.112854
cuda,XGLMForCausalLM,8,18.949709,10.965856,10.944973
cuda,XLNetLMHeadModel,8,25.844590,16.036172,16.015738
cuda,YituTechConvBert,16,14.976498,8.146194,8.129617
