dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.457656,0.000549
cuda,Background_Matting,4,2.749419,0.000463
cuda,LearningToPaint,96,1.042604,0.000183
cuda,Super_SloMo,6,2.114447,0.000305
cuda,alexnet,128,0.341857,0.000088
cuda,attention_is_all_you_need_pytorch,256,3.253182,0.000548
cuda,dcgan,32,0.311869,0.000087
cuda,demucs,4,0.963286,0.000291
cuda,densenet121,4,6.465652,0.000800
cuda,dlrm,1024,0.287151,0.000049
cuda,drq,1,0.501546,0.000130
cuda,fastNLP_Bert,6,3.706414,0.000693
cuda,functorch_dp_cifar10,64,0.908675,0.000242
cuda,hf_Albert,8,1.785205,0.000294
cuda,hf_Bart,4,6.927185,0.000913
cuda,hf_Bert,4,4.564075,0.000555
cuda,hf_Bert_large,4,9.651723,0.001030
cuda,hf_BigBird,2,10.343891,0.002586
cuda,hf_DistilBert,8,1.766824,0.000310
cuda,hf_GPT2,4,3.116758,0.000504
cuda,hf_GPT2_large,4,11.288482,0.001523
cuda,hf_Longformer,2,9.523341,0.004568
cuda,hf_Reformer,4,2.429535,0.000716
cuda,hf_T5,8,4.273944,0.000646
cuda,hf_T5_large,2,18.857060,0.002029
cuda,lennard_jones,1000,0.271528,0.000087
cuda,mnasnet1_0,32,2.366557,0.000363
cuda,mobilenet_v2,96,2.409679,0.000358
cuda,mobilenet_v2_quantized_qat,96,3.152854,0.000421
cuda,mobilenet_v3_large,32,2.645152,0.000437
cuda,moco,32,25.356171,0.681564
cuda,nvidia_deeprecommender,256,0.336251,0.000081
cuda,phlippe_densenet,128,2.477101,0.000380
cuda,phlippe_resnet,128,1.013165,0.000200
cuda,pytorch_CycleGAN_and_pix2pix,1,0.869448,0.000169
cuda,pytorch_stargan,16,0.928694,0.000176
cuda,pytorch_struct,200,0.519780,0.000137
cuda,pytorch_unet,1,1.185282,0.000218
cuda,resnet152,32,9.116172,0.001062
cuda,resnet18,16,1.002626,0.000179
cuda,resnet50,32,2.521794,0.000396
cuda,resnet50_quantized_qat,32,3.035934,0.000399
cuda,resnext50_32x4d,8,2.489510,0.000390
cuda,shufflenet_v2_x1_0,128,2.727566,0.000438
cuda,soft_actor_critic,256,0.312830,0.000092
cuda,speech_transformer,32,4.607950,0.000894
cuda,squeezenet1_1,32,0.732805,0.000156
cuda,timm_efficientdet,1,18.554981,0.001914
cuda,timm_efficientnet,32,4.167827,0.000684
cuda,timm_nfnet,128,5.058550,0.000807
cuda,timm_regnet,32,5.239995,0.000898
cuda,timm_resnest,32,1.402277,0.000281
cuda,timm_vision_transformer,8,2.400132,0.000455
cuda,timm_vision_transformer_large,8,10.143007,0.001311
cuda,timm_vovnet,32,2.534761,0.000475
cuda,torchrec_dlrm,32,1.221512,0.000198
cuda,tts_angular,64,0.298243,0.000088
cuda,vgg16,64,0.513282,0.000126
cuda,yolov3,16,4.240804,0.000526
