dev,name,batch_size,speedup
cuda,BERT_pytorch,16,3.2746
cuda,Background_Matting,4,1.2610
cuda,LearningToPaint,96,1.8172
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.1027
cuda,attention_is_all_you_need_pytorch,256,1.4866
cuda,dcgan,32,2.3958
cuda,demucs,0,0.0000
cuda,densenet121,4,5.4808
cuda,dlrm,0,0.0000
cuda,drq,1,2.8461
cuda,fastNLP_Bert,6,1.5597
cuda,hf_Albert,8,2.3117
cuda,hf_Bart,4,1.6458
cuda,hf_Bert,4,2.1110
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,1.4117
cuda,hf_GPT2,4,1.9381
cuda,hf_Longformer,2,1.7167
cuda,hf_Reformer,4,1.1811
cuda,hf_T5,8,1.9980
cuda,mnasnet1_0,32,2.5099
cuda,mobilenet_v2,96,1.7446
cuda,mobilenet_v3_large,32,2.8729
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8610
cuda,pytorch_CycleGAN_and_pix2pix,1,2.7532
cuda,pytorch_stargan,16,1.3217
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,1.5104
cuda,resnet18,16,2.6089
cuda,resnet50,32,1.7826
cuda,resnext50_32x4d,8,3.5400
cuda,shufflenet_v2_x1_0,128,1.7090
cuda,soft_actor_critic,256,1.7168
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,2.1892
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,2.7694
cuda,timm_nfnet,128,1.5015
cuda,timm_regnet,32,1.5233
cuda,timm_resnest,0,0.0000
cuda,timm_vision_transformer,0,0.0000
cuda,timm_vovnet,32,1.5777
cuda,tts_angular,0,0.0000
cuda,vgg16,64,1.2040
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,0,0.0000
