dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,12.152919,10.550107,4.590797,1.717695,8.760980,3.352624,1.166714,0.153469,1.471637,5.967867
cuda,AlbertForQuestionAnswering,4,12.586899,10.926285,4.677551,1.718137,9.130975,3.365485,1.194104,0.150789,1.095285,6.251056
cuda,AllenaiLongformerBase,4,71.828534,62.096820,32.605453,6.602109,40.147099,17.558369,6.299623,0.451773,3.138690,14.486868
cuda,BartForCausalLM,4,19.075511,15.221264,6.998782,2.067654,10.135924,3.709733,1.595487,0.287275,1.458831,5.306702
cuda,BartForConditionalGeneration,2,47.088669,38.490987,16.931468,6.067777,21.955257,9.594120,3.915895,1.066507,1.184408,11.354809
cuda,BertForMaskedLM,16,20.510799,16.404161,6.659293,2.564368,9.164809,3.618715,1.640160,0.293967,2.134041,5.178705
cuda,BertForQuestionAnswering,16,19.670887,15.790760,6.556404,2.519730,8.984915,3.546041,1.612369,0.287594,1.654245,5.053435
cuda,BlenderbotForCausalLM,4,36.159408,28.688178,12.727191,4.451276,17.154361,7.481783,3.096657,0.685080,4.013790,9.080438
cuda,BlenderbotSmallForCausalLM,64,12.681752,10.433858,4.634295,1.522123,6.864418,2.724229,1.085212,0.178132,3.822586,2.072069
cuda,BlenderbotSmallForConditionalGeneration,64,30.751805,25.088799,11.016933,3.630115,14.955797,6.754480,2.658091,0.578057,1.853389,7.743929
cuda,CamemBert,16,19.756307,15.806945,6.519526,2.573554,8.925850,3.595217,1.624026,0.289921,0.990909,5.087085
cuda,DebertaForMaskedLM,4,33.247672,25.919028,14.722778,2.718899,18.828289,5.597787,2.220600,0.357884,2.368800,7.045911
cuda,DebertaForQuestionAnswering,8,33.904193,26.441522,14.938471,2.952812,19.056383,5.201448,2.490867,0.362061,2.786260,7.299581
cuda,DebertaV2ForMaskedLM,1,47.971476,34.702039,17.465635,3.654590,20.694686,5.934258,3.134155,0.633238,1.821255,7.466320
cuda,DebertaV2ForQuestionAnswering,2,48.042570,34.524397,17.335411,4.324825,21.413043,7.053198,3.487545,0.637920,0.490981,8.785148
cuda,DistilBertForMaskedLM,128,11.929948,10.277777,5.348371,1.119564,6.973714,2.117496,0.882532,0.136500,3.760883,3.023941
cuda,DistilBertForQuestionAnswering,256,11.659455,10.072846,5.099648,1.083528,7.095164,2.135865,0.872828,0.126795,2.929448,3.133021
cuda,DistillGPT2,16,13.335528,11.588773,6.335019,1.181976,8.202810,2.132866,1.053473,0.114032,2.899825,3.099083
cuda,ElectraForCausalLM,32,21.705196,17.651120,8.124776,2.362751,13.862078,3.748428,1.680068,0.294398,3.773746,8.214957
cuda,ElectraForQuestionAnswering,64,19.898638,16.151404,6.701970,2.341209,11.448720,3.662449,1.647419,0.297058,2.360027,7.426148
cuda,GPT2ForSequenceClassification,4,22.369879,18.677030,8.579204,2.355994,10.969895,4.192954,1.545665,0.253916,2.432870,4.844751
cuda,GoogleFnet,16,13.474293,11.526486,7.164371,1.207171,11.203226,2.279985,0.832809,0.128492,1.770043,5.316838
cuda,LayoutLMForMaskedLM,16,21.923392,17.788975,7.955676,2.180331,10.943949,4.099223,1.682147,0.298309,2.537573,5.486764
cuda,LayoutLMForSequenceClassification,16,22.020500,18.002712,8.080417,2.392330,12.566866,4.737390,1.921969,0.292417,7.586582,7.226815
cuda,M2M100ForConditionalGeneration,16,48.150853,39.006816,15.914050,5.124461,22.874623,9.705153,4.022350,0.798641,8.442675,12.345615
cuda,MBartForCausalLM,4,20.545435,17.224627,8.524199,2.085563,11.582770,3.734938,1.611636,0.279247,1.342451,5.246998
cuda,MBartForConditionalGeneration,2,46.937005,38.243392,16.937285,6.280299,21.371334,9.826760,4.037121,1.087510,0.511199,11.622357
cuda,MT5ForConditionalGeneration,16,34.838628,28.764581,10.785126,3.769524,15.123186,6.300184,2.496685,0.541088,22.042522,8.561223
cuda,MegatronBertForCausalLM,4,37.973122,30.574542,12.004272,4.758050,16.675955,8.502545,3.233180,0.728935,1.690999,9.640515
cuda,MegatronBertForQuestionAnswering,8,37.880771,30.563128,12.014069,4.763227,16.872595,8.467528,3.204442,0.752350,1.616449,9.834311
cuda,MobileBertForMaskedLM,64,40.657057,32.907517,8.370579,5.687655,21.790000,10.200326,5.424716,2.598005,3.823074,19.426764
cuda,MobileBertForQuestionAnswering,128,39.240168,31.786388,8.286959,5.574986,21.822543,10.831626,4.703242,2.579237,2.331788,19.420765
cuda,OPTForCausalLM,2,18.807193,15.437620,7.124032,2.227597,9.782436,3.898602,1.663096,0.279384,1.748436,4.985864
cuda,PLBartForCausalLM,8,11.883400,10.119415,5.208851,1.276017,7.378860,2.031285,0.859114,0.131875,1.159560,3.500235
cuda,PLBartForConditionalGeneration,4,25.986029,21.519840,9.238340,2.998526,13.048885,5.361872,2.163861,0.422890,1.697721,7.185188
cuda,PegasusForCausalLM,32,19.149596,15.780672,7.663182,2.243869,10.817776,3.617390,1.586163,0.281370,1.558420,5.500417
cuda,PegasusForConditionalGeneration,32,34.865993,30.643395,11.537654,3.936322,18.342258,8.414423,3.353270,0.718054,0.651603,10.956194
cuda,RobertaForCausalLM,16,20.006957,16.048770,6.672720,2.558993,8.881487,3.659507,1.650015,0.292056,1.353625,4.878343
cuda,RobertaForQuestionAnswering,16,19.728569,16.038198,6.613389,2.324952,9.001347,3.596618,1.898847,0.288704,0.614625,5.045269
cuda,Speech2Text2ForCausalLM,256,11.577950,9.806673,5.635495,0.940769,8.431334,1.860254,0.979869,0.126426,1.092844,3.789471
cuda,T5ForConditionalGeneration,4,25.772961,21.543647,8.673516,2.531718,11.403327,4.442713,1.804678,0.335482,7.113259,5.717684
cuda,T5Small,4,25.886672,21.639084,8.340778,2.547957,11.432841,4.469111,1.822843,0.337321,7.086404,5.765993
cuda,TrOCRForCausalLM,32,18.818815,15.358796,6.915735,1.972714,10.030325,3.707286,1.582014,0.278231,1.087303,5.188465
cuda,XGLMForCausalLM,8,40.055995,33.300774,14.402604,4.984779,19.940257,8.670188,3.368198,0.822371,22.085878,11.011010
cuda,XLNetLMHeadModel,8,55.458870,47.257617,19.568002,7.700282,24.043560,13.608038,3.803893,0.933386,10.293222,12.764459
cuda,YituTechConvBert,16,31.111392,25.054756,10.121756,4.541430,14.948731,6.136541,2.418264,0.499551,8.605506,9.532048
