dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,adv_inception_v3,128,1,1,408,408,1.0000,0.9982,1.9836
cuda,beit_base_patch16_224,128,1,1,430,430,1.0000,0.9974,1.9583
cuda,botnet26t_256,128,1,1,290,290,1.0000,0.9969,2.7481
cuda,cait_m36_384,4,1,1,1380,1380,1.0000,0.9990,8.3983
cuda,coat_lite_mini,128,1,1,571,571,1.0000,0.9969,1.7750
cuda,convit_base,64,26,26,382,536,0.7127,0.6608,0.7714
cuda,convmixer_768_32,64,1,1,296,296,1.0000,0.9971,1.0631
cuda,convnext_base,64,1,1,462,462,1.0000,0.9967,2.7255
cuda,crossvit_9_240,64,1,1,619,619,1.0000,0.9961,2.6640
cuda,cspdarknet53,64,1,1,305,305,1.0000,0.9977,6.4603
cuda,deit_base_distilled_patch16_224,128,1,1,319,319,1.0000,0.9968,1.1870
cuda,densenet121,128,13,13,565,572,0.9878,0.9958,6.6048
cuda,dla102,128,1,1,485,485,1.0000,0.9982,2.5320
cuda,dm_nfnet_f0,128,1,1,590,590,1.0000,0.9981,9.6940
cuda,dpn107,64,1,1,977,977,1.0000,0.9985,17.2233
cuda,eca_botnext26ts_256,128,1,1,331,331,1.0000,0.9964,2.9792
cuda,eca_halonext26ts,128,1,1,342,342,1.0000,0.9974,3.1702
cuda,ecaresnet101d,128,1,1,692,692,1.0000,0.9991,4.6718
cuda,ese_vovnet19b_dw,128,1,1,133,133,1.0000,0.9960,1.5792
cuda,fbnetc_100,128,1,1,258,258,1.0000,0.9970,4.7054
cuda,fbnetv3_b,128,1,1,456,456,1.0000,0.9981,9.4442
cuda,gernet_l,128,1,1,246,246,1.0000,0.9967,5.2858
cuda,ghostnet_100,128,1,1,507,507,1.0000,0.9978,2.9271
cuda,gluon_inception_v3,128,1,1,408,408,1.0000,0.9982,1.9661
cuda,gluon_senet154,64,1,1,979,979,1.0000,0.9991,9.3537
cuda,gluon_xception65,32,1,1,485,485,1.0000,0.9984,1.9833
cuda,gmixer_24_224,128,1,1,511,511,1.0000,0.9980,2.2620
cuda,gmlp_s16_224,128,1,1,415,415,1.0000,0.9979,2.0960
cuda,hardcorenas_a,128,1,1,184,184,1.0000,0.9958,2.0578
cuda,hrnet_w18,128,1,1,1471,1471,1.0000,0.9995,18.8989
cuda,inception_v3,128,1,1,408,408,1.0000,0.9983,1.9870
cuda,jx_nest_base,64,1,1,800,800,1.0000,0.9984,4.9475
cuda,lcnet_050,128,1,1,126,126,1.0000,0.9946,1.4259
cuda,legacy_senet154,64,1,1,979,979,1.0000,0.9993,5.6427
cuda,levit_128,128,1,1,620,620,1.0000,0.9982,2.6611
cuda,mixer_b16_224,128,1,1,204,204,1.0000,0.9964,0.8752
cuda,mixnet_l,128,1,1,474,474,1.0000,0.9984,12.4506
cuda,mnasnet_100,128,1,1,205,205,1.0000,0.9965,3.2206
cuda,mobilenetv2_100,128,1,1,205,205,1.0000,0.9971,3.2354
cuda,mobilenetv3_large_100,128,1,1,233,233,1.0000,0.9970,3.1341
cuda,mobilevit_s,128,1,1,387,387,1.0000,0.9977,4.2770
cuda,nasnetalarge,16,1,1,1530,1530,1.0000,0.9995,30.4874
cuda,nfnet_l0,128,1,1,521,521,1.0000,0.9982,5.8085
cuda,pit_b_224,64,1,1,380,380,1.0000,0.9965,1.4870
cuda,pnasnet5large,16,1,1,1153,1153,1.0000,0.9991,22.5336
cuda,poolformer_m36,64,1,1,619,619,1.0000,0.9984,5.5404
cuda,regnety_002,128,1,1,267,267,1.0000,0.9978,4.1199
cuda,repvgg_a2,128,1,1,231,231,1.0000,0.9968,5.0135
cuda,res2net101_26w_4s,128,1,1,842,842,1.0000,0.9990,5.6412
cuda,res2net50_14w_8s,128,1,1,721,721,1.0000,0.9991,3.7777
cuda,res2next50,128,1,1,417,417,1.0000,0.9986,2.0453
cuda,resmlp_12_224,128,1,1,184,184,1.0000,0.9947,0.8025
cuda,resnest101e,64,1,1,1011,1011,1.0000,0.9991,7.8162
cuda,resnet18,128,1,1,90,90,1.0000,0.9937,0.4091
cuda,rexnet_100,128,1,1,366,366,1.0000,0.9974,4.8887
cuda,sebotnet33ts_256,128,1,1,414,414,1.0000,0.9973,4.1984
cuda,selecsls42b,128,1,1,174,174,1.0000,0.9965,0.5768
cuda,spnasnet_100,128,1,1,253,253,1.0000,0.9963,4.5898
cuda,swin_base_patch4_window7_224,64,1,1,1417,1417,1.0000,0.9982,9.8927
cuda,swsl_resnext101_32x16d,32,1,1,450,450,1.0000,0.9983,2.3050
cuda,tf_efficientnet_b0,128,1,1,294,294,1.0000,0.9978,4.2970
cuda,tf_mixnet_l,128,1,1,489,489,1.0000,0.9984,16.1364
cuda,tinynet_a,128,1,1,343,343,1.0000,0.9980,4.9015
cuda,tnt_s_patch16_224,128,1,1,814,814,1.0000,0.9982,3.7303
cuda,twins_pcpvt_base,128,1,1,1089,1089,1.0000,0.9982,5.9144
cuda,visformer_small,128,1,1,301,301,1.0000,0.9973,1.1514
cuda,vit_base_patch16_224,128,1,1,310,310,1.0000,0.9960,1.1839
cuda,volo_d1_224,128,1,1,580,580,1.0000,0.9988,2.7840
cuda,xcit_large_24_p8_224,11,1,1,1301,1301,1.0000,0.9991,6.5112
