dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,BERT_pytorch,16,1,1,568,568,1.0000,0.9978,3.0481
cuda,Background_Matting,1,1,1,184,184,1.0000,0.9967,0.6185
cuda,LearningToPaint,96,1,1,72,72,1.0000,0.9926,0.4679
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1,1,23,23,1.0000,0.9876,0.3417
cuda,attention_is_all_you_need_pytorch,32,1,1,589,589,1.0000,0.9976,2.4118
cuda,dcgan,256,1,1,14,14,1.0000,0.9851,0.3274
cuda,demucs,8,1,1,70,70,1.0000,0.9968,0.5918
cuda,densenet121,64,1,1,432,432,1.0000,0.9984,3.6258
cuda,detectron2_maskrcnn,2,123,120,1220,1767,0.6904,0.7036,5.0329
cuda,dlrm,0,0.0000
cuda,drq,1,1,1,26,26,1.0000,0.9865,0.3796
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,1,6,6,474,549,0.8634,0.9111,4.4965
cuda,hf_Albert,1,1,1,467,467,1.0000,0.9973,1.6935
cuda,hf_Bart,1,1,1,665,665,1.0000,0.9984,3.3354
cuda,hf_Bert,1,1,1,402,402,1.0000,0.9963,4.7631
cuda,hf_BigBird,1,64,75,5376,5447,0.9870,0.9679,7.7063
cuda,hf_DistilBert,1,1,1,244,244,1.0000,0.9945,0.8730
cuda,hf_GPT2,1,1,1,722,722,1.0000,0.9973,4.0270
cuda,hf_Longformer,1,4,4,3286,3288,0.9994,0.9947,9.8874
cuda,hf_Reformer,1,6,6,641,644,0.9953,0.9896,2.7798
cuda,hf_T5,1,1,1,867,867,1.0000,0.9982,7.3505
cuda,maml,1,23,23,750,1194,0.6281,0.5840,10.3706
cuda,maml_omniglot,1,1,1,15,15,1.0000,0.9837,0.3532
cuda,mnasnet1_0,32,1,1,153,153,1.0000,0.9967,0.6018
cuda,mobilenet_v2,16,1,1,154,154,1.0000,0.9966,0.6630
cuda,mobilenet_v3_large,32,1,1,188,188,1.0000,0.9965,0.7834
cuda,moco,32,11,7,0,-5,0.0000,0.0000,2.0846
cuda,nvidia_deeprecommender,256,1,1,14,14,1.0000,0.9803,0.3416
cuda,opacus_cifar10,64,1,1,70,70,1.0000,0.9940,2.2953
cuda,pyhpc_equation_of_state,1048576,1,1,373,373,1.0000,0.9934,0.5581
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,1048576,1,1,1959,1959,1.0000,0.9965,1.3401
cuda,pytorch_CycleGAN_and_pix2pix,1,1,1,92,92,1.0000,0.9963,0.4457
cuda,pytorch_stargan,16,1,1,57,57,1.0000,0.9963,0.4528
cuda,pytorch_struct,200,1,1,45,45,1.0000,0.9846,0.3729
cuda,pytorch_unet,1,1,1,72,72,1.0000,0.9953,0.5534
cuda,resnet18,8,1,1,70,70,1.0000,0.9934,0.4560
cuda,resnet50,32,1,1,176,176,1.0000,0.9966,0.7879
cuda,resnext50_32x4d,8,1,1,176,176,1.0000,0.9964,0.7853
cuda,shufflenet_v2_x1_0,64,1,1,246,246,1.0000,0.9970,0.8993
cuda,soft_actor_critic,256,1,1,13,13,1.0000,0.9807,0.3010
cuda,speech_transformer,1,4,4,1093,1203,0.9086,0.9390,3.0062
cuda,squeezenet1_1,16,1,1,67,67,1.0000,0.9929,0.4324
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,128,1,1,1188,1189,0.9992,0.3770,106.2181
cuda,timm_efficientnet,64,1,1,240,240,1.0000,0.9968,2.8749
cuda,timm_nfnet,128,1,1,590,590,1.0000,0.9984,9.3485
cuda,timm_regnet,32,1,1,447,447,1.0000,0.9979,11.2902
cuda,timm_resnest,32,1,1,131,131,1.0000,0.9966,0.5732
cuda,timm_vision_transformer,8,1,1,307,307,1.0000,0.9964,1.1431
cuda,timm_vovnet,32,1,1,130,130,1.0000,0.9958,2.1525
cuda,tts_angular,64,4,4,22,29,0.7586,0.8412,0.4250
cuda,vgg16,4,1,1,41,41,1.0000,0.9911,0.3571
cuda,vision_maskrcnn,4,245,265,3934,12100,0.3251,0.4731,14.1282
cuda,yolov3,16,5,3,323,323,1.0000,0.9969,15.7382
