dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,41.464425,34.714634,30.514546,17.735458,5.903413,27.380628,9.708618,5.146051,0.611410,94.283441,15.938899
cuda,beit_base_patch16_224,64,23.401885,19.099692,14.889773,8.782847,1.977004,13.719633,3.737514,2.099320,0.284269,3.246542,7.074579
cuda,botnet26t_256,128,24.461901,21.474524,18.474323,13.520698,2.717970,20.240868,6.189848,2.763211,0.147381,52.188642,9.581783
cuda,cait_m36_384,4,59.345192,44.649715,41.381502,18.607266,6.235798,36.234648,16.138348,7.771518,2.204250,19.974088,25.061563
cuda,coat_lite_mini,128,26.321993,22.837441,19.548392,13.520406,2.448041,26.427953,8.081391,3.418318,0.236475,43.375514,15.514241
cuda,convit_base,64,24.170305,20.111004,16.783822,9.753482,2.170677,19.030387,5.407394,2.520451,0.292368,9.060625,11.627018
cuda,convmixer_768_32,32,20.708111,19.037154,15.672561,6.772387,3.138827,11.500188,3.613713,2.098842,0.321561,8.117398,2.414501
cuda,convnext_base,64,28.096435,21.070361,17.875561,9.667952,3.702054,18.850849,5.870734,2.949324,0.516584,12.651230,13.120639
cuda,crossvit_9_240,128,31.603832,25.580843,22.281017,12.094721,3.372674,25.893816,7.484431,3.655566,0.511230,34.007804,17.429597
cuda,cspdarknet53,64,30.452878,24.402481,21.144612,11.407541,3.980097,17.590582,4.700733,3.025029,0.340941,55.151885,10.811802
cuda,deit_base_distilled_patch16_224,64,20.557782,16.996516,13.432477,7.953189,1.666019,24.866100,4.123579,1.954699,0.239770,3.818488,18.723756
cuda,dla102,128,38.756195,32.353445,28.690634,14.657860,5.346124,21.580427,7.491087,3.904225,0.594162,40.016743,12.940361
cuda,dm_nfnet_f0,128,27.886729,21.720249,18.311386,8.719854,3.909901,16.781700,5.216671,2.326281,0.291230,25.734267,12.220403
cuda,dpn107,32,48.109338,38.613525,34.571896,17.812860,5.597341,27.198006,8.090429,4.855592,0.594686,28.820476,15.813147
cuda,eca_botnext26ts_256,128,28.213653,24.626317,20.216531,14.458753,3.069111,21.861017,6.660002,2.574305,0.167026,55.868495,10.641493
cuda,ese_vovnet19b_dw,128,19.006382,16.456997,12.096456,8.593020,2.054548,13.870859,3.522133,1.644695,0.124487,47.068226,7.438244
cuda,fbnetc_100,128,30.764920,25.565913,21.135845,12.915291,3.636158,18.773889,4.696975,2.559542,0.307112,90.490905,9.982946
cuda,fbnetv3_b,128,47.067554,38.391540,34.044966,18.410546,6.068599,27.961623,9.468061,4.386004,0.663452,101.756003,17.105446
cuda,gernet_l,128,25.479525,20.219966,16.010382,8.697525,2.873608,13.626230,3.242884,1.913767,0.240981,44.762461,8.015444
cuda,ghostnet_100,128,41.597174,34.276866,30.123862,17.689584,4.931585,29.838992,8.715647,4.293438,0.497629,175.179106,17.428460
cuda,gluon_inception_v3,128,40.180878,34.331755,30.068186,17.448042,5.851983,27.106134,9.606588,5.105231,0.611255,97.484604,15.882400
cuda,gluon_xception65,32,43.647710,35.382138,31.497184,14.488069,5.993535,20.683284,7.583488,3.732269,0.736719,31.056460,13.168061
cuda,gmixer_24_224,128,30.030924,23.712898,19.378174,9.840275,2.592091,18.320451,6.203017,3.053796,0.407219,6.875834,11.346843
cuda,gmlp_s16_224,128,31.092413,24.737181,20.416530,11.198450,3.164277,21.228044,6.500766,3.185429,0.445805,11.970741,13.470573
cuda,hrnet_w18,128,103.446349,94.479534,90.158223,42.311331,17.140451,61.273111,28.407524,14.333243,5.088063,84.219537,38.633608
cuda,inception_v3,128,40.494617,34.696201,30.281296,17.617103,5.849074,27.318991,9.567974,5.126722,0.594036,95.579363,15.924877
cuda,jx_nest_base,32,38.379116,31.124470,26.856807,15.571009,4.726426,29.344978,11.132037,4.316546,0.609629,23.129302,18.833042
cuda,lcnet_050,128,18.218926,15.829250,12.836251,8.239816,2.034816,12.780575,3.317783,1.554959,0.133760,70.581987,6.704051
cuda,mixer_b16_224,128,17.625736,14.509513,11.561185,6.894259,1.661788,11.791525,2.234079,1.319517,0.150642,5.870874,6.681236
cuda,mixnet_l,128,39.248683,30.024773,27.121321,15.221935,4.532376,24.839570,7.135023,4.058896,0.540559,101.107830,14.483063
cuda,mnasnet_100,128,24.654616,20.445369,17.398370,10.725302,2.844861,16.159340,4.100795,2.133483,0.222740,84.619658,8.471457
cuda,mobilenetv2_100,128,25.111445,21.142233,18.159093,11.112660,2.690922,16.611590,4.455370,2.121054,0.242281,92.869738,8.400078
cuda,mobilenetv3_large_100,128,26.693061,22.558432,19.564354,12.219135,3.230417,19.381170,4.806527,2.719008,0.258349,121.281135,10.600068
cuda,mobilevit_s,64,36.951408,31.348233,28.449386,19.372890,4.511122,35.858657,14.251710,6.551758,0.409209,98.735706,21.250916
cuda,nfnet_l0,128,24.671598,19.513020,16.518239,8.048979,3.156456,15.830307,5.149294,2.281746,0.286062,38.053111,11.165043
cuda,pit_b_224,64,21.974412,18.375159,15.433623,9.347872,2.111900,15.489997,4.299025,2.173565,0.270605,11.241526,8.416190
cuda,pnasnet5large,16,72.223385,64.392016,61.415650,30.125214,12.165557,44.982891,21.028795,10.232830,2.025963,49.901673,27.913604
cuda,poolformer_m36,64,40.901352,33.330555,30.386179,17.350473,6.504536,31.252203,14.838486,6.476124,0.638517,33.710790,20.796306
cuda,regnety_002,128,24.471069,19.516818,16.596760,9.781142,2.596705,15.502548,4.196461,2.120046,0.252681,68.340351,8.517289
cuda,repvgg_a2,128,23.981624,18.832165,15.960407,8.660241,2.960934,13.008355,3.694920,1.730416,0.219464,27.400059,7.515957
cuda,res2net101_26w_4s,64,62.323739,51.462702,48.543120,23.414472,9.396905,33.094050,14.394676,7.262187,1.534267,60.703716,20.148063
cuda,res2net50_14w_8s,128,56.754956,46.913328,43.929802,20.858811,7.604681,32.801078,14.297845,6.865489,1.278320,38.860092,20.755473
cuda,res2next50,128,33.616320,28.511875,25.506013,13.433765,4.604586,20.670155,7.654300,3.961320,0.507602,36.582708,12.184752
cuda,resmlp_12_224,128,15.350240,12.513821,9.684572,6.236342,1.047678,19.726738,2.215755,1.824974,0.134207,7.824093,14.628101
cuda,resnest101e,64,57.489684,45.375116,42.436342,19.689880,8.047632,31.519984,12.832992,6.210808,1.194438,77.749729,20.517914
cuda,rexnet_100,128,35.550931,29.575140,26.618021,16.829170,4.363772,27.859370,6.332856,3.355232,0.341129,241.899873,15.676342
cuda,sebotnet33ts_256,64,30.516773,26.261369,23.309032,15.868641,3.706455,24.208685,8.510995,3.358977,0.231576,62.078280,12.263676
cuda,selecsls42b,128,20.901949,18.440336,15.531878,10.024490,2.490329,16.284009,4.498379,2.176307,0.181231,57.189923,8.907384
cuda,spnasnet_100,128,28.304005,23.243361,20.218907,12.218821,3.342201,18.256412,4.977941,2.504091,0.298264,93.006629,9.617891
cuda,swin_base_patch4_window7_224,64,44.621819,35.782272,32.842872,18.618612,5.087618,37.966774,14.396167,6.613265,0.744658,30.288069,24.826709
cuda,swsl_resnext101_32x16d,32,35.094298,28.540034,25.491781,11.687306,5.432971,16.664876,5.838214,3.039115,0.495235,9.949433,10.803039
cuda,tf_efficientnet_b0,128,29.627728,24.316992,21.297526,12.714446,3.854334,20.273519,5.399536,2.837901,0.311388,109.743300,11.664236
cuda,tf_mixnet_l,128,40.491622,31.025554,28.057384,15.985801,4.657920,26.113116,7.455912,4.625560,0.563551,97.918893,15.120135
cuda,tinynet_a,128,33.117132,26.928227,23.999704,13.778916,4.417883,21.649629,6.290859,3.193266,0.384125,110.806261,12.581312
cuda,tnt_s_patch16_224,128,36.251639,28.736258,25.788508,12.704906,3.782348,22.935066,8.367793,3.951274,0.754671,12.969658,14.693819
cuda,twins_pcpvt_base,64,48.912647,38.159758,35.238622,17.736257,5.909100,32.697281,13.270260,5.753764,1.450930,69.030423,21.332225
cuda,visformer_small,128,21.703314,18.938442,15.843400,10.264575,2.488688,15.567194,3.632972,1.716349,0.208322,34.389849,7.958577
cuda,vit_base_patch16_224,64,19.122715,15.967278,12.941821,7.560565,1.656624,23.118471,3.614562,1.844191,0.234551,3.896128,17.358557
cuda,volo_d1_224,64,31.160526,25.689452,22.644085,12.841731,3.742988,23.138639,7.965657,3.641269,0.451808,24.804263,14.312837
cuda,xcit_large_24_p8_224,5,59.537204,46.605368,43.655465,21.103641,8.664217,37.182913,16.848492,7.689106,2.095886,36.886526,25.700935
