dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,6.035182,0.000125
cuda,beit_base_patch16_224,64,4.173142,0.000176
cuda,botnet26t_256,128,3.158836,0.000229
cuda,cait_m36_384,4,13.661371,0.000385
cuda,coat_lite_mini,128,3.631594,0.000160
cuda,convit_base,64,3.872981,0.000200
cuda,convmixer_768_32,32,1.674211,0.000109
cuda,convnext_base,64,7.117440,0.000200
cuda,crossvit_9_240,128,5.929698,0.000215
cuda,cspdarknet53,64,5.863777,0.000398
cuda,deit_base_distilled_patch16_224,64,3.288792,0.000124
cuda,dla102,128,6.423250,0.000138
cuda,dm_nfnet_f0,128,6.315698,0.000238
cuda,dpn107,32,9.663954,0.000585
cuda,eca_botnext26ts_256,128,3.305455,0.000250
cuda,ese_vovnet19b_dw,128,2.637124,0.000191
cuda,fbnetc_100,128,4.995585,0.000343
cuda,fbnetv3_b,128,8.541907,0.000506
cuda,gernet_l,128,5.035207,0.000314
cuda,ghostnet_100,128,7.478597,0.000127
cuda,gluon_inception_v3,128,5.981474,0.000118
cuda,gluon_xception65,32,7.885828,0.000133
cuda,gmixer_24_224,128,5.944874,0.000214
cuda,gmlp_s16_224,128,6.016514,0.000171
cuda,hrnet_w18,128,8.952412,0.000397
cuda,inception_v3,128,6.035969,0.000146
cuda,jx_nest_base,32,6.749087,0.000265
cuda,lcnet_050,128,2.527695,0.000187
cuda,mixer_b16_224,128,3.005011,0.000093
cuda,mixnet_l,128,8.555143,0.000405
cuda,mnasnet_100,128,4.012157,0.000286
cuda,mobilenetv2_100,128,4.110605,0.000303
cuda,mobilenetv3_large_100,128,4.272586,0.000319
cuda,mobilevit_s,64,5.444462,0.000268
cuda,nfnet_l0,128,5.501995,0.000222
cuda,pit_b_224,64,3.815012,0.000159
cuda,pnasnet5large,16,7.808915,0.000337
cuda,poolformer_m36,64,7.774865,0.000255
cuda,regnety_002,128,4.826344,0.000282
cuda,repvgg_a2,128,4.918046,0.000361
cuda,res2net101_26w_4s,64,10.558876,0.000237
cuda,res2net50_14w_8s,128,9.169028,0.000208
cuda,res2next50,128,5.307561,0.000147
cuda,resmlp_12_224,128,2.948767,0.000123
cuda,resnest101e,64,11.130775,0.000294
cuda,rexnet_100,128,5.715034,0.000326
cuda,sebotnet33ts_256,64,4.249027,0.000267
cuda,selecsls42b,128,2.590535,0.000080
cuda,spnasnet_100,128,5.088219,0.000387
cuda,swin_base_patch4_window7_224,64,8.492185,0.000405
cuda,swsl_resnext101_32x16d,32,6.378652,0.000232
cuda,tf_efficientnet_b0,128,5.211044,0.000330
cuda,tf_mixnet_l,128,9.352720,0.000443
cuda,tinynet_a,128,5.983171,0.000337
cuda,tnt_s_patch16_224,128,7.218660,0.000267
cuda,twins_pcpvt_base,64,10.463334,0.000279
cuda,visformer_small,128,2.883111,0.000128
cuda,vit_base_patch16_224,64,3.264441,0.000137
cuda,volo_d1_224,64,5.315373,0.000194
cuda,xcit_large_24_p8_224,5,12.468974,0.000391
