dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.065807,8.806179,3.454378,1.749506,7.559842,3.066399,1.025249,0.137948,1.504506,7.437777,0.894909
cuda,AlbertForQuestionAnswering,4,10.097689,8.828275,3.446326,1.718006,7.869148,3.040919,1.013080,0.133665,1.120785,7.339667,0.511502
cuda,BartForCausalLM,4,12.800431,11.563975,5.993102,1.695901,9.180029,2.793899,1.139138,0.219125,1.343704,1.522657,6.309775
cuda,BartForConditionalGeneration,2,31.437011,28.048967,13.913311,4.463182,19.218179,7.900070,2.857285,0.822515,0.961022,1.238124,11.241103
cuda,BertForMaskedLM,16,13.077080,11.436128,5.696650,1.755167,8.480618,2.635614,1.545625,0.244294,1.893078,6.521764,1.432314
cuda,BertForQuestionAnswering,16,13.257623,11.516680,5.679148,1.771194,8.419574,2.658804,1.533903,0.244817,1.462436,6.063252,1.007314
cuda,BlenderbotSmallForCausalLM,64,8.606138,7.664830,3.560362,1.343436,5.782911,1.851026,0.854031,0.147749,2.455833,6.079679,2.036744
cuda,BlenderbotSmallForConditionalGeneration,64,19.633493,17.344492,7.921872,2.866776,12.312252,5.284674,2.079127,0.510070,2.098983,1.955030,9.503088
cuda,CamemBert,16,13.164824,11.474350,5.825525,1.764765,8.316791,2.630212,1.530379,0.245424,0.824690,5.361434,0.344599
cuda,DebertaForMaskedLM,4,24.967925,19.729496,12.194942,2.507610,15.682529,3.881175,1.902462,0.320607,17.411077,0.829891,23.642758
cuda,DebertaForQuestionAnswering,8,25.244536,19.864527,12.228112,2.517686,15.984814,3.894527,1.909729,0.319390,18.497952,1.793881,25.010867
cuda,DebertaV2ForMaskedLM,1,35.255078,26.504511,14.271447,2.953924,18.336416,4.439758,2.383560,0.557179,42.768158,1.449839,50.174472
cuda,DebertaV2ForQuestionAnswering,2,34.895523,26.117818,13.816330,3.408324,18.397810,5.240804,2.732682,0.556740,42.876147,0.509675,51.255272
cuda,DistilBertForMaskedLM,128,7.036525,6.376000,3.204320,0.956931,5.027375,1.651810,0.674481,0.111219,1.531435,4.357982,1.184443
cuda,DistilBertForQuestionAnswering,256,6.844319,6.209477,3.120617,0.927478,5.060683,1.427815,0.862568,0.106057,0.934124,3.846966,0.578893
cuda,DistillGPT2,16,8.699505,7.897333,4.924562,1.007995,6.802712,1.450330,0.685597,0.097685,2.062995,2.668509,4.992619
cuda,ElectraForCausalLM,32,15.057826,13.348832,7.679726,1.961620,11.164994,2.755242,1.274596,0.246096,3.494117,2.818959,9.033664
cuda,ElectraForQuestionAnswering,64,12.948284,11.264961,5.464822,1.754933,8.198177,2.662584,1.546558,0.247937,1.838645,6.415540,1.338155
cuda,GPT2ForSequenceClassification,4,11.604880,9.908587,4.679750,1.898123,6.885675,2.506555,1.190639,0.214667,1.346646,5.533121,0.992477
cuda,GoogleFnet,16,10.065402,9.090071,6.116997,1.099574,10.012099,1.594100,0.659148,0.112006,4.188199,1.755163,9.249853
cuda,LayoutLMForMaskedLM,16,14.032641,12.096431,6.093746,1.840524,8.929905,3.050212,1.281756,0.249217,1.924393,6.692683,1.438050
cuda,LayoutLMForSequenceClassification,16,13.665744,11.728395,6.016784,1.804382,10.194122,3.665937,1.468833,0.248307,7.394079,13.653190,6.834385
cuda,M2M100ForConditionalGeneration,16,27.532999,24.371511,11.853278,3.609519,18.786104,6.805152,3.096769,0.593984,3.846862,7.957194,14.581133
cuda,MBartForCausalLM,4,14.045021,12.807881,7.216956,1.703228,10.363209,2.799026,1.163610,0.222161,1.319674,1.346696,6.253229
cuda,MBartForConditionalGeneration,2,30.737061,27.312166,12.669388,4.525826,18.224586,7.951094,2.941641,0.835284,0.951790,0.541531,11.254070
cuda,MT5ForConditionalGeneration,16,23.041361,19.613740,8.722275,3.155212,14.062145,5.875755,1.896278,0.459185,3.944166,20.478224,12.609205
cuda,MegatronBertForCausalLM,4,22.363957,19.176352,7.758620,3.616273,11.876305,6.056731,2.422096,0.644783,1.163865,9.076221,0.391183
cuda,MegatronBertForQuestionAnswering,8,22.507127,19.260514,7.778326,3.624663,11.776975,5.973425,2.392318,0.635589,1.465851,9.265563,0.575103
cuda,MobileBertForMaskedLM,64,32.986449,26.245479,7.092845,4.727236,17.641872,9.074080,3.746791,1.949780,3.059857,18.989620,1.742110
cuda,MobileBertForQuestionAnswering,128,32.937110,26.203479,7.094350,5.476709,18.854210,9.508832,4.226313,2.267526,2.767081,20.324403,1.034144
cuda,OPTForCausalLM,2,12.894094,11.442348,6.054784,1.754892,9.247504,3.298170,1.323596,0.234750,1.475683,1.686056,6.505220
cuda,PLBartForCausalLM,8,8.478329,7.796548,4.688373,0.958645,7.029488,1.533360,0.706218,0.110332,1.108211,1.208074,4.453822
cuda,PLBartForConditionalGeneration,4,16.893452,15.031699,7.374942,2.384938,11.721337,4.469857,1.711095,0.358011,1.688045,1.695107,8.536293
cuda,PegasusForCausalLM,32,12.980685,11.656256,6.048777,1.695446,9.760448,2.864938,1.240860,0.236550,1.748154,1.596322,7.241566
cuda,PegasusForConditionalGeneration,32,28.398283,25.139706,10.947478,4.112973,16.707791,6.935285,3.064009,0.667465,2.346621,0.689535,12.439030
cuda,RobertaForCausalLM,16,13.372203,11.683216,5.837494,1.789609,8.471938,2.729998,1.570518,0.252260,0.824657,0.722566,5.339060
cuda,RobertaForQuestionAnswering,16,13.238427,11.542921,5.861934,1.762813,8.228579,2.629062,1.519283,0.242027,0.501477,4.908258
cuda,Speech2Text2ForCausalLM,256,8.408476,7.670491,4.957374,0.813965,7.693047,1.291260,0.608984,0.101502,1.322902,1.109038,4.915809
cuda,T5ForConditionalGeneration,4,16.608368,14.168432,6.893412,2.107122,12.958500,4.393555,1.407120,0.287356,2.545942,5.837924,10.833541
cuda,T5Small,4,16.586449,14.144762,6.899666,2.125373,12.919381,4.407683,1.407552,0.287223,2.393770,5.692523,10.653639
cuda,TrOCRForCausalLM,32,12.760494,11.524468,5.928452,1.679609,9.387586,3.138375,1.232750,0.235440,1.205640,1.105527,6.428113
cuda,XGLMForCausalLM,8,26.555484,23.892203,12.036953,3.858725,17.656272,7.291860,2.469443,0.664430,4.367323,22.111907,14.325565
cuda,XLNetLMHeadModel,8,45.457642,41.507728,23.783805,6.624653,27.436265,11.172504,2.860619,0.754900,7.904736,10.551689
cuda,YituTechConvBert,16,19.940286,17.548988,8.870019,3.218454,14.186233,4.530828,1.860899,0.428454,6.430549,8.358568,15.102805
