,Compiler,torchbench,huggingface,timm_models
eager,eager,"97%, 57/59","100%, 46/46","98%, 60/61"
aot_eager,aot_eager,"92%, 54/59","100%, 46/46","97%, 59/61"
inductor,inductor,"85%, 50/59","93%, 43/46","93%, 57/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"88%, 52/59","98%, 45/46","95%, 58/61"
