dev,name,batch_size,speedup
cuda,BERT_pytorch,16,0.7303
cuda,Background_Matting,4,1.0171
cuda,LearningToPaint,96,0.9171
cuda,Super_SloMo,6,0.9930
cuda,alexnet,128,0.9928
cuda,attention_is_all_you_need_pytorch,256,0.7100
cuda,dcgan,32,0.8314
cuda,demucs,4,0.9967
cuda,densenet121,4,0.8116
cuda,dlrm,0,0.0000
cuda,drq,0,0.0000
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,0.9541
cuda,hf_Bart,4,0.7100
cuda,hf_Bert,4,0.7150
cuda,hf_BigBird,2,0.7693
cuda,hf_DistilBert,8,0.8909
cuda,hf_GPT2,4,0.8157
cuda,hf_Longformer,2,0.7365
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,8,0.9391
cuda,mnasnet1_0,32,0.9003
cuda,mobilenet_v2,96,0.9864
cuda,mobilenet_v2_quantized_qat,0,0.0000
cuda,mobilenet_v3_large,32,0.8947
cuda,moco,32,0.9934
cuda,nvidia_deeprecommender,256,0.9947
cuda,pytorch_CycleGAN_and_pix2pix,0,0.0000
cuda,pytorch_stargan,16,0.8304
cuda,pytorch_struct,200,0.7118
cuda,pytorch_unet,1,0.9954
cuda,resnet18,16,0.8897
cuda,resnet50,32,0.9177
cuda,resnet50_quantized_qat,0,0.0000
cuda,resnext50_32x4d,8,0.8491
cuda,shufflenet_v2_x1_0,128,0.9273
cuda,soft_actor_critic,0,0.0000
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,0.8433
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,0.7754
cuda,timm_nfnet,0,0.0000
cuda,timm_regnet,32,0.9160
cuda,timm_resnest,32,0.9347
cuda,timm_vision_transformer,8,0.7135
cuda,timm_vovnet,32,0.9431
cuda,tts_angular,64,0.9139
cuda,vgg16,64,0.9981
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,0,0.0000
