,Compiler,torchbench,huggingface,timm_models
eager,eager,"82%, 42/51","90%, 43/48","87%, 60/69"
ts_nvfuser,ts_nvfuser,"78%, 40/51","83%, 40/48","65%, 45/69"
aot_eager,aot_eager,"73%, 37/51","90%, 43/48","83%, 57/69"
aot_cudagraphs,aot_cudagraphs,"71%, 36/51","73%, 35/48","78%, 54/69"
aot_nvfuser,aot_nvfuser,"57%, 29/51","35%, 17/48","41%, 28/69"
inductor_cudagraphs,inductor_cudagraphs,"63%, 32/51","71%, 34/48","55%, 38/69"
