,Compiler,torchbench,huggingface,timm_models
eager,eager,1.01x,1.01x,1.0x
ts_nvfuser,ts_nvfuser,1.14x,1.12x,1.23x
aot_eager,aot_eager,1.0x,1.0x,1.0x
aot_cudagraphs,aot_cudagraphs,0.0x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,1.23x,1.29x,1.28x
inductor_cudagraphs,inductor_cudagraphs,1.82x,1.79x,1.59x
