dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.239566,7.675756,2.725733,8.963746,3.174655,1.257453,0.252932,0.000006,8.228519,4.118553
cuda,Background_Matting,4,1.525521,5.079859,2.179644,8.358702,4.325355,1.824377,0.184674,0.487034,6.022801
cuda,LearningToPaint,96,0.617622,2.547540,0.839683,3.335453,0.944155,0.452929,0.069502,0.228590,1.887275
cuda,Super_SloMo,6,1.780206,7.508556,2.650667,9.291310,4.590969,1.924617,0.105681,0.391567,4.903656
cuda,alexnet,128,0.103245,1.507954,0.174095,2.246670,0.369820,0.161384,0.011831,0.127762,1.045502
cuda,attention_is_all_you_need_pytorch,256,1.829793,21.136692,2.725787,22.716687,3.006437,1.370254,0.279855,0.745691,12.574081,5.162297
cuda,dcgan,32,0.121361,1.930598,0.160409,2.506257,0.158946,0.075810,0.010742,0.105336,2.663860,0.847806
cuda,demucs,4,0.222506
cuda,densenet121,4,3.660354,13.698474,6.812871,20.263427,11.780572,3.791934,0.542632,0.888246,14.478904
cuda,drq,1,0.184495,1.687433,0.111614,2.702469,0.097042,0.048696,0.012200,0.254707,1.388049
cuda,fastNLP_Bert,6,2.255510,8.537685,2.310730,11.316949,2.963174,1.301120,0.239661,0.894120,4.271060,6.080956
cuda,functorch_dp_cifar10,64,0.360918,3.416335,1.183043,5.793041,1.918270,0.650542,0.059417,3.096573,5.014979,6.843489
cuda,hf_Albert,8,1.708841,3.092242,1.925050,6.360251,2.390168,0.994064,0.136947,3.008087,8.280763,2.623140
cuda,hf_Bart,4,2.400301,9.297367,3.125298,12.894499,4.518514,1.636252,0.332276,2.145898,3.001643,8.990833
cuda,hf_Bert,4,2.144563,6.543991,2.586617,8.191935,2.601423,1.191666,0.231145,0.816823,5.146452,0.361543
cuda,hf_DistilBert,8,0.881483,3.148929,1.180758,4.718686,1.377113,0.629446,0.103823,2.176968,4.975458,1.849961
cuda,hf_GPT2,4,2.077090,4.410150,1.861914,6.657074,2.610918,1.119000,0.200806,2.226220,6.417732,1.856476
cuda,hf_Reformer,4,2.083537,7.381425,0.668330,8.205484,1.040740,0.504737,0.049203,2.386593,3.522488,3.921000
cuda,hf_T5_large,2,16.954352,24.088379,14.190088,32.225941,17.090019,4.923090,2.160049,4.509854,22.459765,27.972024
cuda,lennard_jones,1000,0.071013,0.940469,0.056161,1.470834,0.040814,0.028640,0.005586,0.096271,0.686610
cuda,mnasnet1_0,32,1.398098,5.450781,2.383733,7.088928,2.738942,1.289717,0.180921,2.999060,7.097750,2.675736
cuda,mobilenet_v2,96,1.478264,6.371301,2.415999,7.518914,3.364986,1.415092,0.209976,0.410935,4.234234
cuda,mobilenet_v2_quantized_qat,96,2.446625,9.480594,4.977220,12.688825,6.393403,2.513982,0.534682,8.777596
cuda,mobilenet_v3_large,32,1.473936,5.971872,2.671647,8.005983,3.095579,1.621852,0.210989,6.125113,10.913960,5.821234
cuda,nvidia_deeprecommender,256,0.153873,1.055298,0.104463,2.138711,0.087349,0.049402,0.008157,0.521828,1.715673,0.396763
cuda,pytorch_CycleGAN_and_pix2pix,1,0.560635,2.375747,0.935506,4.279623,1.594625,0.609572,0.062671,0.200714,3.078202
cuda,pytorch_stargan,16,0.594432,2.170182,0.717501,3.591505,1.012113,0.291189,0.042898,19.187421,21.358743,19.019044
cuda,pytorch_struct,200,0.216055,1.171315,0.136135,2.465616,0.154647,0.092576,0.018132,15.833679,17.273217,15.691135
cuda,pytorch_unet,1,0.717859,2.916527,0.999560,4.352713,1.695792,0.684823,0.069421,0.237891,2.712938
cuda,resnet152,32,4.298057,10.797699,8.150137,13.404395,7.293001,2.621168,0.742588,3.561646,14.550832,2.439624
cuda,resnet18,16,0.586127,3.294545,0.888463,4.769218,1.515785,0.569317,0.062379,3.013556,5.407371,2.760112
cuda,resnet50,32,1.480049,4.817011,2.398784,6.291402,2.506856,1.128306,0.183520,2.981962,6.934245,2.605147
cuda,resnet50_quantized_qat,32,2.268531,7.846797,4.454032,11.204434,5.632381,2.101141,0.480391,7.955750,2.496564
cuda,resnext50_32x4d,8,1.468163,4.204484,2.270412,5.790432,2.119816,1.118958,0.167814,3.442121,7.376486,3.196326
cuda,shufflenet_v2_x1_0,128,1.676151,6.059635,2.334817,8.578563,3.809991,2.299072,0.260443,0.263590,5.205790
cuda,soft_actor_critic,256,0.115490,1.536785,0.055560,2.473993,0.048937,0.029577,0.005671,0.263483,1.260678
cuda,speech_transformer,32,2.657916,8.266468,2.380774,12.012883,3.878815,1.703934,0.262693,0.152386,6.525551
cuda,squeezenet1_1,32,0.246070,1.908209,0.386186,2.603999,0.561704,0.424762,0.030408,0.138052,1.231049
cuda,timm_efficientdet,1,22.148122,18.472741,12.861920,28.793423,15.697422,4.916509,1.225115,34.414093,46.151062,57.970377
cuda,timm_efficientnet,32,2.493668,6.231529,3.024516,9.379482,3.890010,1.677222,0.266374,3.062548,9.343275,2.715479
cuda,timm_nfnet,128,2.770844,10.645309,5.761398,10.534114,5.557721,1.804183,0.293272,1.357142,7.161007,0.716372
cuda,timm_regnet,32,3.234474,5.500764,3.539858,7.335716,3.035981,1.394192,0.313868,3.258899,8.750300,2.663308
cuda,timm_resnest,32,0.799434,5.003734,1.162952,7.673114,2.656362,1.360907,0.089578,15.090118,27.335072,19.106637
cuda,timm_vision_transformer,8,1.148889,4.670779,1.709677,7.050064,2.211256,1.294484,0.170564,14.047148,17.616819,18.204814
cuda,timm_vision_transformer_large,8,3.916923,12.527811,6.539225,16.923044,9.075008,3.356903,0.967740,11.216770,11.154572,22.394324
cuda,timm_vovnet,32,1.923167,4.755618,1.710989,7.353479,3.261888,1.307870,0.132585,3.269809,7.640496,2.936123
cuda,tts_angular,64,0.099021,0.962113,0.045268,1.471013,0.027149,0.014371,0.001554,0.094944,0.651233
cuda,vgg16,64,0.161374,1.550805,0.256215,2.451366,0.544097,0.223408,0.019619,0.208312,1.373029
cuda,yolov3,16,3.800801,23.703582,4.536606,351.812006,12.976889,4.944633,0.316935,0.722059,333.483731
