,Compiler,torchbench,huggingface,timm_models
eager,eager,0.98x,0.99x,0.99x
aot_eager,aot_eager,0.86x,0.91x,0.88x
aot_cudagraphs,aot_cudagraphs,0.39x,0.36x,0.31x
nvprims_nvfuser,nvprims_nvfuser,0.90x,1.00x,0.95x
inductor,inductor,0.83x,0.71x,0.98x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.97x,0.97x,1.09x
