dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.748522,7.147955,3.725477,9.258530,3.681660,1.525347,0.298494,0.000009,9.525472,5.960094
cuda,Background_Matting,4,1.757213,5.404722,2.901256,8.962646,4.627245,2.051596,0.208552,0.495253,7.047796
cuda,LearningToPaint,96,0.696724,2.798078,1.042708,3.695517,1.124056,0.518080,0.073750,0.253004,2.231209
cuda,Super_SloMo,6,1.962726,8.215533,3.307292,10.321270,5.197836,2.283202,0.125210,0.330096,5.836238
cuda,alexnet,128,0.147087,1.631515,0.214474,2.436169,0.444371,0.191900,0.014986,0.138453,1.163920
cuda,attention_is_all_you_need_pytorch,256,2.213171,7.374677,3.030755,9.780417,3.661140,2.114907,0.353724,0.375722,9.500281,5.936302
cuda,dcgan,32,0.144418,2.098244,0.207544,2.754576,0.210467,0.088526,0.012867,0.108690,6.682087,0.980360
cuda,demucs,4,0.276255
cuda,densenet121,4,4.031285,14.729082,9.060726,22.058063,12.856130,4.179792,0.603192,1.055012,17.695579
cuda,drq,1,0.259346,1.754667,0.152839,2.782040,0.150384,0.076422,0.014886,0.359001,1.548094
cuda,fastNLP_Bert,6,2.760342,8.539462,2.734480,11.274487,3.864989,1.639052,0.290893,0.950336,4.312952,6.531285
cuda,functorch_dp_cifar10,64,0.422437,3.946581,1.364152,6.620486,2.405923,0.748653,0.072620,8.439611,12.039564,12.521774
cuda,hf_Albert,8,2.191104,3.699244,2.254494,6.868904,2.765299,1.417043,0.144277,3.489558,9.003028,3.140605
cuda,hf_Bart,4,3.215619,9.156689,4.006359,12.824318,4.846286,1.975929,0.392432,2.590558,3.268663,10.683167
cuda,hf_Bert,4,2.695191,5.358940,2.988785,7.905473,3.282349,1.854132,0.289575,0.732974,6.381522,0.410016
cuda,hf_DistilBert,8,1.188482,3.387215,1.505707,5.225890,1.829195,0.793039,0.119241,2.218137,5.619266,1.887332
cuda,hf_GPT2,4,2.515159,5.056430,2.313414,7.370888,3.014237,1.338900,0.245093,2.534463,7.261915,2.021457
cuda,hf_Reformer,4,2.095799,7.705256,0.738966,8.448261,1.152196,0.584318,0.052166,2.395235,3.098370,3.915114
cuda,hf_T5,8,3.355422,7.277944,2.902627,10.853110,3.861563,1.511052,0.288838,2.073798,5.297736,8.675706
cuda,hf_T5_large,2,17.671961,27.717151,17.795590,37.857553,21.578714,6.058531,2.231463,5.196568,23.055746,33.630721
cuda,lennard_jones,1000,0.106326,0.942375,0.073776,1.486645,0.072176,0.045981,0.006496,0.096240,0.718864
cuda,mnasnet1_0,32,1.611490,5.962713,2.769759,8.627971,3.520407,1.510813,0.212004,2.760138,8.287057,2.481359
cuda,mobilenet_v2,96,1.680532,6.787773,2.993430,8.390789,3.638905,1.592140,0.233528,0.432803,5.129370
cuda,mobilenet_v3_large,32,1.767068,6.411520,3.153033,9.534633,4.336333,1.667560,0.235197,5.569230,11.946801,5.140973
cuda,nvidia_deeprecommender,256,0.206059,1.133518,0.123247,2.193007,0.116329,0.064836,0.009661,0.575711,1.765285,0.447194
cuda,pytorch_CycleGAN_and_pix2pix,1,0.663314,2.557300,1.107199,4.582927,1.753745,0.688662,0.071699,0.214301,3.391042
cuda,pytorch_stargan,16,0.660823,2.249497,1.007570,3.630686,0.968360,0.338382,0.047852,19.967036,22.392432,19.763496
cuda,pytorch_struct,200,0.291354,1.245640,0.180879,2.743434,0.218897,0.132303,0.021613,19.524008,21.214215,19.394080
