,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.24x,1.10x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.01x,1.04x,1.08x
inductor,inductor,1.89x,1.81x,1.43x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.38x,1.57x,1.37x
