dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.751876,7.245662,3.666080,9.490268,3.791765,1.557190,0.300375,9.542805,6.041781
cuda,Background_Matting,4,1.793488,5.480533,3.210863,9.085140,4.268072,2.416620,0.209651,6.905674
cuda,LearningToPaint,96,0.733230,2.868205,1.359131,3.777631,1.127639,0.527446,0.074705,2.307275
cuda,Super_SloMo,6,2.031877,8.351387,3.392129,10.519019,5.618448,2.019699,0.127941,5.652551
cuda,alexnet,128,0.140065,1.878307,0.213582,2.775099,0.443380,0.190848,0.014588,1.116560
cuda,attention_is_all_you_need_pytorch,256,2.278054,7.328785,3.418655,9.269531,3.677789,1.674365,0.357547,9.436898,5.481428
cuda,dcgan,32,0.151006,2.053959,0.216973,2.692526,0.220724,0.090550,0.013145,6.723046,0.863371
cuda,demucs,4,0.278528
cuda,densenet121,4,4.097495,14.858750,9.756650,22.133493,13.000035,4.276764,0.631230,17.273444
cuda,drq,1,0.253513,1.764147,0.153965,2.789288,0.150300,0.076311,0.014930,1.187672
cuda,fastNLP_Bert,6,2.755731,8.519764,3.033116,10.890372,3.473970,1.601154,0.288193,4.319338,5.513083
cuda,functorch_dp_cifar10,64,0.420998,3.793111,1.391350,6.427235,2.407043,0.757499,0.075645,11.670753,4.068299
cuda,hf_Albert,8,2.232721,3.769117,2.306455,6.941465,3.139354,1.126127,0.148515,5.564200,2.662618
cuda,hf_Bart,4,3.193557,9.060743,3.999294,12.924462,4.878362,1.981309,0.391207,3.269672,8.266712
cuda,hf_Bert,4,2.689272,5.477576,2.999737,7.984485,3.652421,1.463672,0.284379,5.614148,0.424221
cuda,hf_DistilBert,8,1.183312,3.379743,1.511472,5.240249,1.828570,0.786717,0.121831,3.426564,1.881818
cuda,hf_GPT2,4,2.450309,4.841556,2.298622,7.487026,3.262966,1.351816,0.244355,5.031998,2.007259
cuda,hf_GPT2_large,4,8.539178,14.489447,9.695738,19.681559,9.892133,3.987839,1.207431,15.157521,1.516395
cuda,hf_Reformer,4,2.075822,8.110430,0.740524,8.837520,1.484310,0.593044,0.051933,3.136356,1.503330
cuda,hf_T5,8,3.421011,7.277136,3.311089,10.474702,3.911802,1.534588,0.285275,5.186662,6.628738
cuda,hf_T5_large,2,17.941837,27.812862,17.860714,38.076952,21.721091,6.089363,2.230946,23.016323,28.619642
cuda,lennard_jones,1000,0.113326,0.959545,0.074840,1.502033,0.072076,0.045853,0.006647,0.621648
cuda,mnasnet1_0,32,1.613370,5.894429,2.721795,8.478904,3.763999,1.490166,0.205395,5.393301,2.309482
cuda,mobilenet_v2,96,1.642092,6.737488,2.965765,8.374575,3.612233,1.567179,0.228468,4.971872
cuda,mobilenet_v3_large,32,1.773762,6.454398,3.473224,9.210791,3.983497,1.669290,0.239885,6.329556,5.425282
cuda,nvidia_deeprecommender,256,0.208848,1.184730,0.128006,2.244950,0.117072,0.063531,0.009472,1.195505,0.420925
cuda,pytorch_CycleGAN_and_pix2pix,1,0.674698,2.487541,1.298446,4.481755,1.777019,0.701589,0.073570,3.337558
cuda,pytorch_stargan,16,0.665418,2.216226,1.014803,3.764868,1.136589,0.339569,0.049525,2.599591,18.629796
cuda,pytorch_struct,200,0.291497,1.205274,0.180985,2.674962,0.223354,0.131703,0.021890,1.662800,17.626919
cuda,pytorch_unet,1,0.810855,3.211411,1.194611,5.039336,2.251897,0.793219,0.079892,3.066365
cuda,resnet152,32,4.964816,11.930290,11.043931,15.370606,8.615526,3.214095,0.886129,15.464795,2.441850
cuda,resnet18,16,0.676131,3.251981,1.348517,4.489130,1.565344,0.639880,0.071736,2.622103,2.646330
cuda,resnet50,32,1.676463,5.206758,3.068769,7.239226,3.184070,1.322901,0.206742,5.192636,2.380001
cuda,resnext50_32x4d,8,1.714685,4.651448,2.718188,7.127710,3.091465,1.323948,0.190483,5.284016,2.641218
cuda,shufflenet_v2_x1_0,128,2.095919,6.514452,3.058258,9.079000,4.005562,2.475377,0.282075,6.014542
cuda,soft_actor_critic,256,0.155405,1.531350,0.068800,2.478824,0.070042,0.040530,0.006352,1.020848
cuda,speech_transformer,32,3.177860,8.048867,2.769660,12.384241,4.649272,2.060275,0.290754,7.232449
cuda,squeezenet1_1,32,0.312257,2.188205,0.493012,2.977975,0.845582,0.393039,0.041414,1.297255
cuda,tacotron2,64,6.652575,16.237337,3.514968,19.731301,5.829558,3.355853,0.462854,3.426676,7.481047
cuda,timm_efficientdet,1,23.001707,19.486612,15.975301,32.520427,18.278622,5.941936,1.206991,45.241814,29.414933
cuda,timm_efficientnet,32,2.713473,6.840601,3.716008,10.516257,4.238869,2.397971,0.287551,7.818779,2.468142
cuda,timm_nfnet,128,2.958197,7.776802,7.341363,10.439827,5.855556,1.830337,0.253125,10.617306
cuda,timm_regnet,32,3.485143,6.097626,4.649812,8.733714,4.059029,1.690255,0.336047,7.421603,2.499962
cuda,timm_resnest,32,0.940623,5.284192,1.704066,8.273562,3.144809,1.299046,0.098077,24.664900,4.741978
cuda,timm_vision_transformer,8,1.517406,4.824186,2.656230,9.939276,2.906578,1.326205,0.208746,15.064712,7.854868
cuda,timm_vision_transformer_large,8,5.096622,12.892085,9.981105,28.076308,11.218947,4.074072,1.213601,9.931565,25.864570
cuda,timm_vovnet,32,2.059521,5.152180,2.171562,8.474156,4.045787,1.482394,0.153857,5.564588,2.436698
cuda,tts_angular,64,0.114518,0.945190,0.046624,1.444303,0.027321,0.014612,0.001536,0.547602
cuda,vgg16,64,0.224978,2.009109,0.335229,3.062457,0.688956,0.543104,0.032665,1.400744
cuda,yolov3,16,4.065944,35.392790,5.409636,387.258757,15.131064,5.300927,0.341305,357.412443
