dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.803801,0.000557
cuda,Background_Matting,4,2.839769,0.000424
cuda,LearningToPaint,96,1.110351,0.000187
cuda,Super_SloMo,6,2.266141,0.000322
cuda,alexnet,128,0.374429,0.000090
cuda,attention_is_all_you_need_pytorch,256,3.468993,0.000508
cuda,dcgan,32,0.325606,0.000084
cuda,demucs,4,1.035671,0.000269
cuda,densenet121,4,6.855578,0.000844
cuda,dlrm,1024,0.325455,0.000061
cuda,drq,1,0.524918,0.000127
cuda,fastNLP_Bert,6,4.032583,0.000653
cuda,functorch_dp_cifar10,64,0.955077,0.000176
cuda,hf_Albert,8,2.141526,0.000286
cuda,hf_Bart,4,7.818055,0.000889
cuda,hf_Bert,4,4.989193,0.000564
cuda,hf_Bert_large,4,10.643817,0.001106
cuda,hf_BigBird,2,11.148360,0.002656
cuda,hf_DistilBert,8,1.942017,0.000302
cuda,hf_GPT2,4,3.361633,0.000527
cuda,hf_GPT2_large,4,12.172431,0.001471
cuda,hf_Longformer,2,9.950146,0.004503
cuda,hf_Reformer,4,2.581435,0.000684
cuda,hf_T5,8,4.560555,0.000651
cuda,hf_T5_large,2,20.274037,0.002094
cuda,lennard_jones,1000,0.300685,0.000075
cuda,mnasnet1_0,32,2.502738,0.000396
cuda,mobilenet_v2,96,2.555266,0.000384
cuda,mobilenet_v3_large,32,2.802449,0.000438
cuda,moco,32,25.569591,0.776031
cuda,nvidia_deeprecommender,256,0.361978,0.000079
cuda,phlippe_densenet,128,2.619006,0.000392
cuda,phlippe_resnet,128,1.092035,0.000212
cuda,pytorch_CycleGAN_and_pix2pix,1,0.943516,0.000174
cuda,pytorch_stargan,16,0.970719,0.000178
cuda,pytorch_struct,200,0.551381,0.000127
cuda,pytorch_unet,1,1.257960,0.000211
cuda,resnet152,32,9.435959,0.001096
cuda,resnet18,16,1.066193,0.000198
cuda,resnet50,32,2.629391,0.000504
cuda,resnext50_32x4d,8,2.623358,0.000412
cuda,shufflenet_v2_x1_0,128,2.808817,0.000430
cuda,soft_actor_critic,256,0.333150,0.000097
cuda,speech_transformer,32,5.043209,0.000955
cuda,squeezenet1_1,32,0.775894,0.000165
cuda,timm_efficientdet,1,19.166322,0.001914
cuda,timm_efficientnet,32,4.409986,0.000724
cuda,timm_nfnet,128,4.917809,0.000700
cuda,timm_regnet,32,5.407722,0.000842
cuda,timm_resnest,32,1.451972,0.000249
cuda,timm_vision_transformer,8,2.603948,0.000425
cuda,timm_vision_transformer_large,8,10.423752,0.001265
cuda,timm_vovnet,32,2.647689,0.000433
cuda,tts_angular,64,0.306659,0.000112
cuda,vgg16,64,0.543462,0.000140
cuda,yolov3,16,4.385645,0.000524
