dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,8.799234,6.614423,6.598373
cuda,AlbertForQuestionAnswering,4,8.520280,6.367590,6.351846
cuda,AllenaiLongformerBase,4,32.845495,22.628129,22.589554
cuda,BartForCausalLM,4,11.474352,7.064219,7.046760
cuda,BartForConditionalGeneration,2,30.285847,18.236596,18.218827
cuda,BertForMaskedLM,16,12.283762,7.308577,7.291999
cuda,BertForQuestionAnswering,16,12.581366,7.259425,7.241745
cuda,BlenderbotForCausalLM,4,22.863711,13.469622,13.447724
cuda,BlenderbotSmallForCausalLM,64,7.757841,4.699309,4.676600
cuda,BlenderbotSmallForConditionalGeneration,64,19.383842,12.209748,12.193076
cuda,CamemBert,16,12.607407,7.484171,7.466534
cuda,DebertaForMaskedLM,4,13.274168,7.413547,7.382887
cuda,DebertaForQuestionAnswering,8,13.104757,7.230360,7.199775
cuda,DebertaV2ForMaskedLM,1,27.187745,13.379467,13.335679
cuda,DebertaV2ForQuestionAnswering,2,27.237366,13.618936,13.575726
cuda,DistilBertForMaskedLM,128,5.939368,3.913696,3.897726
cuda,DistilBertForQuestionAnswering,256,5.689838,3.734935,3.720352
cuda,DistillGPT2,16,5.236965,3.413785,3.397817
cuda,ElectraForCausalLM,32,12.661843,7.464790,7.447155
cuda,ElectraForQuestionAnswering,64,12.351300,7.188508,7.172314
cuda,GPT2ForSequenceClassification,4,9.866729,6.292976,6.278063
cuda,LayoutLMForMaskedLM,16,12.866612,7.731895,7.714057
cuda,LayoutLMForSequenceClassification,16,12.849042,7.932558,7.907957
cuda,M2M100ForConditionalGeneration,16,29.081342,17.447906,17.425835
cuda,MBartForCausalLM,4,11.708448,7.220851,7.201391
cuda,MBartForConditionalGeneration,2,31.950148,19.468113,19.450695
cuda,MT5ForConditionalGeneration,16,18.179222,11.885927,11.867640
cuda,MegatronBertForCausalLM,4,24.747760,14.095937,14.078933
cuda,MegatronBertForQuestionAnswering,8,24.808708,14.165332,14.144400
cuda,MobileBertForMaskedLM,64,38.969089,25.750588,25.730811
cuda,MobileBertForQuestionAnswering,128,38.848383,25.655665,25.636231
cuda,OPTForCausalLM,2,11.122331,6.649873,6.631350
cuda,PLBartForCausalLM,8,6.416817,3.867152,3.849441
cuda,PLBartForConditionalGeneration,4,16.789928,9.568217,9.543791
cuda,PegasusForCausalLM,32,11.293698,6.878447,6.859465
cuda,PegasusForConditionalGeneration,32,19.991589,15.600177,15.581592
cuda,RobertaForCausalLM,16,12.377142,7.205252,7.188962
cuda,RobertaForQuestionAnswering,16,12.569019,7.311101,7.293203
cuda,Speech2Text2ForCausalLM,256,5.735098,3.504054,3.488205
cuda,T5ForConditionalGeneration,4,12.609750,8.077671,8.061315
cuda,T5Small,4,12.598657,8.111144,8.094961
cuda,TrOCRForCausalLM,32,11.419324,6.880108,6.862760
cuda,XGLMForCausalLM,8,22.910145,14.191089,14.167035
cuda,XLNetLMHeadModel,8,29.650466,18.923710,18.899447
cuda,YituTechConvBert,16,19.915065,11.929405,11.910842
