dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.1248,63.6821,0.8799
cuda,beit_base_patch16_224,64,0.9562,13.0088,0.8568
cuda,botnet26t_256,128,1.1952,39.1536,0.7493
cuda,cait_m36_384,2,0.9812,42.3820,0.9190
cuda,coat_lite_mini,128,1.0740,13.8682,0.7864
cuda,convit_base,32,1.1434,17.5920,0.7992
cuda,convmixer_768_32,32,1.0613,11.2590,0.9808
cuda,convnext_base,32,1.0437,20.5859,0.7609
cuda,crossvit_9_240,64,1.0400,24.6557,0.7268
cuda,cspdarknet53,64,1.0560,45.5813,0.8787
cuda,deit_base_distilled_patch16_224,64,1.0210,9.5410,0.8200
cuda,dla102,64,1.2862,58.5050,0.9581
cuda,dm_nfnet_f0,128,1.2117,28.3008,0.9508
cuda,dpn107,32,0.9408,71.2449,0.8972
cuda,eca_botnext26ts_256,64,0.9789,47.0709,0.7675
cuda,eca_halonext26ts,64,0.9817,49.0884,0.7726
cuda,ese_vovnet19b_dw,128,1.0850,30.1366,0.9378
cuda,fbnetc_100,128,1.0439,43.0783,0.7511
cuda,fbnetv3_b,128,0.9662,72.3664,0.7875
cuda,gernet_l,128,1.0277,33.9939,0.7997
cuda,ghostnet_100,128,1.2467,55.4337,0.9511
cuda,gluon_inception_v3,128,1.1238,63.3295,0.8799
cuda,gluon_xception65,32,1.0400,37.3676,0.8999
cuda,gmixer_24_224,64,0.9970,14.6994,0.9830
cuda,gmlp_s16_224,64,1.0014,11.8710,0.9660
cuda,hrnet_w18,2,1.2893,188.8209,0.8987
cuda,inception_v3,128,1.1247,63.6764,0.8799
cuda,jx_nest_base,32,1.2303,57.0031,0.7068
cuda,lcnet_050,128,1.2954,30.1921,0.7738
cuda,mixer_b16_224,64,0.9863,9.8846,0.8612
cuda,mixnet_l,64,0.9296,60.0099,0.7942
cuda,mnasnet_100,128,1.0413,35.7104,0.8371
cuda,mobilenetv2_100,128,0.9251,35.5727,0.7679
cuda,mobilenetv3_large_100,128,1.0441,62.0614,0.8830
cuda,mobilevit_s,32,0.8816,39.1566,0.7424
cuda,nfnet_l0,64,1.0515,25.4125,0.8099
cuda,pit_b_224,64,1.0616,11.6426,0.6367
cuda,pnasnet5large,16,1.0849,118.3475,1.2127
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.2381,44.5123,0.7770
cuda,repvgg_a2,128,1.0042,41.4336,0.6587
cuda,res2net101_26w_4s,64,1.1764,74.7713,0.8938
cuda,res2net50_14w_8s,2,1.2695,63.6988,0.8950
cuda,res2next50,2,1.2277,39.1031,0.8861
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,32,1.1860,70.6100,0.8951
cuda,rexnet_100,128,0.9545,99.1869,0.8718
cuda,sebotnet33ts_256,64,1.0134,49.1455,0.6873
cuda,selecsls42b,128,1.2086,37.0574,0.9077
cuda,spnasnet_100,128,0.9945,40.8476,0.8497
cuda,swin_base_patch4_window7_224,64,1.0056,55.6962,0.8269
cuda,swsl_resnext101_32x16d,32,1.1049,35.8439,0.8620
cuda,tf_efficientnet_b0,128,0.9278,59.2190,0.8428
cuda,tf_mixnet_l,64,0.9324,59.9053,0.8608
cuda,tinynet_a,128,0.8849,59.4171,0.7843
cuda,tnt_s_patch16_224,64,1.5704,21.4858,0.8503
cuda,twins_pcpvt_base,32,1.2183,40.5259,0.8309
cuda,visformer_small,128,1.0204,23.1722,0.9474
cuda,vit_base_patch16_224,64,0.9838,8.4588,0.8177
cuda,volo_d1_224,64,1.1387,26.1438,0.7449
cuda,xcit_large_24_p8_224,0,0.0000
