dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,1.2786,40.5880,0.5978
cuda,AlbertForQuestionAnswering,2,1.2834,15.2634,0.6081
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.0811,52.8406,0.7228
cuda,BartForConditionalGeneration,1,1.1459,103.8873,0.6607
cuda,BertForMaskedLM,64,1.0221,46.4867,0.6890
cuda,BertForQuestionAnswering,64,1.0699,15.9640,0.6723
cuda,BigBird,1,2.2992,167.5144,0.6701
cuda,BlenderbotSmallForCausalLM,64,0.9932,30.9146,0.6963
cuda,BlenderbotSmallForConditionalGeneration,32,1.1345,66.7850,0.6829
cuda,CamemBert,1,2.2071,38.7317,0.6434
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,1.1220,29.8574,0.7236
cuda,DistilBertForQuestionAnswering,32,1.1254,40.0850,0.6981
cuda,DistillGPT2,1,2.2266,47.9200,0.8169
cuda,ElectraForCausalLM,1,3.7682,40.1634,0.6007
cuda,ElectraForQuestionAnswering,64,1.3280,52.7715,0.8251
cuda,GPT2ForSequenceClassification,4,1.6146,52.0837,1.0831
cuda,GoogleFnet,1,1.7990,18.8164,0.6282
cuda,LayoutLMForMaskedLM,16,1.1586,38.2826,0.8591
cuda,LayoutLMForSequenceClassification,16,1.2193,47.2488,0.8238
cuda,M2M100ForConditionalGeneration,2,2.3184,174.3650,0.6833
cuda,MBartForCausalLM,16,1.0031,51.1652,0.7054
cuda,MBartForConditionalGeneration,8,1.4354,96.6336,0.6253
cuda,MT5ForConditionalGeneration,2,4.0292,162.0245,0.7291
cuda,MegatronBertForCausalLM,2,2.6333,103.8211,0.7463
cuda,MegatronBertForQuestionAnswering,8,1.6754,91.7684,0.6359
cuda,MobileBertForMaskedLM,16,2.7010,109.3184,0.5839
cuda,MobileBertForQuestionAnswering,32,2.1986,101.2797,0.4731
cuda,OPTForCausalLM,4,2.3054,56.4989,0.6928
cuda,PLBartForCausalLM,16,1.0850,38.8246,0.7089
cuda,PLBartForConditionalGeneration,8,1.5750,102.6382,0.6844
cuda,PegasusForCausalLM,8,1.1265,51.9583,0.6468
cuda,PegasusForConditionalGeneration,4,1.8472,109.2547,0.6696
cuda,RobertaForCausalLM,4,2.2723,74.9046,0.6725
cuda,RobertaForQuestionAnswering,64,1.0704,15.1687,0.6723
cuda,Speech2Text2ForCausalLM,64,1.1495,39.2978,0.6671
cuda,T5ForConditionalGeneration,4,1.3491,148.8747,0.8370
cuda,T5Small,1,1.2355,118.1395,0.8443
cuda,TrOCRForCausalLM,8,1.1894,21.1274,0.6662
cuda,XGLMForCausalLM,1,2.2636,150.9380,0.7087
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,0,0.0000
