,Compiler,torchbench,huggingface,timm_models
eager,eager,"93%, 51/55","98%, 43/44","100%, 61/61"
aot_eager,aot_eager,"91%, 50/55","95%, 42/44","100%, 61/61"
aot_cudagraphs,aot_cudagraphs,"2%, 1/55","0%, 0/44","0%, 0/61"
aot_nvfuser,aot_nvfuser,"58%, 32/55","2%, 1/44","92%, 56/61"
inductor,inductor,"73%, 40/55","70%, 31/44","92%, 56/61"
