dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,dla102,128,0.0,0.0,1.8183
cuda,dpn107,64,1.0562,0.0,1.1975
cuda,res2net50_14w_8s,128,1.371,1.4483,0.0
cuda,resnet18,128,1.4829,1.4351,0.0
cuda,lcnet_050,128,0.8752,1.4338,0.0
cuda,eca_botnext26ts_256,128,1.3916,1.4295,0.0
cuda,eca_halonext26ts,128,1.3717,1.4108,0.0
cuda,regnety_002,128,1.3198,1.4077,0.0
cuda,botnet26t_256,128,1.3878,1.3508,0.0
cuda,ecaresnet101d,128,1.4291,1.3487,0.0
cuda,sebotnet33ts_256,128,1.3055,1.3282,0.0
cuda,res2next50,128,1.2494,1.3206,0.0
cuda,mobilevit_s,128,1.3373,1.3165,0.0
cuda,densenet121,128,1.3853,1.2991,0.0
cuda,res2net101_26w_4s,128,1.2289,1.2553,0.0
cuda,twins_pcpvt_base,128,1.0543,1.234,0.0
cuda,hardcorenas_a,128,1.1636,1.2331,0.0
cuda,resnest101e,64,1.2598,1.231,0.0
cuda,tf_efficientnet_b0,128,1.2005,1.2132,0.0
cuda,mobilenetv3_large_100,128,1.1279,1.2064,0.0
cuda,dm_nfnet_f0,128,0.4425,1.19,0.0
cuda,coat_lite_mini,128,1.0944,1.1746,0.0
cuda,nfnet_l0,128,1.1829,1.1435,0.0
cuda,gluon_senet154,64,1.2557,1.1399,0.0
cuda,swsl_resnext101_32x16d,32,1.2399,1.1339,0.0
cuda,tinynet_a,128,1.1324,1.1333,0.0
cuda,repvgg_a2,128,0.982,1.1069,0.0
cuda,visformer_small,128,1.0881,1.1033,0.0
cuda,volo_d1_224,128,1.067,1.0948,0.0
cuda,mixnet_l,128,1.0236,1.086,0.0
cuda,tf_mixnet_l,128,1.0222,1.0816,0.0
cuda,gernet_l,128,1.0956,1.0597,0.0
cuda,gmixer_24_224,128,1.0696,1.0432,0.0
cuda,poolformer_m36,64,1.0384,1.0177,0.0
cuda,jx_nest_base,64,1.0924,0.9996,0.0
cuda,ghostnet_100,128,1.4292,0.9995,0.0
cuda,swin_base_patch4_window7_224,64,1.0215,0.9988,0.0
cuda,deit_base_distilled_patch16_224,128,0.986,0.989,0.0
cuda,cait_m36_384,4,0.9975,0.9884,0.0
cuda,gmlp_s16_224,128,0.9861,0.9865,0.0
cuda,pit_b_224,64,0.9388,0.9773,0.0
cuda,crossvit_9_240,64,0.9806,0.9766,0.0
cuda,mixer_b16_224,128,0.983,0.973,0.0
cuda,tnt_s_patch16_224,128,0.9838,0.9706,0.0
cuda,vit_base_patch16_224,128,0.914,0.9201,0.0
cuda,beit_base_patch16_224,128,0.9066,0.9017,0.0
cuda,selecsls42b,128,1.6216,0.0,0.0
cuda,resmlp_12_224,128,1.3966,0.0,0.0
cuda,gluon_inception_v3,128,1.3678,0.0,0.0
cuda,inception_v3,128,1.3673,0.0,0.0
cuda,adv_inception_v3,128,1.3667,0.0,0.0
cuda,legacy_senet154,64,1.2833,0.0,0.0
cuda,mnasnet_100,128,1.2686,0.0,0.0
cuda,ese_vovnet19b_dw,128,1.2652,0.0,0.0
cuda,fbnetc_100,128,1.2429,0.0,0.0
cuda,spnasnet_100,128,1.1778,0.0,0.0
cuda,gluon_xception65,32,1.1592,0.0,0.0
cuda,levit_128,128,1.1491,0.0,0.0
cuda,cspdarknet53,64,1.1241,0.0,0.0
cuda,rexnet_100,128,1.1158,0.0,0.0
cuda,convmixer_768_32,64,1.0605,0.0,0.0
cuda,convnext_base,64,0.9666,0.0,0.0
cuda,mobilenetv2_100,128,0.8869,0.0,0.0
cuda,fbnetv3_b,128,0.8489,0.0,0.0
cuda,convit_base,0,0.0,0.0,0.0
cuda,hrnet_w18,0,0.0,0.0,0.0
cuda,nasnetalarge,0,0.0,0.0,0.0
cuda,pnasnet5large,0,0.0,0.0,0.0
cuda,xcit_large_24_p8_224,0,0.0,0.0,0.0
