dev,name,batch_size,time,memory,graphs
cuda,BERT_pytorch,16,30.0591,2.5645,1
cuda,Background_Matting,4,8.0808,12.2745,1
cuda,LearningToPaint,96,5.6111,1.1970,1
cuda,Super_SloMo,6,0,0,0
cuda,alexnet,128,2.0828,1.4936,1
cuda,attention_is_all_you_need_pytorch,256,12.7989,5.3489,1
cuda,dcgan,32,4.3479,0.0942,1
cuda,demucs,4,3.1119,4.0295,1
cuda,densenet121,4,38.2359,0.6722,1
cuda,detectron2_maskrcnn,1,0,0,0
cuda,dlrm,0,0.0000
cuda,drq,1,4.7380,0.0408,2
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,6,17.4830,5.0784,7
cuda,hf_Albert,8,15.0180,6.8640,1
cuda,hf_Bart,4,13.7013,6.4315,1
cuda,hf_Bert,4,0,0,0
cuda,hf_BigBird,2,24.4967,4.8046,64
cuda,hf_DistilBert,8,6.0170,4.9582,1
cuda,hf_GPT2,4,18.6951,5.2921,1
cuda,hf_Longformer,2,13.3472,4.9767,4
cuda,hf_Reformer,4,0,0,0
cuda,hf_T5,8,0,0,0
cuda,maml,1,0,0,0
cuda,maml_omniglot,1,3.5252,0.0058,1
cuda,mnasnet1_0,32,8.0224,1.6468,1
cuda,mobilenet_v2,96,3.0129,7.6689,1
cuda,mobilenet_v2_quantized_qat,96,37.5087,9.0196,1
cuda,mobilenet_v3_large,32,16.7380,1.5039,1
cuda,moco,32,5.9721,3.4762,11
cuda,nvidia_deeprecommender,256,3.5075,3.0640,1
cuda,opacus_cifar10,64,3.6159,3.0010,0
cuda,pyhpc_equation_of_state,1048576,0,0,0
cuda,pyhpc_isoneutral_mixing,1048576,0,0,0
cuda,pyhpc_turbulent_kinetic_energy,1048576,0,0,0
cuda,pytorch_CycleGAN_and_pix2pix,1,6.1745,0.5091,1
cuda,pytorch_stargan,16,5.9166,1.1363,1
cuda,pytorch_struct,200,3.5124,1.3612,1
cuda,pytorch_unet,1,6.5158,4.0418,1
cuda,resnet18,16,5.2788,0.5835,1
cuda,resnet50,32,12.5533,3.3546,1
cuda,resnet50_quantized_qat,32,43.7906,4.4076,1
cuda,resnext50_32x4d,8,12.3747,1.2137,1
cuda,shufflenet_v2_x1_0,128,8.9243,2.8550,1
cuda,soft_actor_critic,256,1.4016,0.0127,2
cuda,speech_transformer,32,4.8988,0.8791,4
cuda,squeezenet1_1,32,4.2729,0.7504,1
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,70.6137,1.3777,1
cuda,timm_efficientnet,32,22.1793,2.9316,1
cuda,timm_nfnet,128,40.4815,13.9529,1
cuda,timm_regnet,32,49.7957,2.4805,1
cuda,timm_resnest,32,8.2827,2.4640,1
cuda,timm_vision_transformer,8,8.5544,0.7811,1
cuda,timm_vovnet,32,13.7298,3.3722,1
cuda,tts_angular,64,2.3045,0.3356,4
cuda,vgg16,64,4.0139,9.1304,1
cuda,vision_maskrcnn,4,0,0,0
cuda,yolov3,16,39.7943,8.7061,5
