dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,18.4748,14.1500,2
cuda,beit_base_patch16_224,128,21.3675,20.9551,2
cuda,botnet26t_256,128,12.9683,13.5070,2
cuda,cait_m36_384,4,30.2128,18.5065,77
cuda,coat_lite_mini,128,10.8249,11.7419,18
cuda,convit_base,64,15.3956,13.5640,27
cuda,convmixer_768_32,64,16.8864,27.0385,2
cuda,convnext_base,64,35.8866,14.8738,6
cuda,crossvit_9_240,64,14.5567,4.2210,2
cuda,cspdarknet53,64,32.1022,12.1300,2
cuda,deit_base_distilled_patch16_224,128,9.2176,19.7589,2
cuda,densenet121,128,44.4641,17.7236,14
cuda,dla102,128,31.4433,18.7219,2
cuda,dm_nfnet_f0,128,40.8994,13.9529,2
cuda,dpn107,64,48.7209,22.6803,2
cuda,eca_botnext26ts_256,128,15.5397,16.5703,2
cuda,eca_halonext26ts,128,15.6786,16.6856,2
cuda,ecaresnet101d,0,0.0000
cuda,ese_vovnet19b_dw,128,10.3355,9.9145,2
cuda,fbnetc_100,128,16.3540,8.0753,2
cuda,fbnetv3_b,128,53.3899,11.0183,2
cuda,gernet_l,128,20.8379,10.3343,2
cuda,ghostnet_100,128,6.5573,5.3461,2
cuda,gluon_inception_v3,128,18.4198,14.1500,2
cuda,gluon_senet154,0,0.0000
cuda,gluon_xception65,32,21.9888,14.4660,2
cuda,gmixer_24_224,128,32.5697,12.7352,50
cuda,gmlp_s16_224,128,13.6648,18.5110,32
cuda,hardcorenas_a,128,17.2284,6.0733,2
cuda,hrnet_w18,128,85.9215,17.5490,2
cuda,inception_v3,128,18.3895,14.1500,2
cuda,jx_nest_base,64,9.0981,19.7422,2
cuda,lcnet_050,128,16.3781,2.1741,2
cuda,legacy_senet154,0,0.0000
cuda,levit_128,128,22.4123,3.2618,2
cuda,mixer_b16_224,128,11.4422,15.8299,26
cuda,mixnet_l,128,38.5860,16.5259,2
cuda,mnasnet_100,128,13.1633,6.3904,2
cuda,mobilenetv2_100,128,8.1477,10.1625,2
cuda,mobilenetv3_large_100,128,21.5308,5.8439,2
cuda,mobilevit_s,128,17.3250,25.9388,2
cuda,nasnetalarge,16,77.2866,13.0165,2
cuda,nfnet_l0,128,29.8640,13.2545,2
cuda,pit_b_224,64,9.7976,14.8430,2
cuda,pnasnet5large,16,56.3868,14.8234,2
cuda,poolformer_m36,64,47.3366,17.1035,2
cuda,regnety_002,128,22.8938,2.9305,2
cuda,repvgg_a2,128,16.3946,6.4718,2
cuda,res2net101_26w_4s,128,62.0001,22.7049,2
cuda,res2net50_14w_8s,128,65.2802,16.6118,2
cuda,res2next50,128,28.8196,16.9984,2
cuda,resmlp_12_224,128,18.3860,7.9038,2
cuda,resnest101e,64,48.8176,17.3003,2
cuda,resnet18,128,7.4822,3.9492,2
cuda,rexnet_100,128,25.8884,10.8650,2
cuda,sebotnet33ts_256,128,21.2942,24.3626,2
cuda,selecsls42b,128,11.0856,6.6816,2
cuda,spnasnet_100,128,16.1827,6.9826,2
cuda,swin_base_patch4_window7_224,64,14.5791,15.0288,3
cuda,swsl_resnext101_32x16d,32,28.8367,15.7690,2
cuda,tf_efficientnet_b0,128,23.5318,11.6557,2
cuda,tf_mixnet_l,128,42.5842,16.8272,2
cuda,tinynet_a,128,27.3551,9.2722,2
cuda,tnt_s_patch16_224,128,15.0046,18.9079,51
cuda,twins_pcpvt_base,128,18.5870,22.6797,34
cuda,visformer_small,128,9.9709,10.8521,2
cuda,vit_base_patch16_224,128,8.8990,19.6335,2
cuda,volo_d1_224,128,17.3394,18.7915,41
cuda,xcit_large_24_p8_224,11,38.9518,18.4448,78
