dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,6.096706,0.000162
cuda,beit_base_patch16_224,64,4.224169,0.000227
cuda,botnet26t_256,128,3.228665,0.000323
cuda,cait_m36_384,4,14.003415,0.000503
cuda,coat_lite_mini,128,3.654384,0.000210
cuda,convit_base,64,3.951193,0.000218
cuda,convmixer_768_32,32,1.715009,0.000147
cuda,convnext_base,64,7.033294,0.000245
cuda,crossvit_9_240,128,6.052789,0.000292
cuda,cspdarknet53,64,6.156065,0.000526
cuda,deit_base_distilled_patch16_224,64,3.388471,0.000196
cuda,dla102,128,6.737315,0.000204
cuda,dm_nfnet_f0,128,6.581312,0.000315
cuda,dpn107,32,10.283850,0.000879
cuda,eca_botnext26ts_256,128,3.423764,0.000328
cuda,ese_vovnet19b_dw,128,2.677894,0.000256
cuda,fbnetc_100,128,5.067139,0.000497
cuda,fbnetv3_b,128,8.840410,0.000682
cuda,gernet_l,128,5.190560,0.000456
cuda,ghostnet_100,128,7.795719,0.000178
cuda,gluon_inception_v3,128,6.167934,0.000197
cuda,gluon_xception65,32,8.253904,0.000176
cuda,gmixer_24_224,128,6.180515,0.000253
cuda,gmlp_s16_224,128,6.069354,0.000220
cuda,hrnet_w18,128,9.852145,0.000521
cuda,inception_v3,128,6.120690,0.000181
cuda,jx_nest_base,32,6.824912,0.000294
cuda,lcnet_050,128,2.522427,0.000238
cuda,mixer_b16_224,128,3.026769,0.000133
cuda,mixnet_l,128,8.774009,0.000552
cuda,mnasnet_100,128,4.110408,0.000456
cuda,mobilenetv2_100,128,4.168326,0.000462
cuda,mobilenetv3_large_100,128,4.340921,0.000354
cuda,mobilevit_s,64,5.563779,0.000389
cuda,nfnet_l0,128,5.624622,0.000284
cuda,pit_b_224,64,3.915398,0.000215
cuda,pnasnet5large,16,8.517908,0.000429
cuda,poolformer_m36,64,7.975964,0.000316
cuda,regnety_002,128,4.905653,0.000388
cuda,repvgg_a2,128,5.002231,0.000485
cuda,res2net101_26w_4s,64,10.924958,0.000296
cuda,res2net50_14w_8s,128,9.326517,0.000278
cuda,res2next50,128,5.433837,0.000207
cuda,resmlp_12_224,128,2.956448,0.000147
cuda,resnest101e,64,11.506346,0.000389
cuda,rexnet_100,128,5.924892,0.000407
cuda,sebotnet33ts_256,64,4.333869,0.000403
cuda,selecsls42b,128,2.628105,0.000109
cuda,spnasnet_100,128,5.107049,0.000484
cuda,swin_base_patch4_window7_224,64,8.708664,0.000465
cuda,swsl_resnext101_32x16d,32,6.547814,0.000243
cuda,tf_efficientnet_b0,128,5.298995,0.000423
cuda,tf_mixnet_l,128,9.631410,0.000534
cuda,tinynet_a,128,6.110857,0.000474
cuda,tnt_s_patch16_224,128,7.304458,0.000300
cuda,twins_pcpvt_base,64,10.736472,0.000363
cuda,visformer_small,128,2.938269,0.000174
cuda,vit_base_patch16_224,64,3.328252,0.000179
cuda,volo_d1_224,64,5.391939,0.000249
cuda,xcit_large_24_p8_224,5,12.615458,0.000465
