dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.986112,17.404183,14.761752,7.847199,2.603468,12.468854,3.040109,1.550178,0.151952,6.917184,9.936623
cuda,AlbertForQuestionAnswering,4,20.017379,17.464610,14.760680,7.848709,2.539529,12.448317,2.964982,1.514544,0.147275,3.247489,9.851574
cuda,BartForCausalLM,4,26.472517,20.687290,17.457318,9.886753,1.993045,14.174351,3.817621,1.919294,0.297749,2.548622,9.219909
cuda,BartForConditionalGeneration,2,56.231729,43.894938,40.497455,21.611294,5.102046,24.674372,10.040955,4.799180,1.277496,0.430830,16.165823
cuda,BertForMaskedLM,16,26.925447,21.414212,17.947420,10.445766,2.370335,13.798640,3.799026,1.958503,0.305897,2.885591,8.804942
cuda,BertForQuestionAnswering,16,27.508654,21.961774,18.173003,10.610365,2.568636,14.156263,3.768851,1.968303,0.302538,2.653400,9.214857
cuda,BlenderbotForCausalLM,4,42.554076,30.521484,27.839167,13.366844,4.130385,19.442487,7.810488,3.965924,0.912158,8.149226,16.565017
cuda,BlenderbotSmallForCausalLM,64,17.700820,13.753336,10.642003,5.718768,1.357365,8.853771,2.278772,1.310064,0.171216,3.110384,6.764613
cuda,BlenderbotSmallForConditionalGeneration,64,38.724881,30.516662,26.969660,14.655540,3.498017,18.136856,6.556887,3.245899,0.665963,2.271657,11.936513
cuda,CamemBert,16,25.241528,19.726364,17.126394,9.605281,2.335068,12.212615,3.772046,1.972872,0.310920,1.668261,8.018889
cuda,DebertaForMaskedLM,4,33.047140,25.542593,22.783041,15.468623,2.455991,22.880898,4.468765,2.272983,0.286872,3.353342,13.159866
cuda,DebertaForQuestionAnswering,8,34.226318,27.020359,23.882326,16.423593,2.206338,25.296258,4.726583,2.529803,0.286450,4.030191,14.411515
cuda,DebertaV2ForMaskedLM,1,50.731818,35.978285,33.168491,18.573233,3.661572,24.323055,6.032175,3.476222,0.547118,1.289101,16.205552
cuda,DebertaV2ForQuestionAnswering,2,49.345582,34.432675,31.632952,17.503622,3.666013,23.632143,7.095554,4.711021,0.560008,16.880977
cuda,DistilBertForMaskedLM,128,18.991079,16.555060,12.995726,9.071195,1.336849,12.755579,2.378782,1.083584,0.122702,7.437053,6.709449
cuda,DistilBertForQuestionAnswering,256,19.168018,16.770982,12.893635,9.085707,1.311316,13.115899,2.383523,1.085676,0.116396,8.519599,7.019641
cuda,DistillGPT2,16,17.430890,14.995614,11.116260,7.731943,1.234890,11.448135,2.426360,0.983217,0.116454,5.037326,6.483228
cuda,ElectraForCausalLM,32,27.807411,22.290804,18.618622,10.921727,2.397768,14.544344,4.012557,2.051382,0.317799,9.826128,9.148646
cuda,ElectraForQuestionAnswering,64,27.522934,21.921158,18.130872,10.552339,2.555965,13.770068,3.817999,1.966687,0.307781,3.006067,8.855808
cuda,GPT2ForSequenceClassification,4,25.471296,20.692613,16.879383,10.279636,2.272399,12.827720,4.096730,1.825299,0.265940,2.271571,7.700233
cuda,LayoutLMForMaskedLM,16,26.677732,20.814214,17.893247,10.194712,2.420427,13.454743,3.895339,2.006923,0.316687,2.962865,8.823094
cuda,LayoutLMForSequenceClassification,16,25.933431,20.434232,17.694849,10.075675,2.355298,14.580292,4.526605,2.227200,0.310585,7.689049,9.922004
cuda,M2M100ForConditionalGeneration,16,54.585562,42.238175,39.233755,20.612076,5.859215,27.237753,10.365282,5.842789,1.471095,26.954676,20.145355
cuda,MBartForCausalLM,4,26.828774,21.062934,17.955063,10.630883,2.201779,15.179320,4.011513,2.031004,0.324888,2.352551,9.839493
cuda,MBartForConditionalGeneration,2,57.495636,45.183954,42.166870,23.318103,6.158417,27.935570,10.634024,5.034073,1.411024,0.387907,18.489933
cuda,MT5ForConditionalGeneration,16,42.258925,33.736277,31.094953,18.136292,3.892213,21.677328,6.067830,2.766838,0.522736,36.014097,12.586545
cuda,MegatronBertForCausalLM,4,45.431931,34.587503,31.369802,16.720577,4.334584,21.045379,8.433814,4.015951,0.958590,3.057939,15.551042
cuda,MegatronBertForQuestionAnswering,8,45.179427,34.307405,31.125091,16.603889,5.069394,20.946417,8.334852,3.916624,0.950347,2.937310,15.462717
