dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BertForMaskedLM,64,3.214523,6.713922
cuda,BertForQuestionAnswering,64,3.222403,6.929973
cuda,BigBird,1,10.942507,5.942939
cuda,BlenderbotSmallForCausalLM,64,2.709453,4.406236
cuda,CamemBert,1,3.189798,6.605680
cuda,DistilBertForMaskedLM,16,1.508500,4.884883
cuda,DistilBertForQuestionAnswering,32,1.500095,4.987705
cuda,DistillGPT2,1,1.397623,2.911076
cuda,ElectraForCausalLM,1,3.239412,6.779300
cuda,ElectraForQuestionAnswering,64,3.235357,6.767790
cuda,LayoutLMForMaskedLM,16,3.426089,7.107193
cuda,LayoutLMForSequenceClassification,16,3.362219,6.892732
cuda,M2M100ForConditionalGeneration,2,13.263743,17.498981
cuda,MBartForCausalLM,16,4.704180,6.443656
cuda,MegatronBertForCausalLM,2,8.838994,14.372791
cuda,MegatronBertForQuestionAnswering,8,8.666801,14.694354
cuda,PLBartForCausalLM,16,1.991293,3.082175
cuda,PLBartForConditionalGeneration,8,4.181376,9.071918
cuda,PegasusForCausalLM,8,4.764525,6.335429
cuda,PegasusForConditionalGeneration,4,12.726586,16.542961
cuda,RobertaForCausalLM,4,3.183479,6.840097
cuda,RobertaForQuestionAnswering,64,3.211983,6.925637
cuda,Speech2Text2ForCausalLM,64,2.094592,3.084284
cuda,TrOCRForCausalLM,8,4.587420,6.331164
