dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.0100,2.5989,0.9998
cuda,Background_Matting,4,0.9994,1.7385,1.0203
cuda,LearningToPaint,96,1.0014,0.6292,1.0000
cuda,Super_SloMo,6,0.9994,1.3067,1.0035
cuda,alexnet,128,0.9990,0.2528,1.0012
cuda,attention_is_all_you_need_pytorch,256,1.0087,2.2874,1.0027
cuda,dcgan,32,0.9811,0.2529,1.0066
cuda,demucs,4,0.9986,0.5475,1.0002
cuda,densenet121,4,0.9994,5.7069,1.0000
cuda,dlrm,2048,0.9986,0.5413,0.9999
cuda,drq,1,1.0044,0.2574,1.0000
cuda,fastNLP_Bert,6,0.9988,2.7258,1.0001
cuda,functorch_dp_cifar10,64,0.9974,0.5237,1.0000
cuda,hf_Albert,8,0.9998,1.2088,1.0001
cuda,hf_Bart,4,1.0126,3.4298,1.0005
cuda,hf_Bert,4,1.0355,2.5883,0.9997
cuda,hf_BigBird,2,0.9968,8.5390,1.0008
cuda,hf_DistilBert,8,1.0000,0.9618,0.9984
cuda,hf_GPT2,4,1.0203,2.0182,1.0009
cuda,hf_GPT2_large,4,1.0003,10.1870,1.0000
cuda,hf_Longformer,2,0.9639,7.3207,1.0006
cuda,hf_Reformer,4,0.9984,2.5184,0.3937
cuda,hf_T5,8,1.0014,2.5640,1.0000
cuda,hf_T5_large,2,1.0149,20.1088,1.0000
cuda,lennard_jones,1000,0.9681,0.2330,1.0000
cuda,mnasnet1_0,32,0.9961,1.4962,1.0013
cuda,mobilenet_v2,96,0.9989,1.4309,1.0001
cuda,mobilenet_v3_large,32,1.0062,1.6970,1.0015
cuda,moco,32,0.9941,4.8379,1.0044
cuda,nvidia_deeprecommender,256,0.9984,0.2653,1.0000
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9956,0.5593,0.9977
cuda,pytorch_stargan,16,0.9968,0.5448,1.0012
cuda,pytorch_struct,200,0.9933,0.3461,1.0000
cuda,pytorch_unet,1,0.9991,0.6484,0.9966
cuda,resnet18,16,1.0002,0.5986,1.0014
cuda,resnet50,32,1.0005,1.5732,1.0018
cuda,resnext50_32x4d,8,1.0033,1.6000,1.0012
cuda,shufflenet_v2_x1_0,128,0.9999,1.7251,1.0004
cuda,soft_actor_critic,256,0.9796,0.2868,1.0000
cuda,speech_transformer,32,1.0054,3.5337,0.9998
cuda,squeezenet1_1,32,0.9934,0.4468,1.0000
cuda,tacotron2,64,0.9788,12.8787,0.9951
cuda,timm_efficientdet,1,0.9774,29.5383,1.0321
cuda,timm_efficientnet,32,0.9555,2.9996,0.9997
cuda,timm_nfnet,128,0.9994,3.4075,0.9798
cuda,timm_regnet,32,0.9750,4.0517,1.0006
cuda,timm_resnest,32,1.0061,0.8202,1.0000
cuda,timm_vision_transformer,8,1.0018,1.5481,1.0013
cuda,timm_vision_transformer_large,8,0.9993,9.1123,0.9991
cuda,timm_vovnet,32,0.9209,1.9044,1.0052
cuda,tts_angular,64,0.9818,0.3166,1.0030
cuda,vgg16,64,0.9995,0.2568,0.9999
cuda,yolov3,16,0.9992,4.1774,1.0054
