dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,3.099341,58.733660,49.855259,1.704468,65.954441,5.272469,1.397821,0.193147,10.968668,28.912739
cuda,Background_Matting,4,2.330654,41.727516,34.941789,1.235388,73.196427,4.110056,1.794929,0.145949,0.000015,39.584152
cuda,LearningToPaint,96,0.750484,25.896671,23.199971,0.534919,47.421699,1.063616,0.457949,0.067269,0.264127,25.061088
cuda,alexnet,128,0.204424,11.321371,10.841959,0.125383,22.221651,0.437484,0.183491,0.014525,0.147304,11.659772
cuda,attention_is_all_you_need_pytorch,256,2.813604,65.674647,56.563771,1.961776,83.179586,4.414132,1.533781,0.233185,19.967740,48.685229
cuda,dcgan,32,0.198462,8.162052,7.655523,0.119140,14.012728,0.176371,0.069450,0.013153,0.123752,6.608744
cuda,demucs,4,0.489381
cuda,densenet121,4,7.464257,185.136914,164.540706,2.995821,317.466542,11.936499,3.664121,0.363380,0.000024,156.203505
cuda,drq,1,0.302074,11.740448,11.190507,0.091771,21.435867,0.148303,0.063723,0.014969,0.299188,10.647100
cuda,fastNLP_Bert,6,3.056732,79.406584,71.972039,1.655606,91.293822,4.637535,1.516423,0.191106,13.037190,34.141445
cuda,functorch_dp_cifar10,64,0.567169,19.108874,16.198134,0.619083,49.209323,2.051118,0.584918,0.063207,16.152379,49.831470
cuda,hf_Albert,8,1.514630,19.133163,12.229806,1.579979,37.925354,2.656232,1.005234,0.129864,22.283186,49.656730
cuda,hf_Bart,4,4.017223,50.150281,39.398704,1.820968,77.922915,4.711555,1.647003,0.223785,21.415932,61.914679
cuda,hf_Bert,4,3.025343,38.295065,30.446636,1.501108,39.864237,3.194801,1.284436,0.181044,1.742956,12.783688
cuda,hf_BigBird,2,10.061716,14.761064,8.930932,1.365660,18.068668,2.562155,1.155758,0.218548,12.773451,23.411260
cuda,hf_GPT2,4,2.588741,32.833301,26.236113,1.491889,38.590166,3.489264,1.626514,0.165749,9.247349,23.200799
cuda,hf_GPT2_large,4,12.164969,122.299035,101.556343,4.069904,129.579165,11.121165,3.615930,0.474485,8.674745,41.090311
cuda,hf_Reformer,4,2.949602,34.823730,32.323688,0.560689,39.330196,1.182708,0.579512,0.062427,10.181708,17.804383
cuda,hf_T5,8,3.298807,57.117722,47.659316,1.527051,78.997854,3.881433,1.307830,0.216599,12.242643,45.251170
cuda,hf_T5_large,2,22.849711,256.008704,213.362131,6.328979,295.901204,21.373378,4.896845,0.829799,28.289471,117.719196
cuda,lennard_jones,1000,0.163568,1.646813,1.369804,0.054039,3.221210,0.068723,0.037464,0.006428,0.113351,2.024551
cuda,mnasnet1_0,32,2.034140,60.201473,53.058140,1.279990,103.892369,3.236786,1.296465,0.158586,13.522729,65.737232
cuda,mobilenet_v2,96,1.945089,68.863766,61.804043,1.684159,113.809913,3.335624,1.383973,0.168182,0.425653,54.218617
cuda,mobilenet_v3_large,32,2.173357,66.096912,58.691311,1.624475,119.733099,3.407179,1.768541,0.180447,13.696962,76.469912
cuda,moco,32,5.836738,80.089200,71.440683,2.654731,104.995096,4.431744,1.876007,0.210906,14.652999,51.029167
cuda,nvidia_deeprecommender,256,0.206671,3.320304,2.941904,0.081055,8.966282,0.129327,0.056560,0.008692,1.586905,7.699762
cuda,pytorch_CycleGAN_and_pix2pix,1,0.682606,12.884322,9.629349,0.595927,18.060314,1.717198,0.721317,0.067130,0.239537,9.315814
cuda,pytorch_stargan,16,0.660984,10.484018,7.577703,0.453018,29.721977,0.805070,0.287351,0.050540,112.812670,135.450763
cuda,pytorch_unet,1,0.861097,26.787503,23.853831,0.552991,41.658138,1.721041,0.568357,0.063139,0.251970,18.652605
cuda,resnet18,16,0.731918,20.574663,17.805104,0.559314,46.255313,1.609382,0.581182,0.061710,13.199943,42.253687
cuda,resnet50,32,2.052004,11.587682,4.337238,1.204366,6.360451,2.917250,1.135711,0.151433,0.407561,3.737382
cuda,resnext50_32x4d,8,2.074146,32.139121,24.798943,1.122912,59.397017,2.363197,1.036501,0.144804,15.763523,51.585995
cuda,shufflenet_v2_x1_0,128,2.231440,48.320898,40.680401,1.613934,83.843189,4.192699,1.716974,0.177469,0.000009,45.103749
cuda,soft_actor_critic,256,0.201195,2.110456,1.859370,0.056486,4.688800,0.069001,0.035935,0.006301,0.173144,3.067975
cuda,speech_transformer,32,4.049822,63.153728,54.072976,1.914681,75.351450,4.346435,1.762085,0.238339,42.789424,66.398818
cuda,squeezenet1_1,32,0.471590,12.086539,10.560776,0.242107,22.702905,0.703353,0.360830,0.040544,0.177818,12.579899
cuda,timm_efficientnet,32,3.473624,54.045535,45.115356,1.527520,100.714953,4.524625,1.655241,0.205305,0.490101,57.744702
cuda,timm_nfnet,128,3.935287,55.275702,42.249727,2.130752,80.292942,5.594666,1.455993,0.207788,0.697569,41.389873
cuda,timm_regnet,32,4.895129,41.150046,29.663726,1.518998,66.961150,3.763388,1.878992,0.226653,0.518862,39.495251
cuda,timm_resnest,32,1.024051,35.330457,31.713357,0.910266,69.022714,3.268713,1.243245,0.089926,57.332602,95.604737
cuda,timm_vovnet,32,2.185137,31.246875,25.724667,1.260939,86.322658,3.446651,1.459112,0.123042,0.000009,61.943219
cuda,tts_angular,64,0.239902,1.082495,0.969921,0.038574,1.906989,0.026358,0.013167,0.001440,0.000008,0.978725
cuda,vgg16,64,0.309055,9.912029,9.028567,0.172529,16.706313,0.721227,0.242402,0.024824,0.215548,8.077941
