dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.091969,6.947759,2.133460,8.905961,3.727743,1.353002,0.269090,7.449629,4.365352
cuda,Background_Matting,4,1.463503,5.138829,2.002944,8.891202,4.621441,1.976582,0.188092,5.833905
cuda,LearningToPaint,96,0.609385,2.521663,0.758717,3.348319,0.953131,0.453337,0.065304,1.615247
cuda,Super_SloMo,6,1.787192,7.343240,2.576562,10.189919,5.168431,2.163119,0.115701,5.497636
cuda,alexnet,128,0.109731,1.597028,0.191673,2.953909,0.708245,0.424507,0.013335,1.554123
cuda,attention_is_all_you_need_pytorch,256,1.851147,21.399614,1.988425,23.954114,3.829755,1.531548,0.307454,8.478828,4.921990
cuda,dcgan,32,0.120455,1.937603,0.148093,2.519930,0.160371,0.076696,0.011093,2.440371,0.736439
cuda,demucs,4,0.221232
cuda,densenet121,4,3.504158,13.733853,5.154896,20.370080,11.451025,4.215727,0.549047,12.294296
cuda,dlrm,1024,0.205653,1.039577,0.146589,1.982315,0.331148,0.099593,0.017162,1.096112
cuda,drq,1,0.213231,1.717194,0.119362,2.698949,0.112454,0.058234,0.012477,1.107862
cuda,fastNLP_Bert,6,2.185223,8.296623,2.222503,11.536499,2.988645,1.635844,0.254781,4.197526,5.553524
cuda,hf_Albert,8,1.737236,3.333475,2.126133,6.450345,2.666078,1.063641,0.138580,5.319151,2.576198
cuda,hf_Bart,4,2.438116,9.432474,2.962809,13.336262,4.356572,1.722207,0.353787,3.501633,6.987199
cuda,hf_Bert,4,2.276494,6.481631,1.937035,9.069412,3.423287,1.300705,0.248874,4.612823,0.377520
cuda,hf_DistilBert,8,0.928951,3.543388,1.031027,5.355154,1.878786,0.711881,0.111151,3.143882,1.856535
cuda,hf_GPT2,4,2.178870,4.369604,1.615020,7.128946,3.049590,1.215495,0.216020,4.450894,1.830010
cuda,hf_GPT2_large,4,7.632396,11.382180,4.891801,17.551546,9.233700,3.385006,1.068409,11.292002,1.180045
cuda,hf_Reformer,4,2.088445,7.574643,0.668286,8.409210,1.194734,0.520020,0.045124,3.506367,1.535862
cuda,hf_T5,8,3.122797,6.795365,1.909206,11.867736,4.203352,1.376648,0.287323,5.154998,7.094083
cuda,hf_T5_large,2,16.624274,21.242537,8.861011,36.585689,20.215599,5.199009,2.374527,22.535128,24.688902
cuda,lennard_jones,1000,0.069391,0.913652,0.055645,1.492710,0.043681,0.028399,0.005481,0.638306
