dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,31.625858,27.333563,24.950568,14.469912,8.716750,17.628142,4.927548,2.826945,0.368956,11.492810,27.639096,23.625144
cuda,Background_Matting,4,27.100435,24.110743,20.346909,11.828207,3.049297,18.630249,6.464805,3.376692,0.286127,18.472995,34.040794,28.574642
cuda,LearningToPaint,96,14.701339,13.535531,10.539022,7.176211,1.368607,10.633272,1.504553,0.882425,0.093445,13.812235,26.120698,18.736664
cuda,Super_SloMo,6,25.620514,23.124747,20.505828,12.526037,2.954162,17.897201,6.513169,2.973802,0.182278,8.236633,16.738161,7.856680
cuda,alexnet,128,6.742389,6.365641,3.797452,3.269061,0.881688,6.521768,0.908228,0.374810,0.020082,5.073017,9.222617,4.921153
cuda,attention_is_all_you_need_pytorch,256,32.864503,28.935019,26.397700,15.755527,10.870940,19.257994,5.452470,2.753825,0.451130,14.369316,32.673536,29.029801
cuda,dcgan,32,6.211297,5.873507,3.292011,2.677974,0.241174,3.485217,0.254707,0.140901,0.016264,0.119819,1.315445
cuda,demucs,4,13.668635,12.561854,9.927628,8.508342,0.612050,13.252321,1.416071,0.816129,0.058728,6.528963,9.661256,11.933220
cuda,densenet121,4,59.481758,52.221082,49.427311,28.461515,8.239111,38.870186,15.636063,6.575927,0.811541,29.658258,58.824454,49.311571
cuda,drq,1,6.976611,6.431653,3.725235,3.116003,0.778082,4.419517,0.256534,0.151737,0.020452,0.269878,2.370434
cuda,fastNLP_Bert,6,36.564666,32.038604,28.665016,19.114964,8.879277,22.024041,5.184454,2.599126,0.360904,0.564744,6.565686,12.604382
cuda,functorch_dp_cifar10,64,13.148342,12.157219,9.545520,6.402425,1.675005,11.337055,2.622613,1.097697,0.085193,28.335368,37.712592,35.038002
cuda,hf_Albert,8,28.266628,25.849148,23.057589,15.552292,8.066538,20.959030,3.384560,1.634037,0.166230,2.672777,10.144036,16.314327
cuda,hf_Bart,4,47.989197,39.538161,35.433681,23.489715,10.783710,28.802935,5.976258,3.309533,0.346188,5.063685,4.398296,21.485447
cuda,hf_Bert,4,32.328110,26.952854,24.420223,15.060457,8.161653,18.236475,5.161016,2.423424,0.347736,0.615969,8.410715,12.192226
cuda,hf_Bert_large,4,56.670984,44.511888,41.920568,23.510561,15.967844,27.135536,10.090776,4.699130,0.968536,0.724427,12.524567,20.790180
cuda,hf_BigBird,2,82.888801,71.272171,68.580699,38.696147,24.931965,49.986827,22.940247,11.178725,0.647130,15.495269,9.714649,52.475925
cuda,hf_DistilBert,8,20.119950,17.983234,14.359597,9.429419,4.602392,12.413904,2.285871,1.305530,0.149942,2.149478,6.535281,9.862037
cuda,hf_GPT2,4,27.374785,23.437633,20.342511,11.954616,7.413849,13.979665,4.197967,2.170353,0.309000,0.477553,2.746326,10.135056
cuda,hf_GPT2_large,4,68.652416,54.464656,51.721427,27.557642,20.223600,35.216497,14.814358,6.427674,1.645293,1.070906,2.509558,29.966947
cuda,hf_Reformer,4,24.749314,21.892533,19.381530,16.364759,2.288284,18.102068,1.616764,0.950217,0.074719,0.448495,5.235214,4.596051
cuda,hf_T5,8,39.784325,34.672955,30.806102,20.711294,9.877812,25.695592,4.640778,2.237697,0.305192,4.603556,10.494099,19.739659
cuda,hf_T5_large,2,114.952915,91.996238,89.117235,49.103284,38.156755,54.698214,20.466503,8.421355,1.883159,6.694424,37.640444,51.526383
cuda,lennard_jones,1000,4.863797,4.562549,2.264166,1.768343,0.525620,2.277789,0.118863,0.084409,0.009255,0.110801,1.155980
cuda,mnasnet1_0,32,25.901431,23.276046,20.641368,12.585359,2.971356,17.519741,4.313108,2.597277,0.254580,41.783658,79.941898,49.927132
cuda,mobilenet_v2,96,27.504056,24.819946,22.187901,13.600462,3.392042,17.741050,4.756229,2.459378,0.279582,46.006037,99.841451,53.796335
cuda,mobilenet_v3_large,32,28.858399,25.886997,23.237355,14.116322,3.770704,20.175020,5.271042,2.639220,0.292127,67.643069,104.443088,77.729321
cuda,nvidia_deeprecommender,256,5.627846,5.257242,2.906845,2.331084,1.138127,4.423861,0.181341,0.116295,0.012725,0.697264,3.943342,0.559888
cuda,phlippe_densenet,128,28.835258,26.019470,23.401441,15.078433,3.379309,21.060982,5.209772,2.739551,0.275394,60.933362,133.103160,70.544809
cuda,phlippe_resnet,128,12.159747,11.034537,8.464132,5.325602,1.247982,7.541912,1.272418,0.839775,0.086467,9.076285,17.041325,12.633015
cuda,pytorch_CycleGAN_and_pix2pix,1,13.074047,12.079906,9.490074,6.042101,1.200193,9.421112,2.186046,1.119290,0.086365,9.929326,19.467891,14.594042
cuda,pytorch_stargan,16,13.186015,12.166368,9.556709,6.049070,1.078969,9.011044,1.442216,0.662421,0.076486,14.849411,29.382893,18.987627
cuda,pytorch_struct,200,6.608296,6.027274,3.613998,2.639392,1.506433,5.495796,0.502017,0.226876,0.027885,0.000004,4.390580,8.977431
cuda,pytorch_unet,1,15.171928,13.809951,11.216740,7.342373,1.476870,11.457198,2.540718,1.333692,0.104853,23.070287,41.014013,28.771461
cuda,resnet152,32,59.981363,50.311764,47.495409,22.673357,9.506831,26.480635,11.134976,6.099597,1.108077,16.932023,33.958948,30.997921
cuda,resnet18,16,14.473994,13.344209,10.706096,7.460318,1.370460,10.701993,2.124245,1.005547,0.088335,12.358836,26.932657,17.064179
cuda,resnet50,32,24.811758,22.056869,19.394435,11.010190,3.279201,15.138184,3.975814,2.695024,0.263819,16.112428,34.913761,23.765760
cuda,resnext50_32x4d,8,23.912063,21.190990,18.548249,10.181503,3.127835,14.385973,3.726837,2.254529,0.249282,12.452518,22.739043,20.030220
cuda,shufflenet_v2_x1_0,128,27.090570,24.123974,21.473720,12.364946,3.571335,16.987818,5.296641,3.180937,0.327083,21.871390,46.923955,30.337473
cuda,soft_actor_critic,256,6.373046,6.031015,3.042683,2.708650,0.533741,4.112028,0.101397,0.068310,0.008427,0.314792,2.262610
cuda,speech_transformer,32,39.047995,33.590677,31.184737,19.052881,11.621200,23.690424,6.674489,3.320128,0.398676,0.000027,28.655200,16.880347
cuda,squeezenet1_1,32,8.932671,8.087181,5.467935,4.112940,0.539735,8.021033,1.679075,0.888787,0.061932,10.550639,15.037402,10.363435
cuda,timm_efficientdet,1,104.779964,78.113229,75.082284,39.505522,15.484378,57.226338,23.780714,9.237274,1.643534,84.728058,141.913229,118.963448
cuda,timm_efficientnet,32,32.537854,28.127390,25.266580,15.080973,4.023724,21.456226,6.219670,2.933994,0.351941,66.615052,104.762597,77.313690
cuda,timm_nfnet,128,31.222079,25.609066,22.790759,12.012040,4.700621,18.824949,6.474312,3.074798,0.353474,25.596981,31.568219,37.418617
cuda,timm_regnet,32,33.550869,27.385582,24.587811,13.045049,4.247904,17.706693,6.128260,2.992011,0.426830,25.627744,30.552452,34.876521
cuda,timm_resnest,32,18.769665,17.225612,14.506765,10.317225,1.761997,15.677633,3.663707,1.796824,0.122433,47.513744,77.430429,54.757305
cuda,timm_vision_transformer,32,23.529476,20.738940,18.049666,11.466693,6.497725,19.433319,4.016565,2.120729,0.274907,10.053756,15.378457,24.696740
