dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,2.8678,18.2517,72.1644,0.9428
cuda,Background_Matting,4,1.2647,99.8788,72.6409,0.8484
cuda,LearningToPaint,96,1.2974,8.6397,46.5777,0.5925
cuda,Super_SloMo,6,1.2457,64.1754,42.7830,0.8615
cuda,alexnet,128,1.1246,8.7886,16.4679,0.7388
cuda,attention_is_all_you_need_pytorch,256,1.4741,37.1367,81.1552,0.9689
cuda,dcgan,32,1.4652,1.4166,8.0331,0.7955
cuda,demucs,4,1.0396,51.7484,29.8507,0.7829
cuda,densenet121,4,2.5551,20.5174,139.3796,0.7085
cuda,detectron2_fcos_r_50_fpn,0,0.0000
cuda,dlrm,0,0.0000
cuda,doctr_det_predictor,0,0.0000
cuda,doctr_reco_predictor,0,0.0000
cuda,drq,1,1.4870,2.0924,10.0125,0.6429
cuda,fastNLP_Bert,6,1.4631,36.5750,57.1840,1.0496
cuda,functorch_dp_cifar10,64,3.3003,3.0573,58.2765,0.3991
cuda,hf_Albert,8,2.2476,30.5228,53.3249,1.0740
cuda,hf_Bart,4,1.6708,36.0890,73.4302,0.7535
cuda,hf_Bert,4,1.5075,26.9393,53.2579,0.9680
cuda,hf_Bert_large,4,1.4613,56.9110,90.3334,1.0419
cuda,hf_BigBird,2,2.5124,74.1576,153.9177,0.6970
cuda,hf_DistilBert,8,1.4083,22.4821,35.2015,0.8476
cuda,hf_GPT2,4,1.7579,28.4837,40.9562,0.9320
cuda,hf_GPT2_large,4,1.6136,130.3115,101.8609,0.8906
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1868,69.5211,37.0283,0.5798
cuda,hf_T5,8,1.8709,97.2292,68.6918,1.1036
cuda,hf_T5_large,2,2.2383,96.7533,203.6054,0.8109
cuda,lennard_jones,1000,1.5679,0.9683,6.4871,0.5317
cuda,mnasnet1_0,32,1.6699,13.0061,114.8775,0.7139
cuda,mobilenet_v2,96,1.4884,31.8554,136.0563,1.0106
cuda,mobilenet_v3_large,32,2.0071,13.0223,144.2859,0.7263
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8729,11.6549,10.0575,0.6857
cuda,phlippe_densenet,128,2.0318,11.4269,172.4295,0.8058
cuda,phlippe_resnet,128,1.7949,5.0311,33.4556,0.3169
cuda,pytorch_CycleGAN_and_pix2pix,1,2.1859,5.9946,37.8898,0.5904
cuda,pytorch_stargan,16,1.2402,11.8191,47.3575,0.7715
cuda,pytorch_struct,200,1.4641,3.1012,20.4726,0.7274
cuda,pytorch_unet,1,1.4087,28.3661,62.5921,0.8134
cuda,resnet152,32,1.1978,53.4148,109.7263,0.8499
cuda,resnet18,16,1.5607,5.7825,46.8536,0.5447
cuda,resnet50,32,1.1769,22.2859,68.2669,0.7828
cuda,resnext50_32x4d,8,1.6663,11.6063,55.1289,0.6658
cuda,shufflenet_v2_x1_0,128,1.5479,19.3320,83.5037,0.8615
cuda,soft_actor_critic,256,1.1444,1.8115,9.4322,0.6067
cuda,speech_transformer,32,1.5526,36.8587,85.7666,0.8651
cuda,squeezenet1_1,32,1.8602,5.3749,24.4874,0.7730
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,2.7044,48.4130,282.5334,0.9825
cuda,timm_efficientnet,32,1.5219,22.7082,149.0207,0.9282
cuda,timm_nfnet,128,1.5452,77.0615,75.0930,0.9689
cuda,timm_regnet,32,1.0395,55.6649,74.6253,0.8497
cuda,timm_resnest,32,1.6730,14.5097,104.2952,0.8625
cuda,timm_vision_transformer,32,1.4915,18.7578,54.4385,0.8593
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,0.9783,26.5361,64.6016,0.7529
cuda,torchrec_dlrm,0,0.0000
cuda,tts_angular,64,0.8677,7.2596,6.4581,0.9866
cuda,vgg16,64,1.2473,53.1288,16.7382,0.7230
cuda,yolov3,16,1.1862,58.5026,121.6090,0.8919
