dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.504212,20.947652,2.781551,23.727013,4.243547,1.471566,0.285061,0.000005,5.688422
cuda,Background_Matting,4,1.540988,5.230526,1.966202,9.122250,4.882965,1.956368,0.202625,0.558596,6.514486
cuda,LearningToPaint,96,0.613774,2.850101,0.840880,3.776177,1.095592,0.720784,0.074816,0.249828,2.054741
cuda,Super_SloMo,6,1.763435,7.794576,2.245467,8.862868,4.498416,1.711126,0.106555,0.381306,3.945741
cuda,alexnet,128,0.132189,1.647663,0.190464,2.385855,0.438076,0.190411,0.013985,0.128765,1.064512
cuda,attention_is_all_you_need_pytorch,256,2.035596,9.295438,2.431813,12.236359,4.113188,1.692258,0.334085,20.316364,25.812799
cuda,dcgan,32,0.120755,1.391266,0.171880,2.029191,0.179204,0.075959,0.012376,0.103486,0.921402
cuda,demucs,4,0.280121
cuda,densenet121,4,3.635395,14.759850,5.670080,22.055012,12.760925,3.949657,0.644504,0.956329,14.186298
cuda,drq,1,0.220563,1.674320,0.133130,2.653565,0.149725,0.073678,0.014205,0.250872,1.372233
cuda,fastNLP_Bert,6,2.629731,22.503577,2.228293,25.195786,4.085510,1.610622,0.282265,12.961492,17.996335
cuda,functorch_dp_cifar10,64,0.495513,3.169198,1.135994,5.691294,2.260295,0.663810,0.072302,17.202898,20.907618
cuda,hf_Albert,8,1.957529,4.087218,1.851462,6.789272,2.534597,1.063034,0.143753,23.278219,28.151471
cuda,hf_Bart,4,2.914790,8.439603,2.913077,12.697413,4.872587,1.842591,0.388534,20.785931,28.104572
cuda,hf_Bert,4,2.474889,6.724802,2.642539,8.743346,3.173811,1.411940,0.283243,1.830977,6.609249
