dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,2.666311,11.315637,4.617484,16.702339,8.794240,3.799923,0.604070,1.264466,11.453648
cuda,beit_base_patch16_224,64,1.768210,5.840944,2.110431,9.318433,3.565824,1.463030,0.236548,9.497153,15.182230
cuda,botnet26t_256,128,1.659743,10.332907,2.882207,14.437671,6.093655,2.203351,0.154208,99.980213,107.046395
cuda,cait_m36_384,2,6.001997,13.007890,6.956218,25.024692,13.548593,5.615074,1.735378,65.266876,84.606733
cuda,coat_lite_mini,128,1.666296,7.131167,3.228439,14.106525,5.835645,2.273173,0.205134,216.353514,226.653184
cuda,convit_base,32,1.809006,6.066080,2.983216,10.800152,4.191296,1.844836,0.273413,51.761140,59.601876
cuda,convmixer_768_32,32,2.253759,4.882336,2.398277,7.645443,2.383580,1.242746,0.271946,2.852307,8.154944
cuda,convnext_base,32,2.263250,8.781441,4.848660,21.725838,9.557147,3.450120,0.512748,107.385838,125.350422
cuda,crossvit_9_240,64,2.723852,8.467172,3.518690,13.148291,5.952900,2.250112,0.374994,109.270323,117.927773
cuda,cspdarknet53,64,3.159476,7.258180,3.235505,10.091631,4.344067,1.872213,0.353091,0.775614,6.987670
cuda,deit_base_distilled_patch16_224,64,1.439154,5.193128,2.058906,11.465355,3.798089,1.407176,0.206707,13.458582,21.880927
cuda,dla102,64,3.054737,9.184416,4.087760,14.175753,7.430547,2.827089,0.570153,1.174910,10.456323
cuda,dm_nfnet_f0,128,2.726520,7.988314,5.532857,11.329125,6.304537,1.804841,0.261579,1.080440,10.480545
cuda,dpn107,32,5.459872,10.074131,4.670338,15.841036,7.961503,3.190714,0.565032,1.458011,12.154843
cuda,eca_botnext26ts_256,64,1.735977,10.370685,3.045208,14.645479,6.292887,2.548999,0.170099,194.653288,202.059651
cuda,ese_vovnet19b_dw,128,1.193249,5.297385,1.280083,7.804716,3.476524,1.377737,0.125193,0.500962,4.510881
cuda,fbnetc_100,128,2.835904,7.103711,2.580900,10.347082,4.468717,1.887098,0.312261,0.700331,6.646438
cuda,fbnetv3_b,128,4.637298,11.149780,5.082615,15.857922,8.444725,3.059438,0.705916,1.317502,11.328759
cuda,gernet_l,128,2.693882,5.140424,2.124984,7.138318,2.945546,1.348722,0.241460,0.761036,4.995203
cuda,ghostnet_100,128,3.838169,10.246109,3.520224,16.259191,7.598297,3.263973,0.524066,1.160338,10.865453
cuda,gluon_inception_v3,128,2.659395,11.369368,4.598326,16.625862,8.732432,3.796973,0.605091,1.257553,11.299764
cuda,gluon_xception65,32,3.528318,9.117375,4.615910,12.865775,6.447925,2.365658,0.688071,1.289061,9.889858
cuda,gmixer_24_224,64,2.534435,6.575772,2.241916,12.643825,5.669711,2.195520,0.368172,27.741498,36.187085
cuda,gmlp_s16_224,64,2.200199,9.829453,3.877048,16.199905,8.326005,2.836070,0.383214,29.401823,39.817916
cuda,hrnet_w18,2,10.260133,21.334729,12.160832,33.773350,19.503911,6.235391,2.832359,3.548069,28.787033
cuda,inception_v3,128,2.887715,11.479559,4.750949,17.083033,9.127746,3.820710,0.604051,1.793983,12.345679
cuda,jx_nest_base,32,2.735743,11.938680,5.525342,20.946625,10.854093,3.708536,0.543759,82.600521,97.333365
cuda,lcnet_050,128,1.230280,5.068000,1.659491,6.919446,2.915373,1.178472,0.137030,0.490506,4.067245
cuda,mixer_b16_224,64,1.122538,5.582188,2.285383,9.051682,3.291642,1.492155,0.142073,12.191882,18.035449
cuda,mixnet_l,64,6.569555,9.156769,3.546470,14.376340,6.894105,3.024769,0.552777,1.130896,10.068187
cuda,mnasnet_100,128,2.147789,6.333704,2.337384,8.490395,3.596236,1.605930,0.228756,0.702122,5.296468
cuda,mobilenetv2_100,128,2.280548,7.050699,2.499385,8.865637,3.759221,1.586546,0.248357,0.740332,5.160027
cuda,mobilenetv3_large_100,128,2.181314,7.333165,2.627633,10.439787,4.486735,1.844315,0.268512,0.654799,6.495635
cuda,mobilevit_s,32,2.673191,16.417334,5.542936,28.005971,14.903853,7.032594,0.352647,99.383537,116.646208
cuda,nfnet_l0,64,2.476891,5.335867,2.320127,9.118637,4.238773,1.390341,0.262060,3.616933,9.853953
cuda,pit_b_224,64,1.652020,5.762963,2.558822,9.290816,3.778208,1.481679,0.225615,0.244760,6.431997
cuda,pnasnet5large,16,7.714254,21.173490,9.028333,32.730420,19.453237,7.144849,1.889025,2.760630,23.792479
cuda,poolformer_m36,64,2.864018,14.727062,7.153406,22.720425,13.538067,4.904842,0.667216,1.730176,17.130861
cuda,regnety_002,128,2.167228,5.764839,2.297925,8.098480,3.373700,1.521809,0.260822,0.715673,5.452890
cuda,repvgg_a2,128,2.670184,5.655897,2.113477,7.257645,3.242715,1.153691,0.215030,0.710419,4.760920
cuda,res2net101_26w_4s,64,5.520137,16.691814,7.473047,24.961384,13.910688,5.166280,1.594733,3.136034,19.243305
cuda,res2net50_14w_8s,2,4.661327,11.989710,5.744540,19.405002,11.085887,3.707472,0.875206,1.655851,15.111268
cuda,res2next50,2,2.593459,7.105270,3.019791,12.090284,6.193196,2.405172,0.382054,0.944448,9.116939
cuda,resmlp_12_224,128,0.974809,3.844390,1.376219,10.089776,2.125541,1.011396,0.124907,14.345750,22.198617
cuda,resnest101e,32,5.727848,12.572513,6.033515,22.191962,12.470803,4.457479,1.118615,41.079725,57.090814
cuda,rexnet_100,128,2.822542,9.278389,3.382211,13.876345,6.260304,2.411881,0.315060,1.011408,9.133807
cuda,sebotnet33ts_256,64,2.212158,12.185582,3.899393,17.207227,8.419418,2.865420,0.232492,99.519685,108.553030
cuda,selecsls42b,128,1.151786,5.411134,2.050089,9.433651,4.214735,1.804550,0.187195,0.526847,6.680663
cuda,spnasnet_100,128,2.786191,7.089354,2.556909,10.237729,4.128433,1.859219,0.299078,0.686044,6.512264
cuda,swin_base_patch4_window7_224,64,4.343589,16.361735,6.763659,27.954303,14.241176,5.324367,0.586714,99.818761,118.412066
cuda,swsl_resnext101_32x16d,32,2.928883,6.983830,3.556647,10.560576,5.517101,1.911538,0.449237,1.167213,8.497430
cuda,tf_efficientnet_b0,128,2.506253,7.327881,2.675223,11.368444,5.467683,2.129936,0.322143,0.817872,7.661461
cuda,tf_mixnet_l,64,7.021646,9.559930,3.268313,15.061127,7.228995,3.251165,0.557535,1.294696,10.579484
cuda,tinynet_a,128,3.038101,8.533571,3.435790,12.632987,5.981784,2.783688,0.400324,0.941142,8.628632
cuda,tnt_s_patch16_224,64,3.183166,9.435003,4.925860,15.652102,7.954513,2.897871,0.627892,28.976784,40.731364
cuda,twins_pcpvt_base,32,4.550593,12.723317,6.609007,24.870891,13.035895,4.783939,1.195823,308.723377,327.761692
cuda,visformer_small,128,1.269636,6.656425,2.868641,9.084269,3.225591,1.200349,0.189003,36.999820,42.396749
cuda,vit_base_patch16_224,64,1.408979,4.508770,2.052680,10.115070,3.029773,1.631342,0.203647,8.698204,16.446321
cuda,volo_d1_224,64,2.191530,9.113470,4.244443,15.233977,7.576127,2.826614,0.407302,39.227454,49.754958
cuda,xcit_large_24_p8_224,5,5.418534,17.352021,9.075308,27.887549,16.319644,5.631978,1.533580,62.540236,83.250548
