dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.2511
cuda,AlbertForQuestionAnswering,2,1.2586
cuda,AllenaiLongformerBase,1,1.0225
cuda,BartForCausalLM,2,0.9991
cuda,BartForConditionalGeneration,1,1.0283
cuda,BertForMaskedLM,64,0.9698
cuda,BertForQuestionAnswering,64,1.0187
cuda,BigBird,1,0.8696
cuda,BlenderbotSmallForCausalLM,64,0.9203
cuda,BlenderbotSmallForConditionalGeneration,32,1.0121
cuda,CamemBert,1,1.4185
cuda,DebertaForMaskedLM,4,1.0717
cuda,DebertaForQuestionAnswering,4,1.2418
cuda,DistilBertForMaskedLM,16,1.0707
cuda,DistilBertForQuestionAnswering,32,1.0374
cuda,DistillGPT2,1,1.4999
cuda,ElectraForCausalLM,1,1.3666
cuda,ElectraForQuestionAnswering,64,1.1965
cuda,GPT2ForSequenceClassification,4,1.5820
cuda,GoogleFnet,1,1.1775
cuda,LayoutLMForMaskedLM,16,1.0598
cuda,LayoutLMForSequenceClassification,16,1.1244
cuda,M2M100ForConditionalGeneration,2,1.3049
cuda,MBartForCausalLM,16,0.9823
cuda,MBartForConditionalGeneration,8,1.2378
cuda,MT5ForConditionalGeneration,2,2.2926
cuda,MegatronBertForCausalLM,2,1.4606
cuda,MegatronBertForQuestionAnswering,8,1.3540
cuda,MobileBertForMaskedLM,16,1.4637
cuda,MobileBertForQuestionAnswering,32,1.4508
cuda,OPTForCausalLM,4,1.4496
cuda,PLBartForCausalLM,16,1.0694
cuda,PLBartForConditionalGeneration,8,1.3343
cuda,PegasusForCausalLM,8,1.1313
cuda,PegasusForConditionalGeneration,4,1.4083
cuda,RobertaForCausalLM,4,1.4617
cuda,RobertaForQuestionAnswering,64,1.0153
cuda,Speech2Text2ForCausalLM,64,1.1044
cuda,T5ForConditionalGeneration,4,0.9737
cuda,T5Small,1,1.3662
cuda,TrOCRForCausalLM,8,1.1711
cuda,XGLMForCausalLM,1,1.2481
cuda,XLNetLMHeadModel,4,1.1041
cuda,YituTechConvBert,1,1.3581
