,Compiler,torchbench,huggingface,timm_models
eager,eager,1.0x,1.01x,1.0x
ts_nvfuser,ts_nvfuser,1.13x,1.11x,1.17x
aot_eager,aot_eager,1.0x,1.0x,1.0x
aot_cudagraphs,aot_cudagraphs,1.0x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,1.18x,1.21x,1.21x
inductor_cudagraphs,inductor_cudagraphs,1.47x,1.56x,1.41x
