dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.929738,0.000143
cuda,AlbertForQuestionAnswering,4,1.905952,0.000143
cuda,AllenaiLongformerBase,4,8.901720,0.004283
cuda,BartForCausalLM,4,3.465279,0.000515
cuda,BartForConditionalGeneration,2,7.335687,0.000357
cuda,BertForMaskedLM,16,3.394136,0.000128
cuda,BertForQuestionAnswering,16,3.341977,0.000127
cuda,BlenderbotForCausalLM,4,6.370795,0.000864
cuda,BlenderbotSmallForCausalLM,64,2.548468,0.000327
cuda,BlenderbotSmallForConditionalGeneration,64,4.817664,0.000232
cuda,CamemBert,16,3.419245,0.000128
cuda,DebertaForMaskedLM,4,5.808386,0.002297
cuda,DebertaForQuestionAnswering,8,5.566173,0.002149
cuda,DebertaV2ForMaskedLM,1,10.776563,0.004193
cuda,DebertaV2ForQuestionAnswering,2,10.741681,0.004083
cuda,DistilBertForMaskedLM,128,1.651703,0.000088
cuda,DistilBertForQuestionAnswering,256,1.649325,0.000096
cuda,DistillGPT2,16,1.819744,0.000139
cuda,ElectraForCausalLM,32,3.459819,0.000208
cuda,ElectraForQuestionAnswering,64,3.363210,0.000131
cuda,GPT2ForSequenceClassification,4,3.305822,0.000243
cuda,GoogleFnet,16,2.145616,0.000684
cuda,LayoutLMForMaskedLM,16,3.648401,0.000148
cuda,LayoutLMForSequenceClassification,16,3.644817,0.000140
cuda,M2M100ForConditionalGeneration,16,7.138314,0.000783
cuda,MBartForCausalLM,4,3.461817,0.000487
cuda,MBartForConditionalGeneration,2,7.505864,0.000386
cuda,MT5ForConditionalGeneration,16,5.899926,0.000344
cuda,MegatronBertForCausalLM,4,6.759465,0.000219
cuda,MegatronBertForQuestionAnswering,8,6.853214,0.000247
cuda,MobileBertForMaskedLM,64,13.399163,0.000557
cuda,MobileBertForQuestionAnswering,128,13.376424,0.000515
cuda,OPTForCausalLM,2,3.320399,0.000500
cuda,PLBartForCausalLM,8,2.112336,0.000268
cuda,PLBartForConditionalGeneration,4,5.278353,0.000422
cuda,PegasusForCausalLM,32,3.366152,0.000511
cuda,PegasusForConditionalGeneration,32,4.251293,0.000494
cuda,RobertaForCausalLM,16,3.439100,0.000132
cuda,RobertaForQuestionAnswering,16,3.384566,0.000137
cuda,Speech2Text2ForCausalLM,256,1.977352,0.000321
cuda,T5ForConditionalGeneration,4,4.216327,0.000242
cuda,T5Small,4,4.218868,0.000252
cuda,TrOCRForCausalLM,32,3.472906,0.000473
cuda,XGLMForCausalLM,8,6.016042,0.000968
cuda,XLNetLMHeadModel,8,7.206366,0.000293
cuda,YituTechConvBert,16,4.823225,0.000262
