dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,4,0.9984,386.1822,5.7416,0.9222,17.1890,18.6388,439,1,4,3
cuda,AlbertForQuestionAnswering,4,1.0012,383.2055,5.9445,0.9399,16.7994,17.8733,439,1,4,3
cuda,AllenaiLongformerBase,4,0.5889,422.1223,27.9794,0.8101,11.2370,13.8716,1713,159,130,9
cuda,BartForCausalLM,4,0.9670,127.5873,7.4712,0.9067,11.9283,13.1552,482,14,11,8
cuda,BartForConditionalGeneration,2,0.9782,151.6644,17.7220,0.8824,13.7366,15.5669,1258,1,4,3
cuda,BertForMaskedLM,16,0.9584,140.3319,7.4839,0.9392,15.4503,16.4508,370,1,4,3
cuda,BertForQuestionAnswering,16,0.9769,113.4679,7.3383,0.9325,11.5224,12.3567,377,1,4,3
cuda,BlenderbotForCausalLM,4,0.8550,111.8985,14.2381,0.9924,31.3480,31.5871,934,26,11,8
cuda,BlenderbotSmallForCausalLM,64,0.9099,71.7824,5.2284,0.8363,9.8731,11.8055,327,10,11,8
cuda,BlenderbotSmallForConditionalGeneration,64,0.9367,127.3715,11.6686,0.8954,14.2441,15.9080,840,1,4,3
cuda,CamemBert,16,0.9583,141.7749,7.5461,0.9372,15.6524,16.7013,377,1,4,3
cuda,DebertaForMaskedLM,4,0.6934,87.0151,10.8148,0.9598,5.9448,6.1940,720,92,154,12
cuda,DebertaForQuestionAnswering,8,0.9112,89.8585,10.5357,1.0317,7.5693,7.3366,727,92,154,12
cuda,DebertaV2ForMaskedLM,1,0.6203,141.6356,19.0914,0.9879,12.4135,12.5657,925,176,277,12
cuda,DebertaV2ForQuestionAnswering,2,0.7265,145.2922,18.9444,0.9729,12.3927,12.7382,932,176,277,12
cuda,DistilBertForMaskedLM,128,0.9471,128.7289,3.7287,0.8830,15.0926,17.0933,206,1,4,3
cuda,DistilBertForQuestionAnswering,256,0.9928,145.4663,3.7440,0.9594,13.8149,14.3997,214,1,4,3
cuda,DistillGPT2,16,0.9425,127.7847,3.7935,0.8755,14.7986,16.9039,330,1,4,3
cuda,ElectraForCausalLM,32,0.9259,114.2493,7.5078,0.8819,15.1264,17.1525,375,4,7,5
cuda,ElectraForQuestionAnswering,64,0.9806,127.4584,7.4357,0.9522,14.2891,15.0057,378,1,4,3
cuda,GPT2ForSequenceClassification,4,0.9534,108.3555,7.2206,0.8955,11.3622,12.6876,644,1,4,3
cuda,GoogleFnet,16,0.9688,104.9261,4.1158,0.9187,12.1376,13.2115,209,28,45,7
cuda,LayoutLMForMaskedLM,16,0.9601,142.7058,7.8600,0.9393,15.4801,16.4806,396,1,4,3
cuda,LayoutLMForSequenceClassification,16,0.9771,116.2675,7.8545,0.9327,11.5557,12.3899,394,1,4,3
cuda,M2M100ForConditionalGeneration,16,0.9672,120.8725,17.2337,0.9125,12.6466,13.8586,1200,18,17,7
cuda,MBartForCausalLM,4,0.9676,127.4536,7.5605,0.9069,11.9452,13.1720,481,14,11,8
cuda,MBartForConditionalGeneration,2,0.9771,152.1085,17.8242,0.8820,13.7535,15.5929,1263,1,4,3
cuda,MT5ForConditionalGeneration,16,0.8837,99.5817,14.6339,0.8691,13.0997,15.0732,1173,1,4,3
cuda,MegatronBertForCausalLM,4,0.9636,105.0744,14.8318,0.8909,10.6300,11.9320,721,1,4,3
cuda,MegatronBertForQuestionAnswering,8,0.9718,177.5984,14.6486,0.9167,16.7231,18.2428,724,1,4,3
cuda,MobileBertForMaskedLM,64,0.8052,153.1967,29.4023,0.8258,9.4875,11.4882,1447,1,3,2
cuda,MobileBertForQuestionAnswering,128,0.8871,159.0513,29.4039,0.9908,10.5072,10.6043,1451,1,3,2
cuda,OPTForCausalLM,2,0.9345,182.8491,7.3127,0.9338,15.8984,17.0259,533,14,11,8
cuda,PLBartForCausalLM,8,0.9519,126.1924,4.1365,0.8876,15.3250,17.2656,254,8,11,8
cuda,PLBartForConditionalGeneration,4,0.9615,126.6530,10.6381,0.9322,15.6113,16.7470,658,10,14,7
cuda,PegasusForCausalLM,32,0.9526,90.3559,7.3106,0.8811,9.1097,10.3387,478,16,12,8
cuda,PegasusForConditionalGeneration,32,0.9747,176.6542,14.1337,0.9493,15.7523,16.5932,1244,7,14,5
cuda,RobertaForCausalLM,16,0.9609,148.4973,7.4546,0.9389,15.4441,16.4488,381,1,4,3
cuda,RobertaForQuestionAnswering,16,0.9767,113.9268,7.4880,0.9325,11.5225,12.3568,384,1,4,3
cuda,Speech2Text2ForCausalLM,256,0.9241,68.9440,4.0481,0.8407,9.1300,10.8601,261,10,12,8
cuda,T5ForConditionalGeneration,4,0.8212,127.4884,10.0905,0.9589,10.9163,11.3841,798,1,4,3
cuda,T5Small,4,0.8185,127.5456,10.1526,0.9589,10.9163,11.3841,798,1,4,3
cuda,TrOCRForCausalLM,32,0.9589,174.4527,7.4015,0.8737,16.9658,19.4182,481,14,11,8
cuda,XGLMForCausalLM,8,0.8016,100.2274,14.1105,0.8976,11.0691,12.3322,998,28,12,8
cuda,XLNetLMHeadModel,8,0.9637,393.3208,21.5258,0.9738,20.6621,21.2180,764,1,6,4
cuda,YituTechConvBert,16,0.9601,161.3752,11.1912,0.9336,14.4224,15.4480,634,4,7,5
