dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,BERT_pytorch,16,0.9945,48.4098,3.1270,1.0000,2.9107,2.9107,538,1,5,4
cuda,Background_Matting,4,0.9995,183.0082,1.7737,1.0026,11.5193,11.4896,183,1,5,4
cuda,LearningToPaint,96,0.9915,13.7783,0.8726,0.9989,0.9495,0.9506,71,1,5,4
cuda,Super_SloMo,6,0.9981,119.2335,1.9605,1.0073,6.3301,6.2840,374,1,5,4
cuda,alexnet,128,0.9990,12.3013,0.2971,1.0004,1.6088,1.6081,22,1,5,4
cuda,attention_is_all_you_need_pytorch,256,0.9893,72.8061,2.7478,1.0021,4.7293,4.7196,548,1,5,4
cuda,dcgan,32,0.9544,1.9176,0.2865,1.0000,0.0788,0.0788,13,1,5,4
cuda,demucs,4,0.9996,75.0085,0.7750,0.9975,5.1786,5.1918,83,4,7,5
cuda,densenet121,4,0.9882,53.7960,4.8993,1.0000,0.6825,0.6825,431,1,5,4
cuda,dlrm,1024,0.9795,3.6401,0.3038,1.0000,4.3721,4.3721,36,1,4,3
cuda,doctr_det_predictor,0,0.0000
cuda,doctr_reco_predictor,0,0.0000
cuda,drq,1,0.9824,2.3492,0.4624,1.0000,0.0588,0.0588,30,2,4,3
cuda,fastNLP_Bert,6,0.9835,60.3187,3.2390,1.0002,5.3672,5.3660,445,6,9,6
cuda,functorch_dp_cifar10,64,0.9941,8.0328,0.7266,1.0000,0.1866,0.1866,69,1,5,4
cuda,hf_Albert,8,0.9990,74.9865,1.8260,1.0000,6.5757,6.5757,436,1,4,3
cuda,hf_Bart,4,0.9891,55.4722,6.2954,0.9734,5.7607,5.9180,642,9,15,7
cuda,hf_Bert,4,0.9995,39.4405,3.4058,1.0000,4.1537,4.1537,367,1,4,3
cuda,hf_Bert_large,4,0.9734,94.7921,6.7629,1.0000,9.5187,9.5187,715,1,4,3
cuda,hf_BigBird,2,0.9788,195.1837,10.4227,0.9886,6.1191,6.1894,2905,64,60,8
cuda,hf_DistilBert,8,0.9884,39.5060,1.4667,1.0000,4.3259,4.3260,203,1,4,3
cuda,hf_GPT2,4,0.9779,51.2612,3.2280,1.0000,5.7904,5.7904,635,1,4,3
