dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,36.750563,32.563703,28.348727,16.927886,4.450089,26.423519,8.906271,4.813912,0.573431,96.549699,14.269730
cuda,beit_base_patch16_224,64,21.293544,18.713515,14.475412,9.506782,1.502764,15.951106,3.376867,1.771574,0.237163,2.891133,8.092101
cuda,botnet26t_256,128,25.876746,23.288578,18.945739,14.479975,2.284381,21.624060,6.198450,2.424731,0.132360,53.860994,9.565353
cuda,cait_m36_384,4,46.820380,37.976593,34.621701,16.268889,5.329541,32.326897,12.499362,6.569619,1.911433,20.235663,22.379798
cuda,coat_lite_mini,128,25.280547,22.625870,18.246779,13.331096,2.076635,26.151470,6.870720,2.661730,0.220524,39.069511,15.040838
cuda,convit_base,64,23.033397,20.342973,16.024157,10.258307,2.100448,18.712227,4.408806,2.142943,0.258259,8.331278,10.715779
cuda,convmixer_768_32,32,20.429074,18.938124,14.673405,6.929571,2.981837,12.584694,2.578193,1.785241,0.265759,8.872099,2.797412
cuda,convnext_base,64,24.916326,20.536011,16.317544,9.859085,2.900739,19.653421,4.675089,2.396198,0.449451,7.379467,12.896711
cuda,crossvit_9_240,128,28.470900,24.437490,20.034987,11.638581,2.558464,24.597478,6.279528,3.079040,0.392987,32.876297,16.157157
cuda,cspdarknet53,64,28.522156,23.721231,19.598212,11.205344,3.093975,18.187457,4.544151,2.425862,0.326288,52.294963,10.323336
cuda,deit_base_distilled_patch16_224,64,19.471025,17.236610,12.996416,8.640363,1.459012,15.703359,2.756495,1.524182,0.190486,3.542049,8.646203
cuda,dla102,128,35.116320,30.889802,26.953230,14.317352,5.139797,21.885573,6.863606,4.043390,0.539932,37.926799,13.084011
cuda,dm_nfnet_f0,128,24.691710,19.685739,16.289780,8.410219,3.493079,16.566376,4.641342,2.102512,0.259465,28.420542,12.155627
cuda,dpn107,32,42.932338,35.152272,31.566141,16.550994,5.311518,25.500470,7.256952,4.098706,0.534170,27.838176,14.692240
cuda,eca_botnext26ts_256,128,27.035744,24.599183,20.208012,15.127465,2.790076,22.207308,6.439064,2.468258,0.153915,61.126620,10.023412
cuda,ese_vovnet19b_dw,128,16.698488,14.919931,11.565638,8.540123,1.498999,14.396085,3.157794,1.466958,0.110530,47.543930,7.447469
cuda,fbnetc_100,128,26.106608,22.647230,19.271948,12.091968,3.331375,18.063922,4.202418,2.315678,0.281692,97.275751,9.524493
cuda,fbnetv3_b,128,38.599343,32.441978,29.120602,16.156571,5.704092,24.762853,7.143843,3.762166,0.621162,104.237000,14.694528
cuda,gernet_l,128,22.353294,18.663596,15.392981,8.924213,2.327485,14.461239,3.121149,1.720949,0.222051,46.865824,8.056441
cuda,ghostnet_100,128,36.276752,31.053450,27.772107,16.911173,4.687775,27.862274,7.149479,3.859976,0.457133,177.457443,15.954216
cuda,gluon_inception_v3,128,35.168611,31.259285,28.010056,16.738771,4.445308,26.128982,8.915253,4.807772,0.555671,96.181249,14.157491
cuda,gluon_xception65,32,37.562270,32.062500,28.797251,13.655815,4.968693,20.276044,6.654446,3.248943,0.707403,30.598020,12.038811
cuda,gmixer_24_224,128,23.527902,19.686104,16.487509,9.220649,1.980391,17.839791,5.233583,2.569654,0.385736,6.107592,10.802490
cuda,gmlp_s16_224,128,24.808755,21.381326,17.873343,10.553512,2.490307,20.340257,4.974160,2.651324,0.376744,12.241304,12.488191
cuda,hrnet_w18,128,92.154022,84.233468,80.839696,38.711327,16.368959,55.045543,23.980666,12.841457,4.942623,87.574821,34.972228
cuda,inception_v3,128,36.647354,32.823920,28.440415,17.042908,4.815528,26.628568,8.545830,4.785429,0.560806,99.185520,14.726701
