dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.2659,178.8762,40.9051,1.0206
cuda,beit_base_patch16_224,64,1.0565,121.4405,18.5526,1.0416
cuda,botnet26t_256,128,1.2349,121.4068,42.3955,0.9611
cuda,cait_m36_384,4,1.0969,196.9494,60.8244,1.1669
cuda,coat_lite_mini,128,1.2400,154.3683,49.5616,1.0063
cuda,convit_base,64,1.2323,159.4282,26.4626,0.8081
cuda,convmixer_768_32,32,1.0582,344.7035,22.0747,0.9970
cuda,convnext_base,64,1.0921,241.9491,62.6481,0.9918
cuda,crossvit_9_240,128,1.2404,79.3055,36.6945,0.7469
cuda,cspdarknet53,64,1.1820,105.4675,31.6620,1.0578
cuda,deit_base_distilled_patch16_224,64,1.0434,114.6470,18.3648,1.0577
cuda,dla102,128,1.2801,210.2269,47.2264,1.1582
cuda,dm_nfnet_f0,128,1.3818,149.1227,38.2463,1.0902
cuda,dpn107,32,1.1663,156.7212,59.7340,0.9678
cuda,eca_botnext26ts_256,128,1.2393,129.9051,48.5340,1.3589
cuda,eca_halonext26ts,128,1.2313,135.6990,57.7169,1.3330
cuda,ese_vovnet19b_dw,128,1.1429,85.2615,15.9600,1.1531
cuda,fbnetc_100,128,1.2270,97.1598,45.6291,0.9874
cuda,fbnetv3_b,128,1.2709,123.2205,58.9760,1.0394
cuda,gernet_l,128,1.0467,153.5245,23.6323,0.9925
cuda,ghostnet_100,128,1.7411,65.7530,63.8713,1.2274
cuda,gluon_inception_v3,128,1.2639,179.1665,40.8396,1.0206
cuda,gluon_xception65,32,1.0352,176.1945,43.1065,0.9943
cuda,gmixer_24_224,128,1.2125,120.6567,29.7032,1.6267
cuda,gmlp_s16_224,128,1.1597,130.9741,37.5352,0.9827
cuda,hrnet_w18,128,1.3485,308.1740,116.8456,1.0009
cuda,inception_v3,128,1.2660,178.9429,40.5422,1.0206
cuda,jx_nest_base,32,1.1993,100.9333,52.5432,1.0576
cuda,lcnet_050,128,1.5276,23.9672,24.4527,0.9126
cuda,mixer_b16_224,128,1.0438,151.4858,21.5582,1.0505
cuda,mixnet_l,128,1.1397,213.7331,42.8375,1.0619
cuda,mnasnet_100,128,1.2415,76.7830,40.0444,0.9758
cuda,mobilenetv2_100,128,1.2940,72.8836,41.3316,1.2677
cuda,mobilenetv3_large_100,128,1.3127,62.8672,41.6361,1.0423
cuda,mobilevit_s,64,1.1531,99.3262,93.3466,1.3590
cuda,nfnet_l0,128,1.3201,133.2002,29.8499,1.4961
cuda,pit_b_224,64,1.1541,137.0750,19.0873,1.0651
cuda,pnasnet5large,16,1.1513,251.0074,86.7166,1.3459
cuda,poolformer_m36,64,1.1115,156.8458,49.2788,1.0694
cuda,regnety_002,128,1.3138,39.4234,29.4644,1.0414
cuda,repvgg_a2,128,1.1198,109.5878,24.1133,0.8171
cuda,res2net101_26w_4s,64,1.1499,131.7363,59.6663,0.9998
cuda,res2net50_14w_8s,128,1.2777,179.3980,55.2216,1.0114
cuda,res2next50,128,1.2284,167.9990,33.9977,1.0071
cuda,resmlp_12_224,128,0.8487,83.8131,20.5432,0.7845
cuda,resnest101e,64,1.2443,184.3767,68.7945,1.1011
cuda,rexnet_100,128,1.2051,96.1082,44.1144,1.4494
cuda,sebotnet33ts_256,64,1.2484,89.3116,62.3675,0.9651
cuda,selecsls42b,128,1.1838,75.6366,24.4205,1.0949
cuda,spnasnet_100,128,1.2149,83.7784,42.7039,0.9788
cuda,swin_base_patch4_window7_224,64,1.0722,220.8572,73.6605,1.0359
cuda,swsl_resnext101_32x16d,32,1.0427,210.5139,39.1007,0.9945
cuda,tf_efficientnet_b0,128,1.2524,104.4808,43.7668,1.3648
cuda,tf_mixnet_l,128,1.1513,219.5795,43.7458,1.1452
cuda,tinynet_a,128,1.1962,88.6476,54.4170,1.5508
cuda,tnt_s_patch16_224,128,1.4909,315.6218,31.5930,0.7096
cuda,twins_pcpvt_base,64,1.0570,129.7316,110.1489,1.0740
cuda,visformer_small,128,0.9750,131.4822,30.5379,0.9909
cuda,vit_base_patch16_224,64,1.0343,115.0180,17.9528,1.0611
cuda,volo_d1_224,64,1.3248,115.6038,35.3450,1.0614
cuda,xcit_large_24_p8_224,5,1.3129,103.7519,70.1229,1.0517
