dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.117242,6.557771,2.167379,9.420808,3.448021,1.569911,0.277856,0.000014,9.923632,5.131368
cuda,Background_Matting,4,1.326031,5.562717,1.783885,8.847843,4.342448,1.808627,0.190058,0.472788,0.462162,5.612170
cuda,LearningToPaint,96,0.596468,3.647798,0.802657,4.424868,1.097012,0.498192,0.071302,0.232335,3.387126,1.842418
cuda,Super_SloMo,6,1.379587,6.747500,2.098748,7.745947,3.777671,1.359789,0.099968,0.339915,3.491507
cuda,alexnet,128,0.098759,1.542403,0.170441,2.243892,0.383976,0.159951,0.011765,0.127195,1.004238
cuda,attention_is_all_you_need_pytorch,256,1.734439,21.185040,2.213653,24.311730,3.759176,1.442275,0.314351,2.411849,13.819224,7.858093
cuda,dcgan,32,0.115848,1.234492,0.157643,1.839175,0.156291,0.065608,0.011256,0.105807,0.874639
cuda,demucs,4,0.219947
cuda,densenet121,4,3.466685,19.391707,5.383765,25.665867,14.358989,4.147433,0.630214,0.797613,172.420865,12.673789
cuda,drq,1,0.183423,1.661461,0.110313,2.590732,0.107015,0.048714,0.012407,0.259567,1.306411
cuda,fastNLP_Bert,6,2.126651,8.406271,2.058988,12.478505,3.285594,1.339225,0.264086,2.547475,6.020111,8.774691
cuda,hf_Albert,8,1.604796,2.903934,1.594232,6.639498,2.874664,1.007297,0.148129,4.556713,9.966096,4.085849
cuda,hf_Bart,4,2.320903,9.301218,2.496049,13.802055,4.939744,1.701661,0.374625,3.346087,3.976878,10.464530
cuda,hf_Bert,4,2.090328,6.258484,2.110258,8.735793,2.861693,1.221241,0.253736,2.248856,6.930189,1.805864
cuda,hf_BigBird,2,9.913239,5.254290,1.510498,9.522471,2.131293,0.965636,0.195613,7.885541,13.779064,0.347107
cuda,hf_DistilBert,8,0.839864,3.059859,1.060517,5.006077,1.510830,0.652181,0.112564,3.026546,6.081658,2.698523
cuda,hf_GPT2,4,2.035084,4.155747,1.595375,6.596748,2.695500,1.153013,0.220508,2.217471,6.335347,1.887085
cuda,hf_Reformer,4,2.179887,7.475656,0.662719,8.294153,1.082909,0.524323,0.049769,2.420969,3.526948,3.949127
cuda,hf_T5_large,2,16.366429,21.130602,7.201569,34.777289,19.473376,4.798552,2.384306,5.549180,24.170839,26.832376
cuda,lennard_jones,1000,0.069179,0.903964,0.054908,1.429681,0.042163,0.029259,0.005470,0.099497,0.683807
cuda,mnasnet1_0,32,1.327255,7.568126,2.146060,9.341045,3.582539,1.756527,0.201056,3.018919,48.296322,7.016550
cuda,mobilenet_v2,96,1.384727,8.374431,2.099466,9.669067,4.273130,1.662749,0.234704,0.360716,26.354165,4.028175
cuda,mobilenet_v2_quantized_qat,96,2.348775,9.834346,3.934488,13.634630,6.494274,2.979712,0.545936,7.885656
cuda,mobilenet_v3_large,32,1.437148,7.800546,2.370474,10.004325,4.148246,1.622280,0.233437,6.228168,58.135923,10.888986
cuda,nvidia_deeprecommender,256,0.144545,1.015371,0.101212,2.076350,0.087311,0.044770,0.008091,0.523176,1.690957,0.399010
cuda,pytorch_CycleGAN_and_pix2pix,1,0.523496,2.383603,0.847457,4.234021,1.675624,0.610369,0.064620,0.192243,2.928014
cuda,pytorch_stargan,16,0.547940,2.184783,0.653217,3.663407,0.906778,0.299892,0.044381,20.607327,22.771332,20.442672
cuda,pytorch_struct,200,0.205589,1.168236,0.135942,2.476832,0.173689,0.098732,0.019852,15.406922,16.861248,15.286391
cuda,pytorch_unet,1,0.553591,3.546691,0.768465,4.757837,1.640439,0.570863,0.066429,0.219111,0.346354,2.228406
cuda,resnet152,32,4.092352,14.431646,5.564818,17.624005,9.282759,3.109253,0.965636,3.078396,15.186066,12.066152
cuda,resnet18,16,0.551237,4.083663,0.797441,5.522866,1.611380,0.595967,0.066195,3.044571,7.609470,5.311271
cuda,resnet50,32,1.406285,7.485531,2.078280,9.023595,3.127852,1.510827,0.205952,3.009467,15.219057,6.703867
cuda,resnet50_quantized_qat,32,2.212565,8.640692,3.953678,11.950071,5.547913,2.169867,0.500955,5.164975,7.409058
cuda,resnext50_32x4d,8,1.412428,6.581785,1.972573,8.280977,2.716175,1.285975,0.188321,3.238242,26.479872,6.989682
cuda,shufflenet_v2_x1_0,128,1.577853,8.571214,2.320506,11.065529,4.442061,2.570564,0.284098,0.276905,7.573658,5.179471
cuda,soft_actor_critic,256,0.115592,1.550785,0.053609,2.508384,0.048877,0.029349,0.005568,0.262754,1.278378
cuda,speech_transformer,32,2.391530,10.605246,2.077753,15.107603,3.932608,1.640660,0.308573,0.000030,6.689452,7.327805
cuda,squeezenet1_1,32,0.240519,3.413282,0.394601,4.094177,1.042035,0.434412,0.032900,0.138864,13.592781,1.225424
cuda,timm_efficientdet,1,22.380430,23.358436,9.101983,33.671198,19.215365,5.217477,1.631417,30.019436,87.702990,49.827240
cuda,timm_efficientnet,32,2.412254,7.979786,2.561008,10.925873,4.615775,1.858949,0.294807,3.161593,50.045246,8.774076
cuda,timm_nfnet,128,2.664760,11.649773,4.955497,12.068562,6.050869,1.958054,0.302004,1.304784,8.348976,6.830289
cuda,timm_regnet,32,3.105781,7.226159,2.777238,9.236578,3.772356,1.562919,0.359893,3.675445,11.970623,8.579660
cuda,timm_resnest,32,0.777178,6.332742,1.279649,8.922926,3.205906,1.245456,0.095696,14.624438,34.589943,18.536068
cuda,timm_vision_transformer,8,1.101403,4.500497,1.538992,7.106533,2.568154,1.094391,0.181426,13.953132,17.625425,18.167877
cuda,timm_vision_transformer_large,8,3.679071,10.797477,4.518061,16.916929,9.032022,3.310157,1.052169,12.180860,12.518552,23.059518
cuda,timm_vovnet,32,1.870952,5.054770,1.584232,7.686631,3.528815,1.380426,0.146891,2.942950,7.222571,2.612976
cuda,tts_angular,64,0.122966,0.919931,0.043992,1.424086,0.026669,0.014267,0.001544,0.095171,0.645452
cuda,vgg16,64,0.153605,1.580908,0.253096,2.515128,0.583432,0.235650,0.020190,0.211649,1.407398
cuda,yolov3,16,3.894877,25.076342,4.034307,357.437075,13.955547,5.276232,0.362115,0.679493,8.169130,337.192090
