,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.02x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.11x,1.04x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.04x,1.03x,1.13x
inductor,inductor,1.45x,1.29x,1.21x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.21x,1.18x,1.20x
